Insee - Statistiques locales; ; 
Référentiel géographique : France par intercommunalité; ; 
Code;Libellé;Densité de population (historique depuis 1876) 2018
200071074;CC Les Portes de l'Ile de France;156.3
200071082;CA Montluçon Communauté;161.9
200071116;CA ECLA  (Espace Communautaire Lons Agglomération);174.4
200071140;CA Moulins Communauté;48.6
200071165;CA Les Sables d'Olonne Agglomération;310.4
200071173;CC du Pays Arnay Liernais;15.1
200071181;CC Somme Sud-Ouest;42.6
200071199;CC Plaine Limagne;60.1
200071207;CC de Pouilly-en-Auxois/Bligny-sur-Ouche;17.2
200071215;CC Chavanon Combrailles et Volcans;15.1
200071223;CC Nièvre et Somme;89.5
200071298;CC des Terres du Lauragais;65
200071314;CC des Hauts Tolosans;90.7
200071363;CA Vichy Communauté;111.6
200071371;CC Bresse et Saône;97.8
200071389;CC Saint-Pourçain Sioule Limagne;37.3
200071405;CC Ardèche Rhône Coiron;81.1
200071413;CA Privas Centre Ardèche;72.5
200071454;CA Evreux Portes de Normandie;166.9
200071470;CC Entr'Allier Besbre et Loire;22.7
200071496;CC du Bocage Bourbonnais;18.7
200071504;CC des Collines du Perche Normand;34
200071512;CC Commentry Montmarault Néris Communauté;35.5
200071520;CC Domfront Tinchebray Interco;43.4
200071538;CC Terres de Bresse;56.4
200071546;CC Sud Retz Atlantique;70.1
200071553;CC Loire Layon Aubance;92.9
200071579;CC Bresse Louhannaise Intercom';55.6
200071587;CC Loches Sud Touraine;28.4
200071595;CC Arbois, Poligny, Salins, Cœur du Jura;36.5
200071629;CC Challans-Gois Communauté;107.3
200071645;CC Saint Cyr Mère Boitier entre Charolais et Mâconnais;31.1
200071652;CC du Pays Fertois et du Bocage Carrougien;21.5
200071678;CA Agglomération du Choletais;132.5
200071751;CA du Bassin de Bourg-en-Bresse;107.3
200071769;CC Picardie des Châteaux;59.3
200071777;CC d'Arcis, Mailly, Ramerupt;19.3
200071785;CA Chauny-Tergnier-La Fère;144.6
200071819;CC du Périgord Nontronnais;27
200071827;CA du Grand Angoulême;220.3
200071843;CC du Vexin Normand;93.3
200071850;CC du Pithiverais-Gâtinais;60.2
200071868;CC des Vallées du Haut-Anjou;56
200071876;CA Saumur Val de Loire;80.4
200071884;CC Le Grand Charolais;42.6
200071892;CA du Saint-Quentinois;275.1
200071900;CC Vendée Grand Littoral;67.6
200071918;CC du Pays de Saint-Fulgent - Les Essarts;86.1
200071926;CC du Limouxin;34.8
200071934;CC Pays de Fontenay-Vendée;75.6
200071942;CC Haut Limousin en Marche;18
200071967;CC Pays d'Évian Vallée d'Abondance;127.6
200071983;CC Thiérache Sambre et Oise;50.9
200071991;CC Retz-en-Valois;54.9
200072007;CC de la Montagne d'Ardèche;7
200072015;CA Annonay Rhône Agglo;153.6
200072023;CC Cœur de Charente;36.4
200072031;CA de la Région de Château-Thierry;62
200072049;CC de Charente Limousine;25.4
200072056;CC Porte du Jura;50.9
200072064;CC Val-de-Cher-Controis;58.9
200072072;CA Territoires Vendômois;51.3
200072080;CC du Pays de Saint-Éloy;23.2
200072098;CC Combrailles Sioule et Morge;44.9
200072106;CC Adour Madiran;46.2
200072130;CA du Pays de Meaux;496.4
200072304;CC Vallée de l'Ubaye - Serre-Ponçon;7.6
200072312;CA Seine Normandie Agglomération;118.5
200072320;CC Val de Gers;19.7
200072346;CA du Pays de Fontainebleau;156.6
200072452;CA Fougères Agglomération;103.5
200072460;CA de Béthune-Bruay, Artois-Lys Romane;428.7
200072478;CC Pays d'Opale;133
200072544;CC des Deux Morin;67.4
200072635;CC Pyrénées Haut Garonnaises;24.4
200072643;CC Cœur et Coteaux du Comminges;44.8
200072650;CC Touraine Vallée de l'Indre;109.2
200072668;CC Touraine Val de Vienne;36.7
200072676;CC Maine Saosnois;45.8
200072684;CC Le Gesnois Bilurien;77
200072692;CC des Vallées de la Braye et de l'Anille;37.1
200072700;CC Haute Sarthe Alpes Mancelles;46.9
200072718;CC de la Champagne Conlinoise et du Pays de Sillé;42.6
200072726;CC Châteaubriant-Derval;50.5
200072734;CC Estuaire et Sillon;127.5
200072825;CC Mirebellois et Fontenois;29.7
200072874;CC Val Briard;84.4
200072882;CC de Vie et Boulogne;90.4
200072981;CC Touraine Ouest Val de Loire;43.9
200072999;CC du Grand Langres;30
200073013;CC Carnelle Pays-de-France;260.2
200073096;CA Arche Agglo;116
200073104;CC de l'Île-Rousse - Balagne;27
200073112;CC Sud Sarthe;42.3
200073120;CC Nebbiu - Conca d'Oro;19.2
200073138;CC Pasquale Paoli;6.8
200073146;CC Cagire Garonne Salat;34.3
200073161;CC Touraine-Est Vallées;186.3
200073237;CC de Gâtine et Choisilles - Pays de Racan;42.6
200073245;CC du Bassin d'Aubenas;122
200073252;CC de la Castagniccia-Casinca;53.5
200073260;CC Sud Vendée Littoral;58.2
200073344;CA Rambouillet Territoires;125.5
200073393;CC des Rives du Haut-Allier;15.5
200073401;CC Mézenc-Loire-Meygal;24.2
200073419;CA du Puy-en-Velay;62.4
200073427;CC Marches du Velay-Rochebaron;87
200077014;CA Vienne Condrieu;215.7
200083392;CA Laval Agglomération;166
200084952;CU Le Havre Seine Métropole;542.4
200085728;CC Brioude Sud Auvergne;39.8
200085751;CC Entre Bièvre et Rhône;165.8
200089456;CA Seine-Eure;190
200090504;CA Coulommiers Pays de Brie;158.2
200090561;CC Vierzon-Sologne-Berry;76.7
200090579;CC Terre d'Émeraude Communauté;25.3
200090751;CA Grand Calais Terres et Mers;566.9
200093201;Métropole Européenne de Lille;1747.7
200096634;CC des Hautes Vosges;69.8
200096642;CC Gérardmer Hautes Vosges;72.7
200096675;CC Baud Communauté;64.9
200096683;CC Centre Morbihan Communauté;63.6
200096956;CA Agglomération d'Agen;156.4
240100610;CC de la Côtière à Montluel;194.1
240100750;CA du Pays de Gex;238.4
240100800;CC de Miribel et du Plateau;367
240100883;CC de la Plaine de l'Ain;110.3
240100891;CC du Pays Bellegardien (CCPB);97
240200444;CC de la Thiérache du Centre;36.5
240200469;CC du Pays de la Serre;33.8
240200477;CA GrandSoissons Agglomération;289.6
240200493;CC du Pays du Vermandois;69.5
240200501;CC du Val de l'Aisne;51.3
240200519;CC du Canton d'Oulchy-le-Château;24.4
240200576;CC de la Champagne Picarde;36.1
240200584;CC du Canton de Charly-sur-Marne;66.8
240200592;CC du Chemin des Dames;30.8
240200600;CC des Trois Rivières;60.6
240200634;CC des Portes de la Thiérache;27
240300491;CC du Pays de Lapalisse;25.4
240300558;CC du Pays de Tronçais;15.1
240300566;CC du Val de Cher;28.8
240300657;CC du Pays d'Huriel;19.8
240400440;CC Pays Forcalquier et Montagne de Lure;32
240500439;CC du Briançonnais;23.2
240500462;CC du Pays des Ecrins;14.3
240600551;CA de la Riviera Française;112
240600585;CA de Sophia Antipolis;366.8
240600593;CC du Pays des Paillons;105.3
240700302;CC du Pays Beaume-Drobie;31.7
240700617;CC Val de Ligne;66.4
240700716;CC du Val d'Ay;40.7
240700815;CC Berg et Coiron;35.4
240700864;CC du Rhône aux Gorges de l'Ardèche;72.1
240800821;CC Ardenne, Rives de Meuse;97.7
240800847;CC des Portes du Luxembourg;38.2
240800862;CC des Crêtes Préardennaises;21.5
240800920;CC de l'Argonne Ardennaise;14.4
240900431;CC du Pays de Tarascon;37.8
240900464;CC du Pays d'Olmes;45.5
241000223;CC Forêts, Lacs, Terres en Champagne;21.2
241000405;CC de la Région de Bar-sur-Aube;31.5
241000447;CC du Pays d'Othe;24.5
241000488;CC de l'Orvin et de l'Ardusson;19.3
241100593;CA Le Grand Narbonne;154
241200187;CA Rodez Agglomération;272
241200542;CC du Réquistanais;17.2
241200567;CC de Millau Grands Causses;57.7
241200625;CC du Pays Rignacois;34.5
241200641;CC Conques-Marcillac;28.7
241200658;CC du Pays de Salars;29.8
241200674;CC du Plateau de Montbazens;32.8
241200765;CC de Lévézou Pareloup;11.2
241200807;CC Aveyron Bas Ségala Viaur;21.3
241200906;CC Larzac et Vallées;9.3
241200914;CC de la Muse et des Raspes du Tarn;12.5
241300375;CC Vallée des Baux-Alpilles (CC VBA);87.1
241300417;CA d'Arles-Crau-Camargue-Montagnette;57.9
241400415;CC Cœur Côte Fleurie;175
241400514;CC du Pays de Falaise;57
241400555;CC de Bayeux Intercom;150.1
241400860;CC Cœur de Nacre;392.1
241400878;CC Terre d'Auge;59.1
241500230;CA du Bassin d'Aurillac;108.2
241500255;CC du Pays Gentiane;14.7
241500271;CC du Pays de Mauriac;29.9
241501055;CC Sumène - Artense;25.8
241501089;CC Cère et Goul en Carladès;20.7
241501139;CC du Pays de Salers;13.2
241600303;CC du Rouillacais;34.8
241700434;CA de La Rochelle;525.5
241700459;CC de l'Île de Ré;203.2
241700517;CC Cœur de Saintonge;63.6
241700624;CC de l'Île d'Oléron;126.7
241700632;CC de Gémozac et de la Saintonge Viticole;54.7
241700640;CA Royan Atlantique;137.7
241700699;CC du Bassin de Marennes;84.9
241800374;CC La Septaine;27.5
241800424;CC Le Dunois;22.4
241800432;CC Les Trois Provinces;19.1
241800457;CC FerCher;49.7
241800507;CA Bourges Plus;246.1
241900133;CC de Ventadour - Egletons - Monédières;21.5
241927201;CA Tulle Agglo;51.3
241927243;CC du Pays d'Uzerche;29.3
242000354;CA de Bastia;905.4
242000495;CC de l'Alta Rocca;12.4
242000503;CC Celavu-Prunelli;23.1
242010056;CA du Pays Ajaccien;326.4
242010130;CC du Sartenais Valinco Taravo;21.9
242020071;CC du Centre Corse;27.1
242020105;CC de Calvi Balagne;22
242100154;CC des Vallées de la Tille et de l'Ignon;36.4
242100410;Dijon Métropole;1057.9
242101434;CC du Pays Châtillonnais;10.9
242101442;CC de Saulieu;20
242101459;CC du Pays d'Alésia et de la Seine;23.7
242101491;CC du Montbardois;24.6
242101509;CC Rives de Saône;54.2
242200715;CC du Kreiz-Breizh (CCKB);26.2
242300135;CC du Pays Sostranien;39
242320000;CC de Bénévent Grand Bourg;17.8
242320109;CC du Pays Dunois;20.7
242400752;CC Périgord-Limousin;28.3
242400935;CC du Pays de Saint-Aulaye;27.4
242401024;CC Isle-Loue-Auvézère en Périgord;25.6
242500320;CC de Montbenoît;39.5
242500338;CC du Grand Pontarlier;177.8
242500361;CU Grand Besançon Métropole;367.7
242504116;CC du Val de Morteau;128.4
242504181;CC des Portes du Haut-Doubs;40.7
242504355;CC du Plateau de Russey;45
242504371;CC du Pays de Sancey-Belleherbe;24
242504447;CC du Doubs Baumois;45.8
242504488;CC Altitude 800;31.3
242504496;CC du Plateau de Frasne et du Val de Drugeon (CFD);33.9
242600252;CC du Val de Drôme en Biovallée;51.5
242600492;CC Dieulefit-Bourdeaux;25.6
242600534;CC du Diois;9.5
242700276;CC du Pays de Conches;71.5
242700607;CC du Pays du Neubourg;73.8
242852465;CC du Bonnevalais;36.4
242900074;CC du Pays d'Iroise;152.6
242900314;Brest Métropole;961.9
242900553;CC du Pays des Abers;152
242900561;CC de Haute Cornouaille;36.2
242900629;CC Cap Sizun - Pointe du Raz;86.4
242900645;CC Douarnenez Communauté;172.9
242900660;CC du Pays Fouesnantais;215.8
242900694;CA Quimperlé Communauté;92
242900702;CC du Pays Bigouden Sud;223.7
242900710;CC du Haut Pays Bigouden;86.2
242900744;CC Poher communauté;51.1
242900751;CC du Pays de Landivisiau;81.8
242900769;CA Concarneau Cornouaille Agglomération;136.2
242900793;CC Communauté Lesneven Côte des Légendes;135.3
242900801;CA du Pays de Landerneau-Daoulas;131.3
242900835;CA Morlaix Communauté;94.7
243000270;CC du Pays Viganais;26.1
243000296;CC du Pays de Sommières;121.9
243000569;CC Rhony, Vistre, Vidourle;332.9
243000585;CC Beaucaire Terre d'Argence;151.1
243000593;CC de Petite Camargue;132.6
243000643;CA de Nîmes Métropole;326.2
243000650;CC Terre de Camargue;100.9
243000684;CC du Pont du Gard;102.4
243100518;Toulouse Métropole;1709.8
243100567;CC Lauragais Revel Sorezois;61.2
243100633;CA du Sicoval;319.7
243100732;CC des Coteaux du Girou;102.6
243100773;CC Val'Aïgo;120.6
243100781;CC de la Save au Touch;410.1
243100815;CC des Coteaux Bellevue;425.2
243200391;CC de la Lomagne Gersoise;28.1
243200409;CC du Bas Armagnac;27.3
243200417;CC de la Tenarèze;29.2
243200425;CC Cœur d'Astarac en Gascogne;26.8
243200458;CC du Grand Armagnac;24.9
243200508;CC Bastides et Vallons du Gers;24
243200599;CC du Saves;29.3
243200607;CC Artagnan de Fezensac;18.6
243300316;Bordeaux Métropole;1385.2
243300563;CA Bassin d'Arcachon Sud (COBAS);205.5
243300811;CC de l'Estuaire;63.6
243301165;CC Jalle-Eau-Bourde;135.6
243301181;CC Latitude Nord Gironde;96.8
243301215;CC du Créonnais;141.2
243301223;CC du Grand Cubzaguais;235.6
243301249;CC Les Rives de la Laurence;337.4
243301264;CC de Montesquieu;134.1
243301355;CC Les Coteaux Bordelais;295.1
243301371;CC du Pays Foyen;75.6
243301389;CC Médullienne;33.8
243301397;CC du Fronsadais;127
243301405;CC du Val de l'Eyre;37.3
243301439;CC des Portes de l'Entre-deux-Mers;243.7
243301447;CC Médoc Estuaire;165.5
243301454;CC Castillon/Pujols;83.7
243301504;CA du Bassin d'Arcachon Nord;115
243400017;Montpellier Méditerranée Métropole;1140.9
243400355;CC du Clermontais;118.3
243400470;CA du Pays de l'Or;388.1
243400488;CC La Domitienne;164.2
243400520;CC du Pays de Lunel;319.8
243400694;CC Vallée de l'Hérault;82.1
243400736;CC des Cévennes Gangeoises et Suménoises;54.6
243400769;CA de Béziers-Méditerranée;414.7
243400819;CA Hérault-Méditerranée;206
243500139;Rennes Métropole;640.8
243500550;CC Montfort Communauté;132.9
243500618;CC Brocéliande Communauté;62.6
243500634;CC Roche aux Fées Communauté;71.6
243500659;CC Pays de Châteaugiron Communauté;204.5
243500667;CC Val d'Ille-Aubigné;123.8
243500725;CC Côte d'Émeraude;271.1
243500733;CC Bretagne Romantique;80.3
243500741;CA Redon Agglomération;67.1
243500774;CC Liffré-Cormier Communauté;104
243500782;CA du Pays de Saint Malo Agglomération;341.6
243600202;CC Chabris - Pays de Bazelle;24.9
243600236;CC du Pays d'Issoudun;63.8
243600293;CC de la Région de Levroux;18.5
243600301;CC Val de l'Indre - Brenne;28.2
243600319;CC Brenne - Val de Creuse;21.8
243600327;CA Châteauroux Métropole;135.7
243600343;CC Cœur de Brenne;10.7
243600350;CC de la Châtre et Sainte-Sévère;25.5
243700499;CC du Castelrenaudais;47.2
243700754;Tours Métropole Val de Loire;756
243700820;CC de Bléré Val de Cher;65.7
243800604;CA Porte de l'Isère (C.A.P.I);436.7
243800745;CC de l'Oisans;19.5
243800935;CC Lyon Saint Exupéry en Dauphiné;464.9
243800984;CA du Pays Voironnais;254.7
243801024;CC du Massif du Vercors;46.4
243801073;CC de Bièvre Est;144.2
243801255;CC des Collines du Nord Dauphiné;179
243900354;CC de la Station des Rousses-Haut Jura;70.8
243900420;CC du Val d'Amour;33.3
243900479;CC Haut-Jura Arcade Communauté;62.9
243900560;CC Jura Nord;44.2
243900610;CC La Grandvallière;31.7
243901089;CC de la Plaine Jurassienne;43.7
244000543;CC de Mimizan;34.4
244000659;CC du Seignanx;184.3
244000675;CA du Grand Dax;160.7
244000691;CC du Pays Morcenais;18.1
244000766;CC du Pays Tarusate;29.5
244000774;CC du Pays de Villeneuve en Armagnac Landais;29.3
244000808;CA Mont-de-Marsan Agglomération;111.2
244000824;CC du Pays Grenadois;45.9
244000857;CC Côte Landes Nature;19.7
244000865;CC Maremne Adour Côte Sud;110.9
244000873;CC des Grands Lacs;44.5
244000881;CC Coteaux et Vallées des Luys;40.8
244100293;CC des Collines du Perche;20.3
244100780;CC de la Sologne des Étangs;16
244100798;CC du Grand Chambord;47.8
244100806;CC de la Sologne des Rivières;21.5
244200614;CC des Vals d'Aix et Isable;30.3
244200622;CC des Monts du Pilat;49.7
244200630;CC du Pays entre Loire et Rhône;55.3
244200770;Saint-Etienne Métropole;559.2
244200820;CC du Pays d'Urfé;20.3
244200895;CC du Pilat Rhodanien;116.5
244300307;CC du Pays de Montfaucon;38.2
244301016;CC des Sucs;64.1
244301099;CC Auzon Communauté;60.9
244301107;CC du Haut-Lignon;40.5
244301123;CC des Pays de Cayres et de Pradelles;14.1
244301131;CC Loire et Semène;181.6
244400404;Nantes Métropole;1254
244400438;CC Grand Lieu Communauté;152.1
244400453;CC de la Région de Blain;76.6
244400503;CC d'Erdre et Gesvres;124.2
244400537;CC de Nozay;58.4
244400552;CC du Pays d'Ancenis;78.2
244400586;CC du Sud Estuaire;152.8
244400610;CA de la Presqu'île de Guérande Atlantique (Cap Atlantique);193.4
244400644;CA de la Région Nazairienne et de l'Estuaire (CARENE);393.1
244500203;CA Montargoise et Rives du Loing (A.M.E.);269.2
244500211;CC Giennoises;68.4
244500419;CC des Quatre Vallées;60.2
244500427;CC des Loges;77.2
244500468;Orléans Métropole;858.5
244500484;CC de la Forêt;81.4
244500542;CC de la Plaine du Nord Loiret;27.7
244600433;CC de la Vallée du Lot et du Vignoble;39.2
244600482;CC Quercy - Bouriane;32.7
244600532;CC du Pays de Lalbenque-Limogne;18.9
244600573;CC du Causse de Labastide-Murat;11.7
244700449;CC du Pays de Duras;25.3
244700464;CC du Pays de Lauzun;42.9
244701355;CC des Coteaux et Landes de Gascogne;17.9
244701405;CC Lot et Tolzac;28.6
244800405;CC Cœur de Lozère;73
244800470;CC du Gévaudan;36.5
244900015;CU Angers Loire Métropole;449.2
244900809;CC Anjou Bleu Communauté;53.3
244900882;CC Baugeois Vallée;48
245100615;CC de la Grande Vallée de la Marne;80.4
245100888;CC de la Brie Champenoise;26.1
245100979;CC du Sud Marnais;18.4
245200597;CC des Trois Forêts;10.9
245300223;CC du Pays de Meslay-Grez;32.9
245300355;CC de l'Ernée;43.6
245300389;CC du Bocage Mayennais;35.7
245300447;CC du Pays de Château-Gontier;66.7
245400171;CC Moselle et Madon;151.2
245400189;CC des Pays du Sel et du Vermois;211.2
245400262;CA Grand Longwy Agglomération;358
245400510;CC du Pays de Colombey et du Sud Toulois;30.6
245400601;CC du Bassin de Pompey;259.4
245400676;Métropole du Grand Nancy;1809.1
245400759;CC du Pays du Sanon;24
245500327;CC du Sammiellois;34.6
245501176;CC du Territoire de Fresnes-en-Woëvre;18.7
245501184;CC du Pays de Revigny-sur-Ornain;39.1
245501242;CC du Pays d'Étain;31.9
245501259;CC du Pays de Montmédy;28.9
245600440;CC de Blavet Bellevue Océan;154.6
245600465;CC de Belle-Île-en-Mer;63.6
245614383;CC Questembert Communauté;72.2
245614417;CC Roi Morvan Communauté;32.2
245614433;CC Pontivy Communauté;64.4
245700133;CC du District Urbain de Faulquemont (DUF);93.8
245700372;CA de Forbach Porte de France;554.6
245700398;CC de Freyming-Merlebach;426.8
245700695;CC de Cattenom et Environs;137.2
245700950;CC du Pays de Phalsbourg;95.4
245701164;CC du Warndt;377.9
245701206;CC du Saulnois;29.6
245701222;CA du Val de Fensch;816.3
245701271;CC du Pays Orne Moselle;568.7
245701354;CC de l'Arc Mosellan;154.8
245701362;CA Portes de France-Thionville;511.5
245701404;CC du Pays Haut Val d'Alzette;396.2
245801063;CC Loire et Allier;39.7
245804406;CA de Nevers;262.8
245804497;CC du Nivernais Bourbonnais;18.7
245900428;CU de Dunkerque;653.3
245900758;CC Flandre Lys;312.7
245901038;CC du Pays Solesmois;125.9
245901152;CC Cœur d'Ostrevent;514.4
245901160;CA Valenciennes Métropole;731.8
246000129;CC du Liancourtois;487.9
246000376;CC du Clermontois;252.8
246000566;CC du Plateau Picard;68.7
246000582;CC des Sablons;170.7
246000707;CC du Vexin-Thelle;65.1
246000749;CC des Lisières de l'Oise;77.2
246000756;CC du Pays Noyonnais;122.4
246000764;CC de l'Aire Cantilienne;300.7
246000772;CC des Deux Vallées;200.9
246000848;CC de la Picardie Verte;51.7
246000855;CC du Pays des Sources;62.9
246000871;CC du Pays de Valois;90.6
246000897;CC de la Plaine d'Estrées;109.5
246000913;CC du Pays de Bray;74.8
246000921;CC des Pays d'Oise et d'Halatte;245.5
246100390;CC du Val d'Orne;22.3
246100663;CU d'Alençon;121.1
246200299;CA d'Hénin-Carvin;1128.8
246200364;CA de Lens - Liévin;1009.7
246200380;CC de la Terre des Deux Caps;121.1
246200729;CA du Boulonnais;550.2
246200844;CC de la Région d'Audruicq;125.6
246201016;CC du Pays de Lumbres;89.7
246300701;Clermont Auvergne Métropole;978.4
246300966;CC du Massif du Sancy;15.9
246301097;CC Entre Dore et Allier;83.3
246400337;CC de la Vallée d'Ossau;15.6
246401756;CC Pays de Nay;88.5
246500482;CC de la Haute-Bigorre;42.8
246500573;CC Aure Louron;10.4
246600282;CC Sud-Roussillon;578.8
246600373;CC du Vallespir;111.3
246600399;CC Pyrénées Cerdagne;19.6
246600415;CC Roussillon-Conflent;78.8
246600423;CC Agly Fenouillèdes;17.4
246600449;CC des Aspres;93.8
246600464;CC Pyrénées catalanes;16.9
246600548;CC du Haut Vallespir;20.8
246700306;CC de la Vallée de la Bruche;68.8
246700488;Eurométropole de Strasbourg;1482.5
246700744;CC des Portes de Rosheim;135.3
246700777;CC de la Vallée de Villé;97.2
246700843;CC de la Basse-Zorn;218
246700926;CC du Pays de Wissembourg;121.3
246700959;CC du Pays de la Zorn;136.8
246700967;CC de Sélestat;221.4
246701064;CC de la Région de Molsheim-Mutzig;252.3
246701080;CC du Pays de Sainte-Odile;271.2
246701098;CC du Pays de Niederbronn-les-Bains;126.8
246800205;CC de la Vallée de Saint-Amarin;73.5
246800395;CC du Val d'Argent;91.4
246800445;CC du Centre du Haut-Rhin;115
246800494;CC du Pays de Rouffach, Vignobles et Châteaux;113.9
246800551;CC de la Vallée de Kaysersberg;90.5
246800569;CC de la Région de Guebwiller;200.9
246800577;CC du Pays de Ribeauvillé;109.8
246800585;CC de la Vallée de Munster;83.2
246800676;CC de la Vallée de la Doller et du Soultzbach;100.1
246800726;CA Colmar Agglomération;465
246900575;CC de l'Est Lyonnais (CCEL);292.2
246900625;CC du Pays de l'Arbresle (CCPA);207
246900724;CC des Vallons du Lyonnais (CCVL);283.7
246900740;CC du Pays Mornantais (COPAMO);200.1
246900757;CC de la Vallée du Garon (CCVG);627.9
246900765;CC du Pays de l'Ozon;336.9
247000011;CA de Vesoul;221.3
247000367;CC des Combes;26.9
247000623;CC des Quatre Rivières;17
247000664;CC du Pays de Lure;96.7
247000698;CC des Monts de Gy;25.6
247000706;CC du Pays Riolais;43.9
247000714;CC du Pays de Villersexel;38.2
247000722;CC du Pays d'Héricourt;128.7
247000755;CC du Pays de Luxeuil;97.9
247000821;CC Rahin et Chérimont;77.6
247000854;CC des 1000 étangs;24.4
247100290;CU Le Creusot Montceau-les-Mines;125.4
247100589;CA Le Grand Chalon;206.4
247100639;CC de Marcigny;27.3
247100647;CC Bresse Nord Intercom';26.9
247103765;CC Entre Saône et Grosne;43.4
247103864;CC de Semur-en-Brionnais;26.3
247104094;CC Sud Côte Chalonnaise;36.3
247200090;CC Communauté de communes du Pays Sabolien;78.2
247200132;CU Le Mans Métropole;770.7
247200348;CC du Pays Fléchois;80.3
247200421;CC du Sud Est Manceau;99
247200447;CC Orée de Bercé - Belinois;131.7
247200629;CC du Val de Sarthe;106.8
247200686;CC du Pays de l'Huisne Sarthoise;61.2
247300015;CC des Vallées d'Aigueblanche;39.4
247300254;CC de Haute-Tarentaise;27.4
247300262;CC de Yenne;57
247300361;CC du Canton de La Chambre;26.8
247300452;CC Maurienne Galibier;16.9
247300528;CC Val Guiers;139
247300668;CC du Lac d'Aiguebelette (CCLA);69.3
247300676;CC Porte de Maurienne;39.8
247300817;CC Les Versants d'Aime;35.5
247400047;CC de la Vallée Verte;101
247400112;CC du Pays de Cruseilles;136.2
247400567;CC Fier et Usses;227.9
247400583;CC Arve et Salève;200.6
247400617;CC des Vallées de Thônes;53
247400666;CC des Quatre Rivières;143.8
247400682;CC du Haut-Chablais;41.4
247400690;CC du Genevois;311.9
247400724;CC du Pays Rochois;298.8
247400740;CC Rumilly Terre de Savoie;184.4
247400773;CC des Sources du Lac d'Annecy;100.8
247600505;CC Campagne-de-Caux;103.7
247600588;CC des Villes Sœurs;172.2
247600604;CC de Londinières;27
247600620;CC Yvetot Normandie;157
247600646;CC Caux - Austreberthe;284.4
247600729;CC Falaises du Talou;71.8
247600786;CA de la Région Dieppoise;358.4
247700032;CC Moret Seine et Loing;170.1
247700057;CA Melun Val de Seine;861.1
247700065;CC du Pays de l'Ourcq;74.8
247700107;CC Pays de Montereau;159.2
247700339;CA Val d'Europe Agglomération;733.4
247700594;CA Marne et Gondoire;1016.4
247700644;CC l'Orée de la Brie;560
247700701;CC Brie Nangissienne;94.6
247800550;CC du Pays Houdanais (C.C.P.H.);101.7
247800584;CA Versailles Grand Parc (C.A.V.G.P.);2160.8
247800618;CC Cœur d'Yvelines;218.9
247900798;CC du Thouarsais;57.5
248000499;CC du Val de Somme;108.2
248000531;CA Amiens Métropole;518.8
248000747;CC du Pays du Coquelicot;61
248100158;CC du Sor et de l'Agout;61.4
248100430;CA de Castres Mazamet;192.3
248100497;CC Val 81;21.6
248100737;CA de l'Albigeois (C2A);393.7
248100745;CC Thoré Montagne Noire;31.9
248200016;CC des Deux Rives;54.6
248200057;CC du Quercy Caussadais;51.7
248200065;CC de la Lomagne Tarn-et-Garonnaise;26.5
248200099;CA Grand Montauban;277.9
248200107;CC du Quercy Rouergue et des Gorges de l'Aveyron;16.6
248300394;CA Sud Sainte Baume;172.3
248300410;CC de la Vallée du Gapeau;376.2
248300493;CA Dracénie Provence Verdon Agglomération;117.3
248300543;Métropole Toulon-Provence-Méditerranée;1198.1
248300550;CC Cœur du Var;97.1
248400053;CA Ventoux-Comtat-Venaissin (COVE);136.5
248400160;CC Aygues-Ouvèze en Provence (CCAOP);137.6
248400236;CC du Pays Réuni d'Orange;236.9
248400251;CA du Grand Avignon (COGA);637.2
248400285;CC Territoriale Sud-Luberon;68.8
248400293;CA des Sorgues du Comtat;321.6
248400319;CC du Pays des Sorgues et des Monts de Vaucluse;276.2
248400335;CC Vaison Ventoux;60.9
248500191;CC de l'Île de Noirmoutier;190.6
248500258;CC Océan Marais de Monts;104.5
248500340;CC Pays de Chantonnay;71.5
248500415;CC du Pays de la Châtaigneraie;49.3
248500464;CC du Pays de Pouzauges;72.8
248500530;CC du Pays des Achards;84.6
248500563;CC Vendée, Sèvre, Autise;54.1
248500589;CA La Roche-sur-Yon Agglomération;194.3
248500621;CC du Pays des Herbiers;119.7
248500662;CC du Pays de Mortagne;121.1
248600413;CA Grand Châtellerault;74.2
248600447;CC du Pays Loudunais;28.8
248700189;CC du Pays de Saint-Yrieix;35.6
248719262;CC Gartempe Saint-Pardoux;21.1
248719288;CC du Val de Vienne;102.8
248719312;CU Limoges Métropole;398.4
248719338;CC Briance-Combade;23.3
248719353;CC des Portes de Vassivière;15.5
248719361;CC de Noblat;36.6
248900334;CA du Grand Sénonais;157.9
248900383;CC de l'Agglomération Migennoise;234.5
248900524;CC de l'Aillantais en Bourgogne;39.2
248900664;CC de la Vanne et du Pays d'Othe;21.5
248900748;CC du Gâtinais en Bourgogne;43.3
248900896;CC Yonne Nord;66.3
248900938;CC du Jovinien;60
249000241;CC du Sud Territoire;136.9
249100074;CC du Pays de Limours (CCPL);225.6
249100157;CC des Deux Vallées;98.4
249100546;CC du Val d'Essonne (CCVE);311.1
249100553;CC Entre Juine et Renarde (CCEJR);228.7
249100595;CC Le Dourdannais en Hurepoix (CCDH);183.3
249500109;CA de Cergy-Pontoise;2502.8
249500430;CC Sausseron Impressionnistes;161
249500455;CC de la Vallée de l'Oise et des Trois Forêts;511.2
249500489;CC du Haut Val d'Oise;800
249500513;CC du Vexin-Val de Seine;84
