Insee - Statistiques locales; ; 
Référentiel géographique : France par intercommunalité; ; 
Code;Libellé;Population municipale 2019
200071553;CC Loire Layon Aubance;56517
200071579;CC Bresse Louhannaise Intercom';28316
200071587;CC Loches Sud Touraine;51073
200071595;CC Arbois, Poligny, Salins, Cœur du Jura;21743
200071629;CC Challans-Gois Communauté;47909
200071645;CC Saint Cyr Mère Boitier entre Charolais et Mâconnais;8024
200071652;CC du Pays Fertois et du Bocage Carrougien;4932
200071678;CA Agglomération du Choletais;104398
200071751;CA du Bassin de Bourg-en-Bresse;133120
200071769;CC Picardie des Châteaux;17245
200071777;CC d'Arcis, Mailly, Ramerupt;11769
200071785;CA Chauny-Tergnier-La Fère;55189
200071819;CC du Périgord Nontronnais;15082
200071827;CA du Grand Angoulême;142267
200071843;CC du Vexin Normand;32432
200071850;CC du Pithiverais-Gâtinais;25939
200071868;CC des Vallées du Haut-Anjou;36302
200071876;CA Saumur Val de Loire;98862
200071884;CC Le Grand Charolais;40194
200071892;CA du Saint-Quentinois;80263
200071900;CC Vendée Grand Littoral;34408
200071918;CC du Pays de Saint-Fulgent - Les Essarts;28208
200071926;CC du Limouxin;27429
200071934;CC Pays de Fontenay-Vendée;35057
200071942;CC Haut Limousin en Marche;22628
200071967;CC Pays d'Évian Vallée d'Abondance;41642
200071983;CC Thiérache Sambre et Oise;16588
200071991;CC Retz-en-Valois;28980
200072007;CC de la Montagne d'Ardèche;4846
200072015;CA Annonay Rhône Agglo;48798
200072023;CC Cœur de Charente;21980
200072031;CA de la Région de Château-Thierry;54491
200072049;CC de Charente Limousine;35346
200072056;CC Porte du Jura;10574
200072064;CC Val-de-Cher-Controis;47407
200072072;CA Territoires Vendômois;52836
200072080;CC du Pays de Saint-Éloy;15666
200072098;CC Combrailles Sioule et Morge;19347
200072106;CC Adour Madiran;24103
200072130;CA du Pays de Meaux;107252
200072304;CC Vallée de l'Ubaye - Serre-Ponçon;7678
200072312;CA Seine Normandie Agglomération;82408
200072320;CC Val de Gers;10051
200072346;CA du Pays de Fontainebleau;68601
200072452;CA Fougères Agglomération;55874
200072460;CA de Béthune-Bruay, Artois-Lys Romane;276238
200072478;CC Pays d'Opale;25267
200072544;CC des Deux Morin;26639
200072635;CC Pyrénées Haut Garonnaises;15588
200072643;CC Cœur et Coteaux du Comminges;44370
200072650;CC Touraine Vallée de l'Indre;53437
200072668;CC Touraine Val de Vienne;25022
200072676;CC Maine Saosnois;27740
200072684;CC Le Gesnois Bilurien;31152
200072692;CC des Vallées de la Braye et de l'Anille;15233
200072700;CC Haute Sarthe Alpes Mancelles;22801
200072718;CC de la Champagne Conlinoise et du Pays de Sillé;18180
200072726;CC Châteaubriant-Derval;44419
200072734;CC Estuaire et Sillon;39647
200072825;CC Mirebellois et Fontenois;12590
200072874;CC Val Briard;28266
200072882;CC de Vie et Boulogne;44740
200072981;CC Touraine Ouest Val de Loire;33242
200072999;CC du Grand Langres;20815
200073013;CC Carnelle Pays-de-France;32281
200073096;CA Arche Agglo;57897
200073104;CC de l'Île-Rousse - Balagne;10653
200073112;CC Sud Sarthe;22763
200073120;CC Nebbiu - Conca d'Oro;7501
200073138;CC Pasquale Paoli;6122
200073146;CC Cagire Garonne Salat;17696
200073161;CC Touraine-Est Vallées;40118
200073237;CC de Gâtine et Choisilles - Pays de Racan;21795
200073245;CC du Bassin d'Aubenas;40310
200073252;CC de la Castagniccia-Casinca;12461
200073260;CC Sud Vendée Littoral;54853
200073344;CA Rambouillet Territoires;79127
200073393;CC des Rives du Haut-Allier;16663
200073401;CC Mézenc-Loire-Meygal;11245
200073419;CA du Puy-en-Velay;82871
200073427;CC Marches du Velay-Rochebaron;30831
200077014;CA Vienne Condrieu;91578
200083392;CA Laval Agglomération;114340
200084952;CU Le Havre Seine Métropole;267618
200085728;CC Brioude Sud Auvergne;16739
200085751;CC Entre Bièvre et Rhône;68386
200089456;CA Seine-Eure;103346
200090504;CA Coulommiers Pays de Brie;92727
200090561;CC Vierzon-Sologne-Berry;38681
200090579;CC Terre d'Émeraude Communauté;24692
200090751;CA Grand Calais Terres et Mers;103893
200093201;Métropole Européenne de Lille;1179050
200096634;CC des Hautes Vosges;21195
200096642;CC Gérardmer Hautes Vosges;14256
200096675;CC Baud Communauté;16071
200096683;CC Centre Morbihan Communauté;26821
200096956;CA Agglomération d'Agen;101365
240100610;CC de la Côtière à Montluel;24864
240100750;CA du Pays de Gex;98257
240100800;CC de Miribel et du Plateau;24270
240100883;CC de la Plaine de l'Ain;79063
240100891;CC du Pays Bellegardien (CCPB);21865
240200444;CC de la Thiérache du Centre;26284
240200469;CC du Pays de la Serre;14453
240200477;CA GrandSoissons Agglomération;52764
240200493;CC du Pays du Vermandois;31152
240200501;CC du Val de l'Aisne;20241
240200519;CC du Canton d'Oulchy-le-Château;5615
240200576;CC de la Champagne Picarde;20820
240200584;CC du Canton de Charly-sur-Marne;15642
240200592;CC du Chemin des Dames;5497
240200600;CC des Trois Rivières;21008
240200634;CC des Portes de la Thiérache;6920
240300491;CC du Pays de Lapalisse;8465
240300558;CC du Pays de Tronçais;7490
240300566;CC du Val de Cher;5550
240300657;CC du Pays d'Huriel;7438
240400440;CC Pays Forcalquier et Montagne de Lure;9986
240500439;CC du Briançonnais;19719
240500462;CC du Pays des Ecrins;6593
240600551;CA de la Riviera Française;73890
240600585;CA de Sophia Antipolis;178917
240600593;CC du Pays des Paillons;21385
240700302;CC du Pays Beaume-Drobie;8994
240700617;CC Val de Ligne;6143
240700716;CC du Val d'Ay;5967
240700815;CC Berg et Coiron;7855
240700864;CC du Rhône aux Gorges de l'Ardèche;18917
240800821;CC Ardenne, Rives de Meuse;26252
240800847;CC des Portes du Luxembourg;19917
240800862;CC des Crêtes Préardennaises;21816
240800920;CC de l'Argonne Ardennaise;17181
240900431;CC du Pays de Tarascon;8398
240900464;CC du Pays d'Olmes;14832
241000223;CC Forêts, Lacs, Terres en Champagne;6872
241000405;CC de la Région de Bar-sur-Aube;10889
241000447;CC du Pays d'Othe;7756
241000488;CC de l'Orvin et de l'Ardusson;8440
241100593;CA Le Grand Narbonne;130952
241200187;CA Rodez Agglomération;56080
241200542;CC du Réquistanais;5283
241200567;CC de Millau Grands Causses;29496
241200625;CC du Pays Rignacois;5623
241200641;CC Conques-Marcillac;12048
241200658;CC du Pays de Salars;7922
241200674;CC du Plateau de Montbazens;6155
241200765;CC de Lévézou Pareloup;5342
241200807;CC Aveyron Bas Ségala Viaur;5538
241200906;CC Larzac et Vallées;6350
241200914;CC de la Muse et des Raspes du Tarn;5512
241300375;CC Vallée des Baux-Alpilles (CC VBA);27836
241300417;CA d'Arles-Crau-Camargue-Montagnette;83546
241400415;CC Cœur Côte Fleurie;20619
241400514;CC du Pays de Falaise;27724
241400555;CC de Bayeux Intercom;29715
241400860;CC Cœur de Nacre;23726
241400878;CC Terre d'Auge;19174
241500230;CA du Bassin d'Aurillac;53407
241500255;CC du Pays Gentiane;6720
241500271;CC du Pays de Mauriac;6627
241501055;CC Sumène - Artense;8343
241501089;CC Cère et Goul en Carladès;4916
241501139;CC du Pays de Salers;8466
241600303;CC du Rouillacais;9985
241700434;CA de La Rochelle;174277
241700459;CC de l'Île de Ré;17389
241700517;CC Cœur de Saintonge;17342
241700624;CC de l'Île d'Oléron;21972
241700632;CC de Gémozac et de la Saintonge Viticole;14548
241700640;CA Royan Atlantique;83661
241700699;CC du Bassin de Marennes;15487
241800374;CC La Septaine;10783
241800424;CC Le Dunois;7371
241800432;CC Les Trois Provinces;5085
241800457;CC FerCher;11496
241800507;CA Bourges Plus;102626
241900133;CC de Ventadour - Egletons - Monédières;10148
241927201;CA Tulle Agglo;44658
241927243;CC du Pays d'Uzerche;9875
242000354;CA de Bastia;62240
242000495;CC de l'Alta Rocca;8519
242000503;CC Celavu-Prunelli;8943
242010056;CA du Pays Ajaccien;88483
242010130;CC du Sartenais Valinco Taravo;11550
242020071;CC du Centre Corse;9839
242020105;CC de Calvi Balagne;12572
242100154;CC des Vallées de la Tille et de l'Ignon;13694
242100410;Dijon Métropole;255127
242101434;CC du Pays Châtillonnais;19615
242101442;CC de Saulieu;5292
242101459;CC du Pays d'Alésia et de la Seine;7460
242101491;CC du Montbardois;10389
242101509;CC Rives de Saône;20455
242200715;CC du Kreiz-Breizh (CCKB);18196
242300135;CC du Pays Sostranien;10507
242320000;CC de Bénévent Grand Bourg;6879
242320109;CC du Pays Dunois;6958
242400752;CC Périgord-Limousin;14100
242400935;CC du Pays de Saint-Aulaye;6685
242401024;CC Isle-Loue-Auvézère en Périgord;13631
242500320;CC de Montbenoît;7992
242500338;CC du Grand Pontarlier;27732
242500361;CU Grand Besançon Métropole;195745
242504116;CC du Val de Morteau;20894
242504181;CC des Portes du Haut-Doubs;26440
242504355;CC du Plateau de Russey;6753
242504371;CC du Pays de Sancey-Belleherbe;5479
242504447;CC du Doubs Baumois;16026
242504488;CC Altitude 800;6480
242504496;CC du Plateau de Frasne et du Val de Drugeon (CFD);6161
242600252;CC du Val de Drôme en Biovallée;30442
242600492;CC Dieulefit-Bourdeaux;9537
242600534;CC du Diois;11745
242700276;CC du Pays de Conches;18539
242700607;CC du Pays du Neubourg;22581
242852465;CC du Bonnevalais;12247
242900074;CC du Pays d'Iroise;48630
242900314;Brest Métropole;211156
242900553;CC du Pays des Abers;41400
242900561;CC de Haute Cornouaille;14864
242900629;CC Cap Sizun - Pointe du Raz;15292
242900645;CC Douarnenez Communauté;18227
242900660;CC du Pays Fouesnantais;28475
242900694;CA Quimperlé Communauté;55993
242900702;CC du Pays Bigouden Sud;37530
242900710;CC du Haut Pays Bigouden;18334
242900744;CC Poher communauté;15337
242900751;CC du Pays de Landivisiau;33097
242900769;CA Concarneau Cornouaille Agglomération;50975
242900793;CC Communauté Lesneven Côte des Légendes;27443
242900801;CA du Pays de Landerneau-Daoulas;49030
242900835;CA Morlaix Communauté;64603
243000270;CC du Pays Viganais;10005
243000296;CC du Pays de Sommières;23895
243000569;CC Rhony, Vistre, Vidourle;27327
243000585;CC Beaucaire Terre d'Argence;31293
243000593;CC de Petite Camargue;27094
243000643;CA de Nîmes Métropole;257666
243000650;CC Terre de Camargue;20515
243000684;CC du Pont du Gard;25344
243100518;Toulouse Métropole;796203
243100567;CC Lauragais Revel Sorezois;21588
243100633;CA du Sicoval;80357
243100732;CC des Coteaux du Girou;21926
243100773;CC Val'Aïgo;17962
243100781;CC de la Save au Touch;41665
243100815;CC des Coteaux Bellevue;20620
243200391;CC de la Lomagne Gersoise;19173
243200409;CC du Bas Armagnac;8561
243200417;CC de la Tenarèze;14477
243200425;CC Cœur d'Astarac en Gascogne;7671
243200458;CC du Grand Armagnac;13307
243200508;CC Bastides et Vallons du Gers;7057
243200599;CC du Saves;9628
243200607;CC Artagnan de Fezensac;7006
243300316;Bordeaux Métropole;814049
243300563;CA Bassin d'Arcachon Sud (COBAS);68185
243300811;CC de l'Estuaire;15775
243301165;CC Jalle-Eau-Bourde;32094
243301181;CC Latitude Nord Gironde;20802
243301215;CC du Créonnais;17785
243301223;CC du Grand Cubzaguais;36223
243301249;CC Les Rives de la Laurence;28194
243301264;CC de Montesquieu;45223
243301355;CC Les Coteaux Bordelais;20739
243301371;CC du Pays Foyen;16637
243301389;CC Médullienne;21741
243301397;CC du Fronsadais;17298
243301405;CC du Val de l'Eyre;20764
243301439;CC des Portes de l'Entre-deux-Mers;21685
243301447;CC Médoc Estuaire;29490
243301454;CC Castillon/Pujols;19054
243301504;CA du Bassin d'Arcachon Nord;69703
243400017;Montpellier Méditerranée Métropole;491417
243400355;CC du Clermontais;28135
243400470;CA du Pays de l'Or;44890
243400488;CC La Domitienne;28610
243400520;CC du Pays de Lunel;50939
243400694;CC Vallée de l'Hérault;40294
243400736;CC des Cévennes Gangeoises et Suménoises;13162
243400769;CA de Béziers-Méditerranée;126968
243400819;CA Hérault-Méditerranée;80259
243500139;Rennes Métropole;457416
243500550;CC Montfort Communauté;26044
243500618;CC Brocéliande Communauté;18825
243500634;CC Roche aux Fées Communauté;26714
243500659;CC Pays de Châteaugiron Communauté;26931
243500667;CC Val d'Ille-Aubigné;37482
243500725;CC Côte d'Émeraude;31728
243500733;CC Bretagne Romantique;35523
243500741;CA Redon Agglomération;66655
243500774;CC Liffré-Cormier Communauté;26740
243500782;CA du Pays de Saint Malo Agglomération;84638
243600202;CC Chabris - Pays de Bazelle;6191
243600236;CC du Pays d'Issoudun;19545
243600293;CC de la Région de Levroux;6321
243600301;CC Val de l'Indre - Brenne;13533
243600319;CC Brenne - Val de Creuse;17763
243600327;CA Châteauroux Métropole;72767
243600343;CC Cœur de Brenne;4701
243600350;CC de la Châtre et Sainte-Sévère;16289
243700499;CC du Castelrenaudais;16638
243700754;Tours Métropole Val de Loire;296074
243700820;CC de Bléré Val de Cher;21513
243800604;CA Porte de l'Isère (C.A.P.I);108649
243800745;CC de l'Oisans;10672
243800935;CC Lyon Saint Exupéry en Dauphiné;28957
243800984;CA du Pays Voironnais;94130
243801024;CC du Massif du Vercors;11841
243801073;CC de Bièvre Est;22428
243801255;CC des Collines du Nord Dauphiné;24950
243900354;CC de la Station des Rousses-Haut Jura;7137
243900420;CC du Val d'Amour;9036
243900479;CC Haut-Jura Arcade Communauté;9208
243900560;CC Jura Nord;11678
243900610;CC La Grandvallière;5404
243901089;CC de la Plaine Jurassienne;9169
244000543;CC de Mimizan;12532
244000659;CC du Seignanx;28170
244000675;CA du Grand Dax;55657
244000691;CC du Pays Morcenais;9365
244000766;CC du Pays Tarusate;17714
244000774;CC du Pays de Villeneuve en Armagnac Landais;6264
244000808;CA Mont-de-Marsan Agglomération;53875
244000824;CC du Pays Grenadois;7657
244000857;CC Côte Landes Nature;12093
244000865;CC Maremne Adour Côte Sud;68368
244000873;CC des Grands Lacs;30076
244000881;CC Coteaux et Vallées des Luys;7629
244100293;CC des Collines du Perche;6017
244100780;CC de la Sologne des Étangs;8677
244100798;CC du Grand Chambord;20710
244100806;CC de la Sologne des Rivières;10546
244200614;CC des Vals d'Aix et Isable;5885
244200622;CC des Monts du Pilat;15330
244200630;CC du Pays entre Loire et Rhône;13966
244200770;Saint-Etienne Métropole;405479
244200820;CC du Pays d'Urfé;5197
244200895;CC du Pilat Rhodanien;16839
244300307;CC du Pays de Montfaucon;8015
244301016;CC des Sucs;18141
244301099;CC Auzon Communauté;9337
244301107;CC du Haut-Lignon;8058
244301123;CC des Pays de Cayres et de Pradelles;5175
244301131;CC Loire et Semène;20495
244400404;Nantes Métropole;665204
244400438;CC Grand Lieu Communauté;40216
244400453;CC de la Région de Blain;16379
244400503;CC d'Erdre et Gesvres;64546
244400537;CC de Nozay;16065
244400552;CC du Pays d'Ancenis;67894
244400586;CC du Sud Estuaire;30373
244400610;CA de la Presqu'île de Guérande Atlantique (Cap Atlantique);75119
244400644;CA de la Région Nazairienne et de l'Estuaire (CARENE);127395
244500203;CA Montargoise et Rives du Loing (A.M.E.);62517
244500211;CC Giennoises;24284
244500419;CC des Quatre Vallées;17269
244500427;CC des Loges;42635
244500468;Orléans Métropole;288229
244500484;CC de la Forêt;17283
244500542;CC de la Plaine du Nord Loiret;6878
244600433;CC de la Vallée du Lot et du Vignoble;14465
244600482;CC Quercy - Bouriane;10058
244600532;CC du Pays de Lalbenque-Limogne;8501
244600573;CC du Causse de Labastide-Murat;3909
244700449;CC du Pays de Duras;5740
244700464;CC du Pays de Lauzun;10372
244701355;CC des Coteaux et Landes de Gascogne;12402
244701405;CC Lot et Tolzac;7364
244800405;CC Cœur de Lozère;15638
244800470;CC du Gévaudan;9638
244900015;CU Angers Loire Métropole;302399
244900809;CC Anjou Bleu Communauté;34486
244900882;CC Baugeois Vallée;35311
245100615;CC de la Grande Vallée de la Marne;14507
245100888;CC de la Brie Champenoise;7582
245100979;CC du Sud Marnais;5841
245200597;CC des Trois Forêts;7494
245300223;CC du Pays de Meslay-Grez;13810
245300355;CC de l'Ernée;20832
245300389;CC du Bocage Mayennais;18671
245300447;CC du Pays de Château-Gontier;30289
245400171;CC Moselle et Madon;28422
245400189;CC des Pays du Sel et du Vermois;28992
245400262;CA Grand Longwy Agglomération;62433
245400510;CC du Pays de Colombey et du Sud Toulois;11336
245400601;CC du Bassin de Pompey;40157
245400676;Métropole du Grand Nancy;257915
245400759;CC du Pays du Sanon;5897
245500327;CC du Sammiellois;8503
245501176;CC du Territoire de Fresnes-en-Woëvre;4760
245501184;CC du Pays de Revigny-sur-Ornain;7153
245501242;CC du Pays d'Étain;7559
245501259;CC du Pays de Montmédy;6999
245600440;CC de Blavet Bellevue Océan;18248
245600465;CC de Belle-Île-en-Mer;5483
245614383;CC Questembert Communauté;23873
245614417;CC Roi Morvan Communauté;24485
245614433;CC Pontivy Communauté;46456
245700133;CC du District Urbain de Faulquemont (DUF);24277
245700372;CA de Forbach Porte de France;76764
245700398;CC de Freyming-Merlebach;31541
245700695;CC de Cattenom et Environs;27310
245700950;CC du Pays de Phalsbourg;17437
245701164;CC du Warndt;17955
245701206;CC du Saulnois;28525
245701222;CA du Val de Fensch;70772
245701271;CC du Pays Orne Moselle;52842
245701354;CC de l'Arc Mosellan;35150
245701362;CA Portes de France-Thionville;80927
245701404;CC du Pays Haut Val d'Alzette;29195
245801063;CC Loire et Allier;7220
245804406;CA de Nevers;65440
245804497;CC du Nivernais Bourbonnais;5379
245900428;CU de Dunkerque;194655
245900758;CC Flandre Lys;39469
245901038;CC du Pays Solesmois;14749
245901152;CC Cœur d'Ostrevent;70800
245901160;CA Valenciennes Métropole;192550
246000129;CC du Liancourtois;23843
246000376;CC du Clermontois;37280
246000566;CC du Plateau Picard;30139
246000582;CC des Sablons;38407
246000707;CC du Vexin-Thelle;20473
246000749;CC des Lisières de l'Oise;16157
246000756;CC du Pays Noyonnais;32593
246000764;CC de l'Aire Cantilienne;44863
246000772;CC des Deux Vallées;22765
246000848;CC de la Picardie Verte;32558
246000855;CC du Pays des Sources;22079
246000871;CC du Pays de Valois;55842
246000897;CC de la Plaine d'Estrées;18169
246000913;CC du Pays de Bray;18294
246000921;CC des Pays d'Oise et d'Halatte;34298
246100390;CC du Val d'Orne;5652
246100663;CU d'Alençon;56001
246200299;CA d'Hénin-Carvin;126965
246200364;CA de Lens - Liévin;241268
246200380;CC de la Terre des Deux Caps;22249
246200729;CA du Boulonnais;112092
246200844;CC de la Région d'Audruicq;27817
246201016;CC du Pays de Lumbres;24153
246300701;Clermont Auvergne Métropole;296180
246300966;CC du Massif du Sancy;9641
246301097;CC Entre Dore et Allier;19212
246400337;CC de la Vallée d'Ossau;9662
246401756;CC Pays de Nay;28847
246500482;CC de la Haute-Bigorre;16591
246500573;CC Aure Louron;6928
246600282;CC Sud-Roussillon;23944
246600373;CC du Vallespir;20364
246600399;CC Pyrénées Cerdagne;8673
246600415;CC Roussillon-Conflent;18504
246600423;CC Agly Fenouillèdes;6379
246600449;CC des Aspres;22097
246600464;CC Pyrénées catalanes;5953
246600548;CC du Haut Vallespir;9722
246700306;CC de la Vallée de la Bruche;20708
246700488;Eurométropole de Strasbourg;505272
246700744;CC des Portes de Rosheim;18033
246700777;CC de la Vallée de Villé;10716
246700843;CC de la Basse-Zorn;17515
246700926;CC du Pays de Wissembourg;15755
246700959;CC du Pays de la Zorn;16110
246700967;CC de Sélestat;36863
246701064;CC de la Région de Molsheim-Mutzig;40539
246701080;CC du Pays de Sainte-Odile;18868
246701098;CC du Pays de Niederbronn-les-Bains;23389
246800205;CC de la Vallée de Saint-Amarin;12283
246800395;CC du Val d'Argent;9417
246800445;CC du Centre du Haut-Rhin;16053
246800494;CC du Pays de Rouffach, Vignobles et Châteaux;12963
246800551;CC de la Vallée de Kaysersberg;16209
246800569;CC de la Région de Guebwiller;38069
246800577;CC du Pays de Ribeauvillé;18295
246800585;CC de la Vallée de Munster;16244
246800676;CC de la Vallée de la Doller et du Soultzbach;16007
246800726;CA Colmar Agglomération;114149
246900575;CC de l'Est Lyonnais (CCEL);41700
246900625;CC du Pays de l'Arbresle (CCPA);38438
246900724;CC des Vallons du Lyonnais (CCVL);30940
246900740;CC du Pays Mornantais (COPAMO);29220
246900757;CC de la Vallée du Garon (CCVG);31746
246900765;CC du Pays de l'Ozon;26392
247000011;CA de Vesoul;32082
247000367;CC des Combes;7602
247000623;CC des Quatre Rivières;9485
247000664;CC du Pays de Lure;19574
247000698;CC des Monts de Gy;6157
247000706;CC du Pays Riolais;12954
247000714;CC du Pays de Villersexel;7837
247000722;CC du Pays d'Héricourt;21078
247000755;CC du Pays de Luxeuil;14847
247000821;CC Rahin et Chérimont;11782
247000854;CC des 1000 étangs;8413
247100290;CU Le Creusot Montceau-les-Mines;92305
247100589;CA Le Grand Chalon;114258
247100639;CC de Marcigny;6089
247100647;CC Bresse Nord Intercom';6534
247103765;CC Entre Saône et Grosne;11135
247103864;CC de Semur-en-Brionnais;5181
247104094;CC Sud Côte Chalonnaise;11499
247200090;CC Communauté de communes du Pays Sabolien;28572
247200132;CU Le Mans Métropole;207072
247200348;CC du Pays Fléchois;26917
247200421;CC du Sud Est Manceau;17632
247200447;CC Orée de Bercé - Belinois;19486
247200629;CC du Val de Sarthe;30411
247200686;CC du Pays de l'Huisne Sarthoise;28607
247300015;CC des Vallées d'Aigueblanche;7251
247300254;CC de Haute-Tarentaise;15481
247300262;CC de Yenne;7258
247300361;CC du Canton de La Chambre;7389
247300452;CC Maurienne Galibier;5433
247300528;CC Val Guiers;12281
247300668;CC du Lac d'Aiguebelette (CCLA);6081
247300676;CC Porte de Maurienne;6902
247300817;CC Les Versants d'Aime;9668
247400047;CC de la Vallée Verte;8157
247400112;CC du Pays de Cruseilles;16138
247400567;CC Fier et Usses;15624
247400583;CC Arve et Salève;20074
247400617;CC des Vallées de Thônes;18555
247400666;CC des Quatre Rivières;19532
247400682;CC du Haut-Chablais;12821
247400690;CC du Genevois;48312
247400724;CC du Pays Rochois;28369
247400740;CC Rumilly Terre de Savoie;32106
247400773;CC des Sources du Lac d'Annecy;15145
247600505;CC Campagne-de-Caux;15027
247600588;CC des Villes Sœurs;36512
247600604;CC de Londinières;5220
247600620;CC Yvetot Normandie;26221
247600646;CC Caux - Austreberthe;25342
247600729;CC Falaises du Talou;23627
247600786;CA de la Région Dieppoise;45909
247700032;CC Moret Seine et Loing;38980
247700057;CA Melun Val de Seine;133262
247700065;CC du Pays de l'Ourcq;17439
247700107;CC Pays de Montereau;43989
247700339;CA Val d'Europe Agglomération;51869
247700594;CA Marne et Gondoire;107949
247700644;CC l'Orée de la Brie;28327
247700701;CC Brie Nangissienne;27948
247800550;CC du Pays Houdanais (C.C.P.H.);29790
247800584;CA Versailles Grand Parc (C.A.V.G.P.);268545
247800618;CC Cœur d'Yvelines;50295
247900798;CC du Thouarsais;35564
248000499;CC du Val de Somme;26738
248000531;CA Amiens Métropole;182073
248000747;CC du Pays du Coquelicot;28229
248100158;CC du Sor et de l'Agout;22888
248100430;CA de Castres Mazamet;78275
248100497;CC Val 81;5558
248100737;CA de l'Albigeois (C2A);82351
248100745;CC Thoré Montagne Noire;5056
248200016;CC des Deux Rives;18753
248200057;CC du Quercy Caussadais;20258
248200065;CC de la Lomagne Tarn-et-Garonnaise;10053
248200099;CA Grand Montauban;78505
248200107;CC du Quercy Rouergue et des Gorges de l'Aveyron;7664
248300394;CA Sud Sainte Baume;61460
248300410;CC de la Vallée du Gapeau;32078
248300493;CA Dracénie Provence Verdon Agglomération;108026
248300543;Métropole Toulon-Provence-Méditerranée;443229
248300550;CC Cœur du Var;43908
248400053;CA Ventoux-Comtat-Venaissin (COVE);70298
248400160;CC Aygues-Ouvèze en Provence (CCAOP);19794
248400236;CC du Pays Réuni d'Orange;44973
248400251;CA du Grand Avignon (COGA);193290
248400285;CC Territoriale Sud-Luberon;25144
248400293;CA des Sorgues du Comtat;50165
248400319;CC du Pays des Sorgues et des Monts de Vaucluse;33828
248400335;CC Vaison Ventoux;16668
248500191;CC de l'Île de Noirmoutier;9226
248500258;CC Océan Marais de Monts;19339
248500340;CC Pays de Chantonnay;22875
248500415;CC du Pays de la Châtaigneraie;15615
248500464;CC du Pays de Pouzauges;23216
248500530;CC du Pays des Achards;19247
248500563;CC Vendée, Sèvre, Autise;16179
248500589;CA La Roche-sur-Yon Agglomération;97771
248500621;CC du Pays des Herbiers;30131
248500662;CC du Pays de Mortagne;27821
248600413;CA Grand Châtellerault;83615
248600447;CC du Pays Loudunais;24432
248700189;CC du Pays de Saint-Yrieix;12038
248719262;CC Gartempe Saint-Pardoux;5126
248719288;CC du Val de Vienne;16217
248719312;CU Limoges Métropole;206951
248719338;CC Briance-Combade;5342
248719353;CC des Portes de Vassivière;5641
248719361;CC de Noblat;11789
248900334;CA du Grand Sénonais;59202
248900383;CC de l'Agglomération Migennoise;14966
248900524;CC de l'Aillantais en Bourgogne;10354
248900664;CC de la Vanne et du Pays d'Othe;8519
248900748;CC du Gâtinais en Bourgogne;17498
248900896;CC Yonne Nord;24477
248900938;CC du Jovinien;21012
249000241;CC du Sud Territoire;23590
249100074;CC du Pays de Limours (CCPL);26882
249100157;CC des Deux Vallées;18600
249100546;CC du Val d'Essonne (CCVE);60679
249100553;CC Entre Juine et Renarde (CCEJR);27521
249100595;CC Le Dourdannais en Hurepoix (CCDH);26160
249500109;CA de Cergy-Pontoise;212398
249500430;CC Sausseron Impressionnistes;19187
249500455;CC de la Vallée de l'Oise et des Trois Forêts;38925
249500489;CC du Haut Val d'Oise;39347
249500513;CC du Vexin-Val de Seine;16736
249710047;CC de Marie-Galante;10565
249710062;CA du Nord Basse-Terre;76742
249710070;CA Grand Sud Caraïbe;77186
249720053;CA de l'Espace Sud de la Martinique;114824
249720061;CA du Centre de la Martinique;152102
249730037;CC de l'Ouest Guyanais;96757
249730045;CA du Centre Littoral;147943
249730052;CC de l'Est Guyanais;7205
249740077;CA CIVIS (Communauté Intercommunale des VIlles Solidaires);181534
249740085;CA du Sud;129867
249740093;CA Intercommunale de la Réunion Est (CIREST);127102
249740101;CA Territoire de la Côte Ouest (TCO);210771
249740119;CA Intercommunale du Nord de la Réunion (CINOR);211936
