NOM;ANNREF;GEOGRAPHIE;D_0041_DIM1;D_0041_MOD_DIM1;D_0041_LIB_DIM1;D_0041_DIM2;D_0041_MOD_DIM2;D_0041_LIB_DIM2;D_0041_DIM3;D_0041_MOD_DIM3;D_0041_LIB_DIM3;VALEUR;QUALITE
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;054;Fondus à partir de caillé frais (vache);;007;Juillet;2288;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;055;Fromages de chèvre hors fondus;;007;Juillet;7850;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;056;Fromages de brebis hors fondus;;007;Juillet;3001;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;057;__Roquefort;;007;Juillet;235;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;058;Fromages au lait de mélange;;007;Juillet;665;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;059;Caséines et caséinates;;007;Juillet;2538;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;060;Poudre de babeurre;;007;Juillet;2141;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;061;Poudre de lactosérum;;007;Juillet;46795;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;009;Yaourts et desserts lactés frais;;008;Août;171464;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;010;_Yaourts et laits fermentés;;008;Août;124306;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;011;_Desserts lactés frais;;008;Août;47159;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;012;Desserts lactés de conserve ou thermisés;;008;Août;2553;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;013;Crème conditionnée;;008;Août;31929;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;014;_Crème fraîche;;008;Août;12855;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;015;__Crème fraîche >= 300 mg/l (plus de 29 % de MG);;008;Août;8656;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;016;__Crème fraîche allégée;;008;Août;4200;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;017;_Crème longue conservation;;008;Août;19073;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;018;Matières grasses (équivalent beurre);;008;Août;28754;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;019;_Beurre (vrac ou conditionné);;008;Août;23257;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;020;_Beurre anhydre de crème (MGLA) en équivalent Beurre;;008;Août;4616;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;021;_Spécialités à tartiner (équivalent Beurre);;008;Août;880;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;022;_Beurre anhydre de beurre (Butter-Oil) en poids de produit;;008;Août;705;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;023;Séchage de poudres de lait;;008;Août;42078;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;024;_Séchage de poudre de lait écrémé;;008;Août;29131;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;025;__Lait écrémé en poudre;;008;Août;26494;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;026;__Lait écrémé en poudre réengraissé;;008;Août;2637;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;027;_Séchage de poudre de lait entier;;008;Août;12947;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;028;__Poudres de 1,5 à moins de 26% de mg;;008;Août;3951;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;029;__Poudres 26% de mg et plus;;008;Août;8996;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;030;Conditionnement de poudres;;008;Août;10938;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;031;_Conditionnement de poudres infantiles;;008;Août;8289;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;032;_Conditionnement d'autres poudres;;008;Août;2649;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;033;Lais concentrés conditionnés;;008;Août;584;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;034;Fromages de vache hors fondus;;008;Août;139155;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;035;_Fromages frais de vache;;008;Août;51162;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;036;_Fromages à pâte molle (vache) (2);;008;Août;33852;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;037;__Camembert;;008;Août;7854;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;038;__Brie-coulommiers;;008;Août;12764;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;039;__Autres pâtes molles (vache);;008;Août;13233;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;040;_Fromages à pâte pressée non cuite (vache);;008;Août;18638;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;041;__Edam, Gouda, Mimolette;;008;Août;808;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;042;__dont Cantal, Laguiole, Salers;;008;Août;1001;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;043;__Tomme, Saint-Nectaire, morbier, pyrénées;;008;Août;2554;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;044;__Raclette;;008;Août;4103;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;045;__Autres pâtes pressées non cuites (vache);;008;Août;10172;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;046;_Fromages à pâte pressée cuite (vache);;008;Août;25639;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;047;__Emmental;;008;Août;19398;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;048;__Comté;;008;Août;4923;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;049;__Beaufort;;008;Août;368;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;050;__Autres pâtes pressées cuites (y compris gruyère);;008;Août;950;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;051;_Fromages à pâte persillée (vache);;008;Août;3113;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;052;_Fromages à pâte filée (vache) (3);;008;Août;6751;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;053;Fromages fondus issus de fonte de fromages (vache);;008;Août;7810;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;054;Fondus à partir de caillé frais (vache);;008;Août;2044;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;055;Fromages de chèvre hors fondus;;008;Août;7541;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;056;Fromages de brebis hors fondus;;008;Août;872;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;057;__Roquefort;;008;Août;112;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;058;Fromages au lait de mélange;;008;Août;457;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;059;Caséines et caséinates;;008;Août;2320;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;060;Poudre de babeurre;;008;Août;1922;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;061;Poudre de lactosérum;;008;Août;45480;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;009;Yaourts et desserts lactés frais;;009;Septembre;189131;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;010;_Yaourts et laits fermentés;;009;Septembre;135204;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;011;_Desserts lactés frais;;009;Septembre;53927;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;012;Desserts lactés de conserve ou thermisés;;009;Septembre;3799;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;013;Crème conditionnée;;009;Septembre;33602;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;014;_Crème fraîche;;009;Septembre;13744;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;015;__Crème fraîche >= 300 mg/l (plus de 29 % de MG);;009;Septembre;9359;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;016;__Crème fraîche allégée;;009;Septembre;4385;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;017;_Crème longue conservation;;009;Septembre;19858;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;018;Matières grasses (équivalent beurre);;009;Septembre;31191;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;019;_Beurre (vrac ou conditionné);;009;Septembre;25690;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;020;_Beurre anhydre de crème (MGLA) en équivalent Beurre;;009;Septembre;4578;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;021;_Spécialités à tartiner (équivalent Beurre);;009;Septembre;924;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;022;_Beurre anhydre de beurre (Butter-Oil) en poids de produit;;009;Septembre;1437;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;023;Séchage de poudres de lait;;009;Septembre;41706;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;024;_Séchage de poudre de lait écrémé;;009;Septembre;28426;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;025;__Lait écrémé en poudre;;009;Septembre;25287;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;026;__Lait écrémé en poudre réengraissé;;009;Septembre;3139;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;027;_Séchage de poudre de lait entier;;009;Septembre;13280;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;028;__Poudres de 1,5 à moins de 26% de mg;;009;Septembre;4752;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;029;__Poudres 26% de mg et plus;;009;Septembre;8528;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;030;Conditionnement de poudres;;009;Septembre;13182;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;031;_Conditionnement de poudres infantiles;;009;Septembre;9877;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;032;_Conditionnement d'autres poudres;;009;Septembre;3305;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;033;Lais concentrés conditionnés;;009;Septembre;857;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;034;Fromages de vache hors fondus;;009;Septembre;145640;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;035;_Fromages frais de vache;;009;Septembre;56790;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;036;_Fromages à pâte molle (vache) (2);;009;Septembre;35994;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;037;__Camembert;;009;Septembre;8436;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;038;__Brie-coulommiers;;009;Septembre;12965;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;039;__Autres pâtes molles (vache);;009;Septembre;14593;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;040;_Fromages à pâte pressée non cuite (vache);;009;Septembre;19676;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;041;__Edam, Gouda, Mimolette;;009;Septembre;936;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;042;__dont Cantal, Laguiole, Salers;;009;Septembre;1162;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;043;__Tomme, Saint-Nectaire, morbier, pyrénées;;009;Septembre;2814;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;044;__Raclette;;009;Septembre;4137;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;045;__Autres pâtes pressées non cuites (vache);;009;Septembre;10628;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;046;_Fromages à pâte pressée cuite (vache);;009;Septembre;24187;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;047;__Emmental;;009;Septembre;18307;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;048;__Comté;;009;Septembre;4666;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;049;__Beaufort;;009;Septembre;285;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;050;__Autres pâtes pressées cuites (y compris gruyère);;009;Septembre;929;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;051;_Fromages à pâte persillée (vache);;009;Septembre;3506;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;052;_Fromages à pâte filée (vache) (3);;009;Septembre;5486;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;053;Fromages fondus issus de fonte de fromages (vache);;009;Septembre;9690;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;054;Fondus à partir de caillé frais (vache);;009;Septembre;2682;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;055;Fromages de chèvre hors fondus;;009;Septembre;7516;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;056;Fromages de brebis hors fondus;;009;Septembre;656;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;057;__Roquefort;;009;Septembre;112;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;058;Fromages au lait de mélange;;009;Septembre;459;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;059;Caséines et caséinates;;009;Septembre;2536;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;060;Poudre de babeurre;;009;Septembre;1746;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;061;Poudre de lactosérum;;009;Septembre;44730;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;009;Yaourts et desserts lactés frais;;010;Octobre;194512;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;010;_Yaourts et laits fermentés;;010;Octobre;138258;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;011;_Desserts lactés frais;;010;Octobre;56255;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;012;Desserts lactés de conserve ou thermisés;;010;Octobre;3689;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;013;Crème conditionnée;;010;Octobre;39637;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;014;_Crème fraîche;;010;Octobre;15207;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;015;__Crème fraîche >= 300 mg/l (plus de 29 % de MG);;010;Octobre;10116;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;016;__Crème fraîche allégée;;010;Octobre;5090;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;017;_Crème longue conservation;;010;Octobre;24431;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;018;Matières grasses (équivalent beurre);;010;Octobre;31846;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;019;_Beurre (vrac ou conditionné);;010;Octobre;26490;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;020;_Beurre anhydre de crème (MGLA) en équivalent Beurre;;010;Octobre;4085;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;021;_Spécialités à tartiner (équivalent Beurre);;010;Octobre;1271;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;022;_Beurre anhydre de beurre (Butter-Oil) en poids de produit;;010;Octobre;1917;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;023;Séchage de poudres de lait;;010;Octobre;43176;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;024;_Séchage de poudre de lait écrémé;;010;Octobre;31226;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;025;__Lait écrémé en poudre;;010;Octobre;28774;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;026;__Lait écrémé en poudre réengraissé;;010;Octobre;2452;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;027;_Séchage de poudre de lait entier;;010;Octobre;11950;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;028;__Poudres de 1,5 à moins de 26% de mg;;010;Octobre;4893;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;029;__Poudres 26% de mg et plus;;010;Octobre;7057;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;030;Conditionnement de poudres;;010;Octobre;14738;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;031;_Conditionnement de poudres infantiles;;010;Octobre;10050;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;032;_Conditionnement d'autres poudres;;010;Octobre;4687;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;033;Lais concentrés conditionnés;;010;Octobre;774;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;034;Fromages de vache hors fondus;;010;Octobre;152216;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;035;_Fromages frais de vache;;010;Octobre;57161;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;036;_Fromages à pâte molle (vache) (2);;010;Octobre;38149;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;037;__Camembert;;010;Octobre;8228;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;038;__Brie-coulommiers;;010;Octobre;14561;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;039;__Autres pâtes molles (vache);;010;Octobre;15360;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;040;_Fromages à pâte pressée non cuite (vache);;010;Octobre;20590;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;041;__Edam, Gouda, Mimolette;;010;Octobre;740;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;042;__dont Cantal, Laguiole, Salers;;010;Octobre;1140;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;043;__Tomme, Saint-Nectaire, morbier, pyrénées;;010;Octobre;2859;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;044;__Raclette;;010;Octobre;4994;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;045;__Autres pâtes pressées non cuites (vache);;010;Octobre;10857;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;046;_Fromages à pâte pressée cuite (vache);;010;Octobre;26697;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;047;__Emmental;;010;Octobre;20534;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;048;__Comté;;010;Octobre;4911;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;049;__Beaufort;;010;Octobre;302;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;050;__Autres pâtes pressées cuites (y compris gruyère);;010;Octobre;950;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;051;_Fromages à pâte persillée (vache);;010;Octobre;3367;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;052;_Fromages à pâte filée (vache) (3);;010;Octobre;6252;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;053;Fromages fondus issus de fonte de fromages (vache);;010;Octobre;9862;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;054;Fondus à partir de caillé frais (vache);;010;Octobre;2763;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;055;Fromages de chèvre hors fondus;;010;Octobre;7846;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;056;Fromages de brebis hors fondus;;010;Octobre;719;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;057;__Roquefort;;010;Octobre;112;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;058;Fromages au lait de mélange;;010;Octobre;417;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;059;Caséines et caséinates;;010;Octobre;3044;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;060;Poudre de babeurre;;010;Octobre;1854;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;061;Poudre de lactosérum;;010;Octobre;47591;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;009;Yaourts et desserts lactés frais;;011;Novembre;167436;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;010;_Yaourts et laits fermentés;;011;Novembre;117809;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;011;_Desserts lactés frais;;011;Novembre;49627;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;012;Desserts lactés de conserve ou thermisés;;011;Novembre;2931;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;013;Crème conditionnée;;011;Novembre;36185;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;014;_Crème fraîche;;011;Novembre;13383;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;015;__Crème fraîche >= 300 mg/l (plus de 29 % de MG);;011;Novembre;9135;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;016;__Crème fraîche allégée;;011;Novembre;4249;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;017;_Crème longue conservation;;011;Novembre;22802;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;018;Matières grasses (équivalent beurre);;011;Novembre;31049;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;019;_Beurre (vrac ou conditionné);;011;Novembre;26000;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;020;_Beurre anhydre de crème (MGLA) en équivalent Beurre;;011;Novembre;4070;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;021;_Spécialités à tartiner (équivalent Beurre);;011;Novembre;979;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;022;_Beurre anhydre de beurre (Butter-Oil) en poids de produit;;011;Novembre;1427;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;023;Séchage de poudres de lait;;011;Novembre;40617;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;024;_Séchage de poudre de lait écrémé;;011;Novembre;30015;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;025;__Lait écrémé en poudre;;011;Novembre;27424;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;026;__Lait écrémé en poudre réengraissé;;011;Novembre;2590;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;027;_Séchage de poudre de lait entier;;011;Novembre;10602;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;028;__Poudres de 1,5 à moins de 26% de mg;;011;Novembre;4548;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;029;__Poudres 26% de mg et plus;;011;Novembre;6054;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;030;Conditionnement de poudres;;011;Novembre;12466;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;031;_Conditionnement de poudres infantiles;;011;Novembre;8440;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;032;_Conditionnement d'autres poudres;;011;Novembre;4026;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;033;Lais concentrés conditionnés;;011;Novembre;853;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;034;Fromages de vache hors fondus;;011;Novembre;141899;OUI
D_0041;2014;FRANCE métropolitaine;;002;Fabrications mensuelles (tonnes);;035;_Fromages frais de vache;;011;Novembre;50828;OUI
