NOM;ANNREF;FRANCE;FRDOM;REGION;DEP;G_0044_DIM1;G_0044_MOD_DIM1;G_0044_LIB_DIM1;G_0044_DIM2;G_0044_MOD_DIM2;G_0044_LIB_DIM2;VALEUR;QUALITE
G_0044;2010;FR;METRO;R73;12;Cheptel;002;Vaches laitières;Indicateur;003;Cumul de durée de pâturage pondérée par le nombre d'animaux (unité : mois x (tête + UGB));;NON
G_0044;2010;FR;METRO;R73;12;Cheptel;003;Vaches nourrices;Indicateur;001;Nombre de structures collectives;7;OUI
G_0044;2010;FR;METRO;R73;12;Cheptel;003;Vaches nourrices;Indicateur;002;Nombre d'animaux ou d'UGB déclarés;414;OUI
G_0044;2010;FR;METRO;R73;12;Cheptel;003;Vaches nourrices;Indicateur;003;Cumul de durée de pâturage pondérée par le nombre d'animaux (unité : mois x (tête + UGB));19905;OUI
G_0044;2010;FR;METRO;R73;12;Cheptel;004;Autres bovins;Indicateur;001;Nombre de structures collectives;;OUI
G_0044;2010;FR;METRO;R73;12;Cheptel;004;Autres bovins;Indicateur;002;Nombre d'animaux ou d'UGB déclarés;;OUI
G_0044;2010;FR;METRO;R73;12;Cheptel;004;Autres bovins;Indicateur;003;Cumul de durée de pâturage pondérée par le nombre d'animaux (unité : mois x (tête + UGB));;OUI
G_0044;2010;FR;METRO;R73;12;Cheptel;005;Equidés;Indicateur;001;Nombre de structures collectives;;NON
G_0044;2010;FR;METRO;R73;12;Cheptel;005;Equidés;Indicateur;002;Nombre d'animaux ou d'UGB déclarés;;NON
G_0044;2010;FR;METRO;R73;12;Cheptel;005;Equidés;Indicateur;003;Cumul de durée de pâturage pondérée par le nombre d'animaux (unité : mois x (tête + UGB));;NON
G_0044;2010;FR;METRO;R73;12;Cheptel;006;Ovins;Indicateur;001;Nombre de structures collectives;;NON
G_0044;2010;FR;METRO;R73;12;Cheptel;006;Ovins;Indicateur;002;Nombre d'animaux ou d'UGB déclarés;;NON
G_0044;2010;FR;METRO;R73;12;Cheptel;006;Ovins;Indicateur;003;Cumul de durée de pâturage pondérée par le nombre d'animaux (unité : mois x (tête + UGB));;NON
G_0044;2010;FR;METRO;R73;12;Cheptel;009;UGB;Indicateur;001;Nombre de structures collectives;;NON
G_0044;2010;FR;METRO;R73;12;Cheptel;009;UGB;Indicateur;002;Nombre d'animaux ou d'UGB déclarés;;NON
G_0044;2010;FR;METRO;R73;12;Cheptel;009;UGB;Indicateur;003;Cumul de durée de pâturage pondérée par le nombre d'animaux (unité : mois x (tête + UGB));;NON
G_0044;2010;FR;METRO;R73;31;Cheptel;001;Ensemble des structures collectives;Indicateur;001;Nombre de structures collectives;42;OUI
G_0044;2010;FR;METRO;R73;31;Cheptel;001;Ensemble des structures collectives;Indicateur;002;Nombre d'animaux ou d'UGB déclarés;23350;OUI
G_0044;2010;FR;METRO;R73;31;Cheptel;001;Ensemble des structures collectives;Indicateur;003;Cumul de durée de pâturage pondérée par le nombre d'animaux (unité : mois x (tête + UGB));1069160;OUI
G_0044;2010;FR;METRO;R73;31;Cheptel;003;Vaches nourrices;Indicateur;001;Nombre de structures collectives;17;OUI
G_0044;2010;FR;METRO;R73;31;Cheptel;003;Vaches nourrices;Indicateur;002;Nombre d'animaux ou d'UGB déclarés;1053;OUI
G_0044;2010;FR;METRO;R73;31;Cheptel;003;Vaches nourrices;Indicateur;003;Cumul de durée de pâturage pondérée par le nombre d'animaux (unité : mois x (tête + UGB));51400;OUI
G_0044;2010;FR;METRO;R73;31;Cheptel;004;Autres bovins;Indicateur;001;Nombre de structures collectives;17;OUI
G_0044;2010;FR;METRO;R73;31;Cheptel;004;Autres bovins;Indicateur;002;Nombre d'animaux ou d'UGB déclarés;875;OUI
G_0044;2010;FR;METRO;R73;31;Cheptel;004;Autres bovins;Indicateur;003;Cumul de durée de pâturage pondérée par le nombre d'animaux (unité : mois x (tête + UGB));40450;OUI
G_0044;2010;FR;METRO;R73;31;Cheptel;005;Equidés;Indicateur;001;Nombre de structures collectives;8;OUI
G_0044;2010;FR;METRO;R73;31;Cheptel;005;Equidés;Indicateur;002;Nombre d'animaux ou d'UGB déclarés;56;OUI
G_0044;2010;FR;METRO;R73;31;Cheptel;005;Equidés;Indicateur;003;Cumul de durée de pâturage pondérée par le nombre d'animaux (unité : mois x (tête + UGB));2625;OUI
G_0044;2010;FR;METRO;R73;31;Cheptel;006;Ovins;Indicateur;001;Nombre de structures collectives;17;OUI
G_0044;2010;FR;METRO;R73;31;Cheptel;006;Ovins;Indicateur;002;Nombre d'animaux ou d'UGB déclarés;19089;OUI
G_0044;2010;FR;METRO;R73;31;Cheptel;006;Ovins;Indicateur;003;Cumul de durée de pâturage pondérée par le nombre d'animaux (unité : mois x (tête + UGB));867920;OUI
G_0044;2010;FR;METRO;R73;31;Cheptel;007;Caprins;Indicateur;001;Nombre de structures collectives;;OUI
G_0044;2010;FR;METRO;R73;31;Cheptel;007;Caprins;Indicateur;002;Nombre d'animaux ou d'UGB déclarés;;OUI
G_0044;2010;FR;METRO;R73;31;Cheptel;007;Caprins;Indicateur;003;Cumul de durée de pâturage pondérée par le nombre d'animaux (unité : mois x (tête + UGB));;OUI
G_0044;2010;FR;METRO;R73;31;Cheptel;008;Autres herbivores;Indicateur;001;Nombre de structures collectives;;NON
G_0044;2010;FR;METRO;R73;31;Cheptel;008;Autres herbivores;Indicateur;002;Nombre d'animaux ou d'UGB déclarés;;NON
G_0044;2010;FR;METRO;R73;31;Cheptel;008;Autres herbivores;Indicateur;003;Cumul de durée de pâturage pondérée par le nombre d'animaux (unité : mois x (tête + UGB));;NON
G_0044;2010;FR;METRO;R73;31;Cheptel;009;UGB;Indicateur;001;Nombre de structures collectives;11;OUI
G_0044;2010;FR;METRO;R73;31;Cheptel;009;UGB;Indicateur;002;Nombre d'animaux ou d'UGB déclarés;2065;OUI
G_0044;2010;FR;METRO;R73;31;Cheptel;009;UGB;Indicateur;003;Cumul de durée de pâturage pondérée par le nombre d'animaux (unité : mois x (tête + UGB));95170;OUI
G_0044;2010;FR;METRO;R73;32;Cheptel;001;Ensemble des structures collectives;Indicateur;001;Nombre de structures collectives;3;OUI
G_0044;2010;FR;METRO;R73;32;Cheptel;001;Ensemble des structures collectives;Indicateur;002;Nombre d'animaux ou d'UGB déclarés;2061;OUI
G_0044;2010;FR;METRO;R73;32;Cheptel;001;Ensemble des structures collectives;Indicateur;003;Cumul de durée de pâturage pondérée par le nombre d'animaux (unité : mois x (tête + UGB));233965;OUI
G_0044;2010;FR;METRO;R73;32;Cheptel;003;Vaches nourrices;Indicateur;001;Nombre de structures collectives;;NON
G_0044;2010;FR;METRO;R73;32;Cheptel;003;Vaches nourrices;Indicateur;002;Nombre d'animaux ou d'UGB déclarés;;NON
G_0044;2010;FR;METRO;R73;32;Cheptel;003;Vaches nourrices;Indicateur;003;Cumul de durée de pâturage pondérée par le nombre d'animaux (unité : mois x (tête + UGB));;NON
G_0044;2010;FR;METRO;R73;32;Cheptel;004;Autres bovins;Indicateur;001;Nombre de structures collectives;;NON
G_0044;2010;FR;METRO;R73;32;Cheptel;004;Autres bovins;Indicateur;002;Nombre d'animaux ou d'UGB déclarés;;NON
G_0044;2010;FR;METRO;R73;32;Cheptel;004;Autres bovins;Indicateur;003;Cumul de durée de pâturage pondérée par le nombre d'animaux (unité : mois x (tête + UGB));;NON
G_0044;2010;FR;METRO;R73;32;Cheptel;006;Ovins;Indicateur;001;Nombre de structures collectives;;NON
G_0044;2010;FR;METRO;R73;32;Cheptel;006;Ovins;Indicateur;002;Nombre d'animaux ou d'UGB déclarés;;NON
G_0044;2010;FR;METRO;R73;32;Cheptel;006;Ovins;Indicateur;003;Cumul de durée de pâturage pondérée par le nombre d'animaux (unité : mois x (tête + UGB));;NON
G_0044;2010;FR;METRO;R73;46;Cheptel;001;Ensemble des structures collectives;Indicateur;001;Nombre de structures collectives;6;OUI
G_0044;2010;FR;METRO;R73;46;Cheptel;001;Ensemble des structures collectives;Indicateur;002;Nombre d'animaux ou d'UGB déclarés;2556;OUI
G_0044;2010;FR;METRO;R73;46;Cheptel;001;Ensemble des structures collectives;Indicateur;003;Cumul de durée de pâturage pondérée par le nombre d'animaux (unité : mois x (tête + UGB));120420;OUI
G_0044;2010;FR;METRO;R73;46;Cheptel;003;Vaches nourrices;Indicateur;001;Nombre de structures collectives;;NON
G_0044;2010;FR;METRO;R73;46;Cheptel;003;Vaches nourrices;Indicateur;002;Nombre d'animaux ou d'UGB déclarés;;NON
G_0044;2010;FR;METRO;R73;46;Cheptel;003;Vaches nourrices;Indicateur;003;Cumul de durée de pâturage pondérée par le nombre d'animaux (unité : mois x (tête + UGB));;NON
G_0044;2010;FR;METRO;R73;46;Cheptel;006;Ovins;Indicateur;001;Nombre de structures collectives;;OUI
G_0044;2010;FR;METRO;R73;46;Cheptel;006;Ovins;Indicateur;002;Nombre d'animaux ou d'UGB déclarés;;OUI
G_0044;2010;FR;METRO;R73;46;Cheptel;006;Ovins;Indicateur;003;Cumul de durée de pâturage pondérée par le nombre d'animaux (unité : mois x (tête + UGB));;OUI
G_0044;2010;FR;METRO;R73;65;Cheptel;001;Ensemble des structures collectives;Indicateur;001;Nombre de structures collectives;113;OUI
G_0044;2010;FR;METRO;R73;65;Cheptel;001;Ensemble des structures collectives;Indicateur;002;Nombre d'animaux ou d'UGB déclarés;164931;OUI
G_0044;2010;FR;METRO;R73;65;Cheptel;001;Ensemble des structures collectives;Indicateur;003;Cumul de durée de pâturage pondérée par le nombre d'animaux (unité : mois x (tête + UGB));8345910;OUI
G_0044;2010;FR;METRO;R73;65;Cheptel;002;Vaches laitières;Indicateur;001;Nombre de structures collectives;;OUI
G_0044;2010;FR;METRO;R73;65;Cheptel;002;Vaches laitières;Indicateur;002;Nombre d'animaux ou d'UGB déclarés;;OUI
G_0044;2010;FR;METRO;R73;65;Cheptel;002;Vaches laitières;Indicateur;003;Cumul de durée de pâturage pondérée par le nombre d'animaux (unité : mois x (tête + UGB));;OUI
G_0044;2010;FR;METRO;R73;65;Cheptel;003;Vaches nourrices;Indicateur;001;Nombre de structures collectives;68;OUI
G_0044;2010;FR;METRO;R73;65;Cheptel;003;Vaches nourrices;Indicateur;002;Nombre d'animaux ou d'UGB déclarés;10844;OUI
G_0044;2010;FR;METRO;R73;65;Cheptel;003;Vaches nourrices;Indicateur;003;Cumul de durée de pâturage pondérée par le nombre d'animaux (unité : mois x (tête + UGB));575995;OUI
G_0044;2010;FR;METRO;R73;65;Cheptel;004;Autres bovins;Indicateur;001;Nombre de structures collectives;60;OUI
G_0044;2010;FR;METRO;R73;65;Cheptel;004;Autres bovins;Indicateur;002;Nombre d'animaux ou d'UGB déclarés;15137;OUI
G_0044;2010;FR;METRO;R73;65;Cheptel;004;Autres bovins;Indicateur;003;Cumul de durée de pâturage pondérée par le nombre d'animaux (unité : mois x (tête + UGB));747785;OUI
G_0044;2010;FR;METRO;R73;65;Cheptel;005;Equidés;Indicateur;001;Nombre de structures collectives;52;OUI
G_0044;2010;FR;METRO;R73;65;Cheptel;005;Equidés;Indicateur;002;Nombre d'animaux ou d'UGB déclarés;1953;OUI
G_0044;2010;FR;METRO;R73;65;Cheptel;005;Equidés;Indicateur;003;Cumul de durée de pâturage pondérée par le nombre d'animaux (unité : mois x (tête + UGB));108120;OUI
G_0044;2010;FR;METRO;R73;65;Cheptel;006;Ovins;Indicateur;001;Nombre de structures collectives;77;OUI
G_0044;2010;FR;METRO;R73;65;Cheptel;006;Ovins;Indicateur;002;Nombre d'animaux ou d'UGB déclarés;114479;OUI
G_0044;2010;FR;METRO;R73;65;Cheptel;006;Ovins;Indicateur;003;Cumul de durée de pâturage pondérée par le nombre d'animaux (unité : mois x (tête + UGB));5747525;OUI
G_0044;2010;FR;METRO;R73;65;Cheptel;007;Caprins;Indicateur;001;Nombre de structures collectives;32;OUI
G_0044;2010;FR;METRO;R73;65;Cheptel;007;Caprins;Indicateur;002;Nombre d'animaux ou d'UGB déclarés;1471;OUI
G_0044;2010;FR;METRO;R73;65;Cheptel;007;Caprins;Indicateur;003;Cumul de durée de pâturage pondérée par le nombre d'animaux (unité : mois x (tête + UGB));80180;OUI
G_0044;2010;FR;METRO;R73;65;Cheptel;008;Autres herbivores;Indicateur;001;Nombre de structures collectives;;NON
G_0044;2010;FR;METRO;R73;65;Cheptel;008;Autres herbivores;Indicateur;002;Nombre d'animaux ou d'UGB déclarés;;NON
G_0044;2010;FR;METRO;R73;65;Cheptel;008;Autres herbivores;Indicateur;003;Cumul de durée de pâturage pondérée par le nombre d'animaux (unité : mois x (tête + UGB));;NON
G_0044;2010;FR;METRO;R73;65;Cheptel;009;UGB;Indicateur;001;Nombre de structures collectives;20;OUI
G_0044;2010;FR;METRO;R73;65;Cheptel;009;UGB;Indicateur;002;Nombre d'animaux ou d'UGB déclarés;20687;OUI
G_0044;2010;FR;METRO;R73;65;Cheptel;009;UGB;Indicateur;003;Cumul de durée de pâturage pondérée par le nombre d'animaux (unité : mois x (tête + UGB));1074425;OUI
G_0044;2010;FR;METRO;R73;81;Cheptel;001;Ensemble des structures collectives;Indicateur;001;Nombre de structures collectives;;NON
G_0044;2010;FR;METRO;R73;81;Cheptel;001;Ensemble des structures collectives;Indicateur;002;Nombre d'animaux ou d'UGB déclarés;;NON
G_0044;2010;FR;METRO;R73;81;Cheptel;001;Ensemble des structures collectives;Indicateur;003;Cumul de durée de pâturage pondérée par le nombre d'animaux (unité : mois x (tête + UGB));;NON
G_0044;2010;FR;METRO;R73;81;Cheptel;003;Vaches nourrices;Indicateur;001;Nombre de structures collectives;;NON
G_0044;2010;FR;METRO;R73;81;Cheptel;003;Vaches nourrices;Indicateur;002;Nombre d'animaux ou d'UGB déclarés;;NON
G_0044;2010;FR;METRO;R73;81;Cheptel;003;Vaches nourrices;Indicateur;003;Cumul de durée de pâturage pondérée par le nombre d'animaux (unité : mois x (tête + UGB));;NON
G_0044;2010;FR;METRO;R73;81;Cheptel;005;Equidés;Indicateur;001;Nombre de structures collectives;;NON
G_0044;2010;FR;METRO;R73;81;Cheptel;005;Equidés;Indicateur;002;Nombre d'animaux ou d'UGB déclarés;;NON
G_0044;2010;FR;METRO;R73;81;Cheptel;005;Equidés;Indicateur;003;Cumul de durée de pâturage pondérée par le nombre d'animaux (unité : mois x (tête + UGB));;NON
G_0044;2010;FR;METRO;R73;81;Cheptel;009;UGB;Indicateur;001;Nombre de structures collectives;;NON
G_0044;2010;FR;METRO;R73;81;Cheptel;009;UGB;Indicateur;002;Nombre d'animaux ou d'UGB déclarés;;NON
G_0044;2010;FR;METRO;R73;81;Cheptel;009;UGB;Indicateur;003;Cumul de durée de pâturage pondérée par le nombre d'animaux (unité : mois x (tête + UGB));;NON
G_0044;2010;FR;METRO;R73;82;Cheptel;001;Ensemble des structures collectives;Indicateur;001;Nombre de structures collectives;;NON
G_0044;2010;FR;METRO;R73;82;Cheptel;001;Ensemble des structures collectives;Indicateur;002;Nombre d'animaux ou d'UGB déclarés;;NON
G_0044;2010;FR;METRO;R73;82;Cheptel;001;Ensemble des structures collectives;Indicateur;003;Cumul de durée de pâturage pondérée par le nombre d'animaux (unité : mois x (tête + UGB));;NON
G_0044;2010;FR;METRO;R73;82;Cheptel;006;Ovins;Indicateur;001;Nombre de structures collectives;;NON
G_0044;2010;FR;METRO;R73;82;Cheptel;006;Ovins;Indicateur;002;Nombre d'animaux ou d'UGB déclarés;;NON
G_0044;2010;FR;METRO;R73;82;Cheptel;006;Ovins;Indicateur;003;Cumul de durée de pâturage pondérée par le nombre d'animaux (unité : mois x (tête + UGB));;NON
G_0044;2010;FR;METRO;R82;............;Cheptel;001;Ensemble des structures collectives;Indicateur;001;Nombre de structures collectives;244;OUI
G_0044;2010;FR;METRO;R82;............;Cheptel;001;Ensemble des structures collectives;Indicateur;002;Nombre d'animaux ou d'UGB déclarés;142638;OUI
G_0044;2010;FR;METRO;R82;............;Cheptel;001;Ensemble des structures collectives;Indicateur;003;Cumul de durée de pâturage pondérée par le nombre d'animaux (unité : mois x (tête + UGB));5723535;OUI
G_0044;2010;FR;METRO;R82;............;Cheptel;002;Vaches laitières;Indicateur;001;Nombre de structures collectives;36;OUI
G_0044;2010;FR;METRO;R82;............;Cheptel;002;Vaches laitières;Indicateur;002;Nombre d'animaux ou d'UGB déclarés;4680;OUI
G_0044;2010;FR;METRO;R82;............;Cheptel;002;Vaches laitières;Indicateur;003;Cumul de durée de pâturage pondérée par le nombre d'animaux (unité : mois x (tête + UGB));168040;OUI
G_0044;2010;FR;METRO;R82;............;Cheptel;003;Vaches nourrices;Indicateur;001;Nombre de structures collectives;46;OUI
G_0044;2010;FR;METRO;R82;............;Cheptel;003;Vaches nourrices;Indicateur;002;Nombre d'animaux ou d'UGB déclarés;4153;OUI
G_0044;2010;FR;METRO;R82;............;Cheptel;003;Vaches nourrices;Indicateur;003;Cumul de durée de pâturage pondérée par le nombre d'animaux (unité : mois x (tête + UGB));167230;OUI
G_0044;2010;FR;METRO;R82;............;Cheptel;004;Autres bovins;Indicateur;001;Nombre de structures collectives;92;OUI
G_0044;2010;FR;METRO;R82;............;Cheptel;004;Autres bovins;Indicateur;002;Nombre d'animaux ou d'UGB déclarés;10509;OUI
G_0044;2010;FR;METRO;R82;............;Cheptel;004;Autres bovins;Indicateur;003;Cumul de durée de pâturage pondérée par le nombre d'animaux (unité : mois x (tête + UGB));430155;OUI
G_0044;2010;FR;METRO;R82;............;Cheptel;005;Equidés;Indicateur;001;Nombre de structures collectives;19;OUI
G_0044;2010;FR;METRO;R82;............;Cheptel;005;Equidés;Indicateur;002;Nombre d'animaux ou d'UGB déclarés;366;OUI
G_0044;2010;FR;METRO;R82;............;Cheptel;005;Equidés;Indicateur;003;Cumul de durée de pâturage pondérée par le nombre d'animaux (unité : mois x (tête + UGB));16730;OUI
G_0044;2010;FR;METRO;R82;............;Cheptel;006;Ovins;Indicateur;001;Nombre de structures collectives;85;OUI
G_0044;2010;FR;METRO;R82;............;Cheptel;006;Ovins;Indicateur;002;Nombre d'animaux ou d'UGB déclarés;109796;OUI
G_0044;2010;FR;METRO;R82;............;Cheptel;006;Ovins;Indicateur;003;Cumul de durée de pâturage pondérée par le nombre d'animaux (unité : mois x (tête + UGB));4418705;OUI
G_0044;2010;FR;METRO;R82;............;Cheptel;007;Caprins;Indicateur;001;Nombre de structures collectives;18;OUI
G_0044;2010;FR;METRO;R82;............;Cheptel;007;Caprins;Indicateur;002;Nombre d'animaux ou d'UGB déclarés;851;OUI
G_0044;2010;FR;METRO;R82;............;Cheptel;007;Caprins;Indicateur;003;Cumul de durée de pâturage pondérée par le nombre d'animaux (unité : mois x (tête + UGB));31610;OUI
G_0044;2010;FR;METRO;R82;............;Cheptel;008;Autres herbivores;Indicateur;001;Nombre de structures collectives;;NON
G_0044;2010;FR;METRO;R82;............;Cheptel;008;Autres herbivores;Indicateur;002;Nombre d'animaux ou d'UGB déclarés;;NON
G_0044;2010;FR;METRO;R82;............;Cheptel;008;Autres herbivores;Indicateur;003;Cumul de durée de pâturage pondérée par le nombre d'animaux (unité : mois x (tête + UGB));;NON
G_0044;2010;FR;METRO;R82;............;Cheptel;009;UGB;Indicateur;001;Nombre de structures collectives;56;OUI
G_0044;2010;FR;METRO;R82;............;Cheptel;009;UGB;Indicateur;002;Nombre d'animaux ou d'UGB déclarés;12281;OUI
G_0044;2010;FR;METRO;R82;............;Cheptel;009;UGB;Indicateur;003;Cumul de durée de pâturage pondérée par le nombre d'animaux (unité : mois x (tête + UGB));490985;OUI
G_0044;2010;FR;METRO;R82;01;Cheptel;001;Ensemble des structures collectives;Indicateur;001;Nombre de structures collectives;24;OUI
G_0044;2010;FR;METRO;R82;01;Cheptel;001;Ensemble des structures collectives;Indicateur;002;Nombre d'animaux ou d'UGB déclarés;3655;OUI
G_0044;2010;FR;METRO;R82;01;Cheptel;001;Ensemble des structures collectives;Indicateur;003;Cumul de durée de pâturage pondérée par le nombre d'animaux (unité : mois x (tête + UGB));159370;OUI
G_0044;2010;FR;METRO;R82;01;Cheptel;002;Vaches laitières;Indicateur;001;Nombre de structures collectives;;NON
G_0044;2010;FR;METRO;R82;01;Cheptel;002;Vaches laitières;Indicateur;002;Nombre d'animaux ou d'UGB déclarés;;NON
G_0044;2010;FR;METRO;R82;01;Cheptel;002;Vaches laitières;Indicateur;003;Cumul de durée de pâturage pondérée par le nombre d'animaux (unité : mois x (tête + UGB));;NON
G_0044;2010;FR;METRO;R82;01;Cheptel;003;Vaches nourrices;Indicateur;001;Nombre de structures collectives;6;OUI
G_0044;2010;FR;METRO;R82;01;Cheptel;003;Vaches nourrices;Indicateur;002;Nombre d'animaux ou d'UGB déclarés;211;OUI
G_0044;2010;FR;METRO;R82;01;Cheptel;003;Vaches nourrices;Indicateur;003;Cumul de durée de pâturage pondérée par le nombre d'animaux (unité : mois x (tête + UGB));11955;OUI
G_0044;2010;FR;METRO;R82;01;Cheptel;004;Autres bovins;Indicateur;001;Nombre de structures collectives;14;OUI
G_0044;2010;FR;METRO;R82;01;Cheptel;004;Autres bovins;Indicateur;002;Nombre d'animaux ou d'UGB déclarés;2683;OUI
G_0044;2010;FR;METRO;R82;01;Cheptel;004;Autres bovins;Indicateur;003;Cumul de durée de pâturage pondérée par le nombre d'animaux (unité : mois x (tête + UGB));116535;OUI
G_0044;2010;FR;METRO;R82;01;Cheptel;005;Equidés;Indicateur;001;Nombre de structures collectives;3;OUI
G_0044;2010;FR;METRO;R82;01;Cheptel;005;Equidés;Indicateur;002;Nombre d'animaux ou d'UGB déclarés;;OUI
G_0044;2010;FR;METRO;R82;01;Cheptel;005;Equidés;Indicateur;003;Cumul de durée de pâturage pondérée par le nombre d'animaux (unité : mois x (tête + UGB));1410;OUI
G_0044;2010;FR;METRO;R82;01;Cheptel;007;Caprins;Indicateur;001;Nombre de structures collectives;;NON
G_0044;2010;FR;METRO;R82;01;Cheptel;007;Caprins;Indicateur;002;Nombre d'animaux ou d'UGB déclarés;;NON
G_0044;2010;FR;METRO;R82;01;Cheptel;007;Caprins;Indicateur;003;Cumul de durée de pâturage pondérée par le nombre d'animaux (unité : mois x (tête + UGB));;NON
G_0044;2010;FR;METRO;R82;01;Cheptel;009;UGB;Indicateur;001;Nombre de structures collectives;5;OUI
G_0044;2010;FR;METRO;R82;01;Cheptel;009;UGB;Indicateur;002;Nombre d'animaux ou d'UGB déclarés;550;OUI
G_0044;2010;FR;METRO;R82;01;Cheptel;009;UGB;Indicateur;003;Cumul de durée de pâturage pondérée par le nombre d'animaux (unité : mois x (tête + UGB));21650;OUI
G_0044;2010;FR;METRO;R82;07;Cheptel;001;Ensemble des structures collectives;Indicateur;001;Nombre de structures collectives;;OUI
G_0044;2010;FR;METRO;R82;07;Cheptel;001;Ensemble des structures collectives;Indicateur;002;Nombre d'animaux ou d'UGB déclarés;;OUI
G_0044;2010;FR;METRO;R82;07;Cheptel;001;Ensemble des structures collectives;Indicateur;003;Cumul de durée de pâturage pondérée par le nombre d'animaux (unité : mois x (tête + UGB));;OUI
G_0044;2010;FR;METRO;R82;07;Cheptel;005;Equidés;Indicateur;001;Nombre de structures collectives;;NON
G_0044;2010;FR;METRO;R82;07;Cheptel;005;Equidés;Indicateur;002;Nombre d'animaux ou d'UGB déclarés;;NON
G_0044;2010;FR;METRO;R82;07;Cheptel;005;Equidés;Indicateur;003;Cumul de durée de pâturage pondérée par le nombre d'animaux (unité : mois x (tête + UGB));;NON
G_0044;2010;FR;METRO;R82;07;Cheptel;006;Ovins;Indicateur;001;Nombre de structures collectives;;NON
G_0044;2010;FR;METRO;R82;07;Cheptel;006;Ovins;Indicateur;002;Nombre d'animaux ou d'UGB déclarés;;NON
G_0044;2010;FR;METRO;R82;07;Cheptel;006;Ovins;Indicateur;003;Cumul de durée de pâturage pondérée par le nombre d'animaux (unité : mois x (tête + UGB));;NON
G_0044;2010;FR;METRO;R82;07;Cheptel;009;UGB;Indicateur;001;Nombre de structures collectives;;NON
G_0044;2010;FR;METRO;R82;07;Cheptel;009;UGB;Indicateur;002;Nombre d'animaux ou d'UGB déclarés;;NON
G_0044;2010;FR;METRO;R82;07;Cheptel;009;UGB;Indicateur;003;Cumul de durée de pâturage pondérée par le nombre d'animaux (unité : mois x (tête + UGB));;NON
G_0044;2010;FR;METRO;R82;26;Cheptel;001;Ensemble des structures collectives;Indicateur;001;Nombre de structures collectives;25;OUI
G_0044;2010;FR;METRO;R82;26;Cheptel;001;Ensemble des structures collectives;Indicateur;002;Nombre d'animaux ou d'UGB déclarés;20585;OUI
G_0044;2010;FR;METRO;R82;26;Cheptel;001;Ensemble des structures collectives;Indicateur;003;Cumul de durée de pâturage pondérée par le nombre d'animaux (unité : mois x (tête + UGB));798295;OUI
G_0044;2010;FR;METRO;R82;26;Cheptel;002;Vaches laitières;Indicateur;001;Nombre de structures collectives;;NON
G_0044;2010;FR;METRO;R82;26;Cheptel;002;Vaches laitières;Indicateur;002;Nombre d'animaux ou d'UGB déclarés;;NON
G_0044;2010;FR;METRO;R82;26;Cheptel;002;Vaches laitières;Indicateur;003;Cumul de durée de pâturage pondérée par le nombre d'animaux (unité : mois x (tête + UGB));;NON
G_0044;2010;FR;METRO;R82;26;Cheptel;003;Vaches nourrices;Indicateur;001;Nombre de structures collectives;7;OUI
G_0044;2010;FR;METRO;R82;26;Cheptel;003;Vaches nourrices;Indicateur;002;Nombre d'animaux ou d'UGB déclarés;1576;OUI
G_0044;2010;FR;METRO;R82;26;Cheptel;003;Vaches nourrices;Indicateur;003;Cumul de durée de pâturage pondérée par le nombre d'animaux (unité : mois x (tête + UGB));66545;OUI
G_0044;2010;FR;METRO;R82;26;Cheptel;004;Autres bovins;Indicateur;001;Nombre de structures collectives;4;OUI
G_0044;2010;FR;METRO;R82;26;Cheptel;004;Autres bovins;Indicateur;002;Nombre d'animaux ou d'UGB déclarés;259;OUI
G_0044;2010;FR;METRO;R82;26;Cheptel;004;Autres bovins;Indicateur;003;Cumul de durée de pâturage pondérée par le nombre d'animaux (unité : mois x (tête + UGB));11885;OUI
G_0044;2010;FR;METRO;R82;26;Cheptel;005;Equidés;Indicateur;001;Nombre de structures collectives;;OUI
G_0044;2010;FR;METRO;R82;26;Cheptel;005;Equidés;Indicateur;002;Nombre d'animaux ou d'UGB déclarés;;OUI
G_0044;2010;FR;METRO;R82;26;Cheptel;005;Equidés;Indicateur;003;Cumul de durée de pâturage pondérée par le nombre d'animaux (unité : mois x (tête + UGB));;OUI
G_0044;2010;FR;METRO;R82;26;Cheptel;006;Ovins;Indicateur;001;Nombre de structures collectives;16;OUI
G_0044;2010;FR;METRO;R82;26;Cheptel;006;Ovins;Indicateur;002;Nombre d'animaux ou d'UGB déclarés;16418;OUI
G_0044;2010;FR;METRO;R82;26;Cheptel;006;Ovins;Indicateur;003;Cumul de durée de pâturage pondérée par le nombre d'animaux (unité : mois x (tête + UGB));629365;OUI
G_0044;2010;FR;METRO;R82;26;Cheptel;009;UGB;Indicateur;001;Nombre de structures collectives;;OUI
G_0044;2010;FR;METRO;R82;26;Cheptel;009;UGB;Indicateur;002;Nombre d'animaux ou d'UGB déclarés;;OUI
G_0044;2010;FR;METRO;R82;26;Cheptel;009;UGB;Indicateur;003;Cumul de durée de pâturage pondérée par le nombre d'animaux (unité : mois x (tête + UGB));;OUI
G_0044;2010;FR;METRO;R82;38;Cheptel;001;Ensemble des structures collectives;Indicateur;001;Nombre de structures collectives;84;OUI
G_0044;2010;FR;METRO;R82;38;Cheptel;001;Ensemble des structures collectives;Indicateur;002;Nombre d'animaux ou d'UGB déclarés;58009;OUI
