Insee - Statistiques locales; ; 
Référentiel géographique : France par intercommunalité; ; 
Code;Libellé;Nombre (provisoire pour 2021) de décès domiciliés 2020
200071918;CC du Pays de Saint-Fulgent - Les Essarts;253
200071926;CC du Limouxin;366
200071934;CC Pays de Fontenay-Vendée;399
200071942;CC Haut Limousin en Marche;408
200071967;CC Pays d'Évian Vallée d'Abondance;349
200071983;CC Thiérache Sambre et Oise;229
200071991;CC Retz-en-Valois;329
200072007;CC de la Montagne d'Ardèche;107
200072015;CA Annonay Rhône Agglo;547
200072023;CC Cœur de Charente;319
200072031;CA de la Région de Château-Thierry;623
200072049;CC de Charente Limousine;543
200072056;CC Porte du Jura;168
200072064;CC Val-de-Cher-Controis;727
200072072;CA Territoires Vendômois;776
200072080;CC du Pays de Saint-Éloy;300
200072098;CC Combrailles Sioule et Morge;222
200072106;CC Adour Madiran;376
200072130;CA du Pays de Meaux;763
200072304;CC Vallée de l'Ubaye - Serre-Ponçon;122
200072312;CA Seine Normandie Agglomération;923
200072320;CC Val de Gers;133
200072346;CA du Pays de Fontainebleau;711
200072452;CA Fougères Agglomération;586
200072460;CA de Béthune-Bruay, Artois-Lys Romane;3003
200072478;CC Pays d'Opale;260
200072544;CC des Deux Morin;295
200072635;CC Pyrénées Haut Garonnaises;250
200072643;CC Cœur et Coteaux du Comminges;639
200072650;CC Touraine Vallée de l'Indre;382
200072668;CC Touraine Val de Vienne;312
200072676;CC Maine Saosnois;375
200072684;CC Le Gesnois Bilurien;277
200072692;CC des Vallées de la Braye et de l'Anille;224
200072700;CC Haute Sarthe Alpes Mancelles;240
200072718;CC de la Champagne Conlinoise et du Pays de Sillé;200
200072726;CC Châteaubriant-Derval;504
200072734;CC Estuaire et Sillon;335
200072825;CC Mirebellois et Fontenois;141
200072874;CC Val Briard;227
200072882;CC de Vie et Boulogne;350
200072981;CC Touraine Ouest Val de Loire;313
200072999;CC du Grand Langres;244
200073013;CC Carnelle Pays-de-France;287
200073096;CA Arche Agglo;563
200073104;CC de l'Île-Rousse - Balagne;129
200073112;CC Sud Sarthe;335
200073120;CC Nebbiu - Conca d'Oro;85
200073138;CC Pasquale Paoli;89
200073146;CC Cagire Garonne Salat;225
200073161;CC Touraine-Est Vallées;379
200073237;CC de Gâtine et Choisilles - Pays de Racan;142
200073245;CC du Bassin d'Aubenas;545
200073252;CC de la Castagniccia-Casinca;131
200073260;CC Sud Vendée Littoral;709
200073344;CA Rambouillet Territoires;652
200073393;CC des Rives du Haut-Allier;281
200073401;CC Mézenc-Loire-Meygal;166
200073419;CA du Puy-en-Velay;1105
200073427;CC Marches du Velay-Rochebaron;356
200077014;CA Vienne Condrieu;872
200083392;CA Laval Agglomération;962
200084952;CU Le Havre Seine Métropole;2982
200085728;CC Brioude Sud Auvergne;204
200085751;CC Entre Bièvre et Rhône;660
200089456;CA Seine-Eure;878
200090504;CA Coulommiers Pays de Brie;881
200090561;CC Vierzon-Sologne-Berry;591
200090579;CC Terre d'Émeraude Communauté;296
200090751;CA Grand Calais Terres et Mers;1009
200093201;Métropole Européenne de Lille;9701
200096634;CC des Hautes Vosges;374
200096642;CC Gérardmer Hautes Vosges;213
200096675;CC Baud Communauté;188
200096683;CC Centre Morbihan Communauté;289
200096956;CA Agglomération d'Agen;1109
240100610;CC de la Côtière à Montluel;195
240100750;CA du Pays de Gex;413
240100800;CC de Miribel et du Plateau;176
240100883;CC de la Plaine de l'Ain;712
240100891;CC du Pays Bellegardien (CCPB);253
240200444;CC de la Thiérache du Centre;329
240200469;CC du Pays de la Serre;205
240200477;CA GrandSoissons Agglomération;656
240200493;CC du Pays du Vermandois;405
240200501;CC du Val de l'Aisne;193
240200519;CC du Canton d'Oulchy-le-Château;61
240200576;CC de la Champagne Picarde;193
240200584;CC du Canton de Charly-sur-Marne;202
240200592;CC du Chemin des Dames;72
240200600;CC des Trois Rivières;280
240200634;CC des Portes de la Thiérache;103
240300491;CC du Pays de Lapalisse;141
240300558;CC du Pays de Tronçais;167
240300566;CC du Val de Cher;83
240300657;CC du Pays d'Huriel;64
240400440;CC Pays Forcalquier et Montagne de Lure;144
240500439;CC du Briançonnais;221
240500462;CC du Pays des Ecrins;71
240600551;CA de la Riviera Française;796
240600585;CA de Sophia Antipolis;1882
240600593;CC du Pays des Paillons;293
240700302;CC du Pays Beaume-Drobie;150
240700617;CC Val de Ligne;97
240700716;CC du Val d'Ay;78
240700815;CC Berg et Coiron;128
240700864;CC du Rhône aux Gorges de l'Ardèche;285
240800821;CC Ardenne, Rives de Meuse;263
240800847;CC des Portes du Luxembourg;240
240800862;CC des Crêtes Préardennaises;242
240800920;CC de l'Argonne Ardennaise;236
240900431;CC du Pays de Tarascon;108
240900464;CC du Pays d'Olmes;205
241000223;CC Forêts, Lacs, Terres en Champagne;57
241000405;CC de la Région de Bar-sur-Aube;176
241000447;CC du Pays d'Othe;87
241000488;CC de l'Orvin et de l'Ardusson;99
241100593;CA Le Grand Narbonne;1711
241200187;CA Rodez Agglomération;577
241200542;CC du Réquistanais;78
241200567;CC de Millau Grands Causses;307
241200625;CC du Pays Rignacois;57
241200641;CC Conques-Marcillac;160
241200658;CC du Pays de Salars;76
241200674;CC du Plateau de Montbazens;92
241200765;CC de Lévézou Pareloup;62
241200807;CC Aveyron Bas Ségala Viaur;86
241200906;CC Larzac et Vallées;87
241200914;CC de la Muse et des Raspes du Tarn;83
241300375;CC Vallée des Baux-Alpilles (CC VBA);411
241300417;CA d'Arles-Crau-Camargue-Montagnette;989
241400415;CC Cœur Côte Fleurie;389
241400514;CC du Pays de Falaise;302
241400555;CC de Bayeux Intercom;397
241400860;CC Cœur de Nacre;363
241400878;CC Terre d'Auge;232
241500230;CA du Bassin d'Aurillac;657
241500255;CC du Pays Gentiane;99
241500271;CC du Pays de Mauriac;120
241501055;CC Sumène - Artense;172
241501089;CC Cère et Goul en Carladès;79
241501139;CC du Pays de Salers;159
241600303;CC du Rouillacais;127
241700434;CA de La Rochelle;1749
241700459;CC de l'Île de Ré;252
241700517;CC Cœur de Saintonge;152
241700624;CC de l'Île d'Oléron;370
241700632;CC de Gémozac et de la Saintonge Viticole;161
241700640;CA Royan Atlantique;1435
241700699;CC du Bassin de Marennes;241
241800374;CC La Septaine;100
241800424;CC Le Dunois;103
241800432;CC Les Trois Provinces;77
241800457;CC FerCher;138
241800507;CA Bourges Plus;1268
241900133;CC de Ventadour - Egletons - Monédières;139
241927201;CA Tulle Agglo;595
241927243;CC du Pays d'Uzerche;145
242000354;CA de Bastia;512
242000495;CC de l'Alta Rocca;92
242000503;CC Celavu-Prunelli;79
242010056;CA du Pays Ajaccien;842
242010130;CC du Sartenais Valinco Taravo;149
242020071;CC du Centre Corse;108
242020105;CC de Calvi Balagne;113
242100154;CC des Vallées de la Tille et de l'Ignon;120
242100410;Dijon Métropole;2371
242101434;CC du Pays Châtillonnais;244
242101442;CC de Saulieu;96
242101459;CC du Pays d'Alésia et de la Seine;102
242101491;CC du Montbardois;143
242101509;CC Rives de Saône;284
242200715;CC du Kreiz-Breizh (CCKB);291
242300135;CC du Pays Sostranien;171
242320000;CC de Bénévent Grand Bourg;155
242320109;CC du Pays Dunois;120
242400752;CC Périgord-Limousin;242
242400935;CC du Pays de Saint-Aulaye;155
242401024;CC Isle-Loue-Auvézère en Périgord;251
242500320;CC de Montbenoît;42
242500338;CC du Grand Pontarlier;324
242500361;CU Grand Besançon Métropole;1776
242504116;CC du Val de Morteau;182
242504181;CC des Portes du Haut-Doubs;220
242504355;CC du Plateau de Russey;71
242504371;CC du Pays de Sancey-Belleherbe;51
242504447;CC du Doubs Baumois;160
242504488;CC Altitude 800;67
242504496;CC du Plateau de Frasne et du Val de Drugeon (CFD);29
242600252;CC du Val de Drôme en Biovallée;276
242600492;CC Dieulefit-Bourdeaux;131
242600534;CC du Diois;137
242700276;CC du Pays de Conches;230
242700607;CC du Pays du Neubourg;231
242852465;CC du Bonnevalais;142
242900074;CC du Pays d'Iroise;476
242900314;Brest Métropole;2000
242900553;CC du Pays des Abers;437
242900561;CC de Haute Cornouaille;215
242900629;CC Cap Sizun - Pointe du Raz;287
242900645;CC Douarnenez Communauté;311
242900660;CC du Pays Fouesnantais;330
242900694;CA Quimperlé Communauté;666
242900702;CC du Pays Bigouden Sud;569
242900710;CC du Haut Pays Bigouden;223
242900744;CC Poher communauté;215
242900751;CC du Pays de Landivisiau;310
242900769;CA Concarneau Cornouaille Agglomération;745
242900793;CC Communauté Lesneven Côte des Légendes;307
242900801;CA du Pays de Landerneau-Daoulas;398
242900835;CA Morlaix Communauté;945
243000270;CC du Pays Viganais;163
243000296;CC du Pays de Sommières;228
243000569;CC Rhony, Vistre, Vidourle;238
243000585;CC Beaucaire Terre d'Argence;258
243000593;CC de Petite Camargue;269
243000643;CA de Nîmes Métropole;2585
243000650;CC Terre de Camargue;274
243000684;CC du Pont du Gard;246
243100518;Toulouse Métropole;5147
243100567;CC Lauragais Revel Sorezois;232
243100633;CA du Sicoval;535
243100732;CC des Coteaux du Girou;117
243100773;CC Val'Aïgo;207
243100781;CC de la Save au Touch;250
243100815;CC des Coteaux Bellevue;154
243200391;CC de la Lomagne Gersoise;268
243200409;CC du Bas Armagnac;135
243200417;CC de la Tenarèze;209
243200425;CC Cœur d'Astarac en Gascogne;123
243200458;CC du Grand Armagnac;183
243200508;CC Bastides et Vallons du Gers;131
243200599;CC du Saves;111
243200607;CC Artagnan de Fezensac;108
243300316;Bordeaux Métropole;6116
243300563;CA Bassin d'Arcachon Sud (COBAS);880
243300811;CC de l'Estuaire;158
243301165;CC Jalle-Eau-Bourde;228
243301181;CC Latitude Nord Gironde;180
243301215;CC du Créonnais;103
243301223;CC du Grand Cubzaguais;255
243301249;CC Les Rives de la Laurence;189
243301264;CC de Montesquieu;294
243301355;CC Les Coteaux Bordelais;171
243301371;CC du Pays Foyen;266
243301389;CC Médullienne;162
243301397;CC du Fronsadais;137
243301405;CC du Val de l'Eyre;137
243301439;CC des Portes de l'Entre-deux-Mers;180
243301447;CC Médoc Estuaire;168
243301454;CC Castillon/Pujols;218
243301504;CA du Bassin d'Arcachon Nord;846
243400017;Montpellier Méditerranée Métropole;3622
243400355;CC du Clermontais;284
243400470;CA du Pays de l'Or;495
243400488;CC La Domitienne;287
243400520;CC du Pays de Lunel;458
243400694;CC Vallée de l'Hérault;321
243400736;CC des Cévennes Gangeoises et Suménoises;191
243400769;CA de Béziers-Méditerranée;1590
243400819;CA Hérault-Méditerranée;1034
243500139;Rennes Métropole;2850
243500550;CC Montfort Communauté;168
243500618;CC Brocéliande Communauté;133
243500634;CC Roche aux Fées Communauté;260
243500659;CC Pays de Châteaugiron Communauté;156
243500667;CC Val d'Ille-Aubigné;214
243500725;CC Côte d'Émeraude;459
243500733;CC Bretagne Romantique;288
243500741;CA Redon Agglomération;813
243500774;CC Liffré-Cormier Communauté;203
243500782;CA du Pays de Saint Malo Agglomération;1052
243600202;CC Chabris - Pays de Bazelle;105
243600236;CC du Pays d'Issoudun;253
243600293;CC de la Région de Levroux;90
243600301;CC Val de l'Indre - Brenne;197
243600319;CC Brenne - Val de Creuse;280
243600327;CA Châteauroux Métropole;851
243600343;CC Cœur de Brenne;112
243600350;CC de la Châtre et Sainte-Sévère;266
243700499;CC du Castelrenaudais;182
243700754;Tours Métropole Val de Loire;2808
243700820;CC de Bléré Val de Cher;226
243800604;CA Porte de l'Isère (C.A.P.I);800
243800745;CC de l'Oisans;105
243800935;CC Lyon Saint Exupéry en Dauphiné;202
243800984;CA du Pays Voironnais;994
243801024;CC du Massif du Vercors;92
243801073;CC de Bièvre Est;191
243801255;CC des Collines du Nord Dauphiné;192
243900354;CC de la Station des Rousses-Haut Jura;46
243900420;CC du Val d'Amour;116
243900479;CC Haut-Jura Arcade Communauté;84
243900560;CC Jura Nord;106
243900610;CC La Grandvallière;41
243901089;CC de la Plaine Jurassienne;106
244000543;CC de Mimizan;158
244000659;CC du Seignanx;248
244000675;CA du Grand Dax;691
244000691;CC du Pays Morcenais;164
244000766;CC du Pays Tarusate;232
244000774;CC du Pays de Villeneuve en Armagnac Landais;83
244000808;CA Mont-de-Marsan Agglomération;531
244000824;CC du Pays Grenadois;81
244000857;CC Côte Landes Nature;151
244000865;CC Maremne Adour Côte Sud;696
244000873;CC des Grands Lacs;301
244000881;CC Coteaux et Vallées des Luys;110
244100293;CC des Collines du Perche;83
244100780;CC de la Sologne des Étangs;139
244100798;CC du Grand Chambord;230
244100806;CC de la Sologne des Rivières;178
244200614;CC des Vals d'Aix et Isable;87
244200622;CC des Monts du Pilat;267
244200630;CC du Pays entre Loire et Rhône;244
244200770;Saint-Etienne Métropole;4662
244200820;CC du Pays d'Urfé;85
244200895;CC du Pilat Rhodanien;161
244300307;CC du Pays de Montfaucon;121
244301016;CC des Sucs;267
244301099;CC Auzon Communauté;115
244301107;CC du Haut-Lignon;140
244301123;CC des Pays de Cayres et de Pradelles;83
244301131;CC Loire et Semène;180
244400404;Nantes Métropole;4957
244400438;CC Grand Lieu Communauté;234
244400453;CC de la Région de Blain;176
244400503;CC d'Erdre et Gesvres;402
244400537;CC de Nozay;116
244400552;CC du Pays d'Ancenis;615
244400586;CC du Sud Estuaire;396
244400610;CA de la Presqu'île de Guérande Atlantique (Cap Atlantique);1075
244400644;CA de la Région Nazairienne et de l'Estuaire (CARENE);1339
244500203;CA Montargoise et Rives du Loing (A.M.E.);709
244500211;CC Giennoises;269
244500419;CC des Quatre Vallées;206
244500427;CC des Loges;370
244500468;Orléans Métropole;2219
244500484;CC de la Forêt;126
244500542;CC de la Plaine du Nord Loiret;75
244600433;CC de la Vallée du Lot et du Vignoble;225
244600482;CC Quercy - Bouriane;208
244600532;CC du Pays de Lalbenque-Limogne;100
244600573;CC du Causse de Labastide-Murat;48
244700449;CC du Pays de Duras;74
244700464;CC du Pays de Lauzun;215
244701355;CC des Coteaux et Landes de Gascogne;175
244701405;CC Lot et Tolzac;153
244800405;CC Cœur de Lozère;136
244800470;CC du Gévaudan;142
244900015;CU Angers Loire Métropole;2469
244900809;CC Anjou Bleu Communauté;437
244900882;CC Baugeois Vallée;387
245100615;CC de la Grande Vallée de la Marne;189
245100888;CC de la Brie Champenoise;102
245100979;CC du Sud Marnais;66
245200597;CC des Trois Forêts;134
245300223;CC du Pays de Meslay-Grez;140
245300355;CC de l'Ernée;252
245300389;CC du Bocage Mayennais;297
245300447;CC du Pays de Château-Gontier;320
245400171;CC Moselle et Madon;284
245400189;CC des Pays du Sel et du Vermois;313
245400262;CA Grand Longwy Agglomération;647
245400510;CC du Pays de Colombey et du Sud Toulois;112
245400601;CC du Bassin de Pompey;499
245400676;Métropole du Grand Nancy;2344
245400759;CC du Pays du Sanon;56
245500327;CC du Sammiellois;130
245501176;CC du Territoire de Fresnes-en-Woëvre;59
245501184;CC du Pays de Revigny-sur-Ornain;70
245501242;CC du Pays d'Étain;81
245501259;CC du Pays de Montmédy;79
245600440;CC de Blavet Bellevue Océan;145
245600465;CC de Belle-Île-en-Mer;77
245614383;CC Questembert Communauté;240
245614417;CC Roi Morvan Communauté;456
245614433;CC Pontivy Communauté;585
245700133;CC du District Urbain de Faulquemont (DUF);244
245700372;CA de Forbach Porte de France;903
245700398;CC de Freyming-Merlebach;463
245700695;CC de Cattenom et Environs;183
245700950;CC du Pays de Phalsbourg;173
245701164;CC du Warndt;235
245701206;CC du Saulnois;413
245701222;CA du Val de Fensch;887
245701271;CC du Pays Orne Moselle;583
245701354;CC de l'Arc Mosellan;311
245701362;CA Portes de France-Thionville;876
245701404;CC du Pays Haut Val d'Alzette;331
245801063;CC Loire et Allier;77
245804406;CA de Nevers;860
245804497;CC du Nivernais Bourbonnais;86
245900428;CU de Dunkerque;2069
245900758;CC Flandre Lys;419
245901038;CC du Pays Solesmois;188
245901152;CC Cœur d'Ostrevent;730
245901160;CA Valenciennes Métropole;2099
246000129;CC du Liancourtois;225
246000376;CC du Clermontois;437
246000566;CC du Plateau Picard;294
246000582;CC des Sablons;353
246000707;CC du Vexin-Thelle;223
246000749;CC des Lisières de l'Oise;207
246000756;CC du Pays Noyonnais;335
246000764;CC de l'Aire Cantilienne;456
246000772;CC des Deux Vallées;205
246000848;CC de la Picardie Verte;382
246000855;CC du Pays des Sources;159
246000871;CC du Pays de Valois;489
246000897;CC de la Plaine d'Estrées;114
246000913;CC du Pays de Bray;161
246000921;CC des Pays d'Oise et d'Halatte;279
246100390;CC du Val d'Orne;57
246100663;CU d'Alençon;621
246200299;CA d'Hénin-Carvin;1433
246200364;CA de Lens - Liévin;2732
246200380;CC de la Terre des Deux Caps;229
246200729;CA du Boulonnais;1284
246200844;CC de la Région d'Audruicq;249
246201016;CC du Pays de Lumbres;198
246300701;Clermont Auvergne Métropole;2733
246300966;CC du Massif du Sancy;142
246301097;CC Entre Dore et Allier;252
246400337;CC de la Vallée d'Ossau;119
246401756;CC Pays de Nay;309
246500482;CC de la Haute-Bigorre;271
246500573;CC Aure Louron;87
246600282;CC Sud-Roussillon;338
246600373;CC du Vallespir;302
246600399;CC Pyrénées Cerdagne;72
246600415;CC Roussillon-Conflent;217
246600423;CC Agly Fenouillèdes;135
246600449;CC des Aspres;216
246600464;CC Pyrénées catalanes;38
246600548;CC du Haut Vallespir;244
246700306;CC de la Vallée de la Bruche;233
246700488;Eurométropole de Strasbourg;4450
246700744;CC des Portes de Rosheim;173
246700777;CC de la Vallée de Villé;105
246700843;CC de la Basse-Zorn;160
246700926;CC du Pays de Wissembourg;171
246700959;CC du Pays de la Zorn;140
246700967;CC de Sélestat;358
246701064;CC de la Région de Molsheim-Mutzig;396
246701080;CC du Pays de Sainte-Odile;169
246701098;CC du Pays de Niederbronn-les-Bains;298
246800205;CC de la Vallée de Saint-Amarin;157
246800395;CC du Val d'Argent;138
246800445;CC du Centre du Haut-Rhin;164
246800494;CC du Pays de Rouffach, Vignobles et Châteaux;160
246800551;CC de la Vallée de Kaysersberg;221
246800569;CC de la Région de Guebwiller;445
246800577;CC du Pays de Ribeauvillé;247
246800585;CC de la Vallée de Munster;207
246800676;CC de la Vallée de la Doller et du Soultzbach;181
246800726;CA Colmar Agglomération;1237
246900575;CC de l'Est Lyonnais (CCEL);312
246900625;CC du Pays de l'Arbresle (CCPA);297
246900724;CC des Vallons du Lyonnais (CCVL);293
246900740;CC du Pays Mornantais (COPAMO);211
246900757;CC de la Vallée du Garon (CCVG);239
246900765;CC du Pays de l'Ozon;196
247000011;CA de Vesoul;352
247000367;CC des Combes;87
247000623;CC des Quatre Rivières;147
247000664;CC du Pays de Lure;194
247000698;CC des Monts de Gy;64
247000706;CC du Pays Riolais;84
247000714;CC du Pays de Villersexel;115
247000722;CC du Pays d'Héricourt;245
247000755;CC du Pays de Luxeuil;221
247000821;CC Rahin et Chérimont;129
247000854;CC des 1000 étangs;125
247100290;CU Le Creusot Montceau-les-Mines;1376
247100589;CA Le Grand Chalon;1207
247100639;CC de Marcigny;98
247100647;CC Bresse Nord Intercom';118
247103765;CC Entre Saône et Grosne;131
247103864;CC de Semur-en-Brionnais;65
247104094;CC Sud Côte Chalonnaise;172
247200090;CC Communauté de communes du Pays Sabolien;303
247200132;CU Le Mans Métropole;2094
247200348;CC du Pays Fléchois;243
247200421;CC du Sud Est Manceau;119
247200447;CC Orée de Bercé - Belinois;166
247200629;CC du Val de Sarthe;222
247200686;CC du Pays de l'Huisne Sarthoise;327
247300015;CC des Vallées d'Aigueblanche;79
247300254;CC de Haute-Tarentaise;118
247300262;CC de Yenne;105
247300361;CC du Canton de La Chambre;99
247300452;CC Maurienne Galibier;81
247300528;CC Val Guiers;141
247300668;CC du Lac d'Aiguebelette (CCLA);46
247300676;CC Porte de Maurienne;89
247300817;CC Les Versants d'Aime;78
247400047;CC de la Vallée Verte;47
247400112;CC du Pays de Cruseilles;91
247400567;CC Fier et Usses;93
247400583;CC Arve et Salève;189
247400617;CC des Vallées de Thônes;147
247400666;CC des Quatre Rivières;131
247400682;CC du Haut-Chablais;106
247400690;CC du Genevois;271
247400724;CC du Pays Rochois;195
247400740;CC Rumilly Terre de Savoie;232
247400773;CC des Sources du Lac d'Annecy;162
247600505;CC Campagne-de-Caux;88
247600588;CC des Villes Sœurs;518
247600604;CC de Londinières;52
247600620;CC Yvetot Normandie;291
247600646;CC Caux - Austreberthe;215
247600729;CC Falaises du Talou;190
247600786;CA de la Région Dieppoise;678
247700032;CC Moret Seine et Loing;398
247700057;CA Melun Val de Seine;1108
247700065;CC du Pays de l'Ourcq;146
247700107;CC Pays de Montereau;443
247700339;CA Val d'Europe Agglomération;266
247700594;CA Marne et Gondoire;590
247700644;CC l'Orée de la Brie;216
247700701;CC Brie Nangissienne;235
247800550;CC du Pays Houdanais (C.C.P.H.);246
247800584;CA Versailles Grand Parc (C.A.V.G.P.);2121
247800618;CC Cœur d'Yvelines;420
247900798;CC du Thouarsais;453
248000499;CC du Val de Somme;339
248000531;CA Amiens Métropole;1569
248000747;CC du Pays du Coquelicot;324
248100158;CC du Sor et de l'Agout;242
248100430;CA de Castres Mazamet;961
248100497;CC Val 81;113
248100737;CA de l'Albigeois (C2A);912
248100745;CC Thoré Montagne Noire;78
248200016;CC des Deux Rives;234
248200057;CC du Quercy Caussadais;239
248200065;CC de la Lomagne Tarn-et-Garonnaise;192
248200099;CA Grand Montauban;806
248200107;CC du Quercy Rouergue et des Gorges de l'Aveyron;132
248300394;CA Sud Sainte Baume;925
248300410;CC de la Vallée du Gapeau;296
248300493;CA Dracénie Provence Verdon Agglomération;1114
248300543;Métropole Toulon-Provence-Méditerranée;5189
248300550;CC Cœur du Var;482
248400053;CA Ventoux-Comtat-Venaissin (COVE);803
248400160;CC Aygues-Ouvèze en Provence (CCAOP);203
248400236;CC du Pays Réuni d'Orange;524
248400251;CA du Grand Avignon (COGA);1892
248400285;CC Territoriale Sud-Luberon;286
248400293;CA des Sorgues du Comtat;464
248400319;CC du Pays des Sorgues et des Monts de Vaucluse;369
248400335;CC Vaison Ventoux;229
248500191;CC de l'Île de Noirmoutier;136
248500258;CC Océan Marais de Monts;321
248500340;CC Pays de Chantonnay;201
248500415;CC du Pays de la Châtaigneraie;228
248500464;CC du Pays de Pouzauges;172
248500530;CC du Pays des Achards;172
248500563;CC Vendée, Sèvre, Autise;248
248500589;CA La Roche-sur-Yon Agglomération;765
248500621;CC du Pays des Herbiers;234
248500662;CC du Pays de Mortagne;282
248600413;CA Grand Châtellerault;906
248600447;CC du Pays Loudunais;336
248700189;CC du Pays de Saint-Yrieix;216
248719262;CC Gartempe Saint-Pardoux;83
248719288;CC du Val de Vienne;115
248719312;CU Limoges Métropole;2004
248719338;CC Briance-Combade;99
248719353;CC des Portes de Vassivière;99
248719361;CC de Noblat;154
248900334;CA du Grand Sénonais;709
248900383;CC de l'Agglomération Migennoise;155
248900524;CC de l'Aillantais en Bourgogne;117
248900664;CC de la Vanne et du Pays d'Othe;115
248900748;CC du Gâtinais en Bourgogne;173
248900896;CC Yonne Nord;265
248900938;CC du Jovinien;274
249000241;CC du Sud Territoire;269
249100074;CC du Pays de Limours (CCPL);171
249100157;CC des Deux Vallées;189
249100546;CC du Val d'Essonne (CCVE);542
249100553;CC Entre Juine et Renarde (CCEJR);210
249100595;CC Le Dourdannais en Hurepoix (CCDH);254
249500109;CA de Cergy-Pontoise;1144
249500430;CC Sausseron Impressionnistes;171
249500455;CC de la Vallée de l'Oise et des Trois Forêts;331
249500489;CC du Haut Val d'Oise;257
249500513;CC du Vexin-Val de Seine;162
249710047;CC de Marie-Galante;160
249710062;CA du Nord Basse-Terre;712
249710070;CA Grand Sud Caraïbe;842
249720053;CA de l'Espace Sud de la Martinique;1058
249720061;CA du Centre de la Martinique;1505
249730037;CC de l'Ouest Guyanais;234
249730045;CA du Centre Littoral;634
249730052;CC de l'Est Guyanais;23
249740077;CA CIVIS (Communauté Intercommunale des VIlles Solidaires);1205
249740085;CA du Sud;826
249740093;CA Intercommunale de la Réunion Est (CIREST);759
249740101;CA Territoire de la Côte Ouest (TCO);1185
249740119;CA Intercommunale du Nord de la Réunion (CINOR);1179
