NOM;ANNREF;FRANCE;FRDOM;REGION;DEP;N027;N027_MOD;N027_LIB;VALEUR;QUALITE
SAANR_PAILLE_2;2003;FR;METRO;NR11;77;Groupe d'indicateurs;020.09;Production de pailles (volume);644000;OUI
SAANR_PAILLE_2;2003;FR;METRO;NR11;93;Groupe d'indicateurs;020.09;Production de pailles (volume);0;OUI
SAANR_PAILLE_2;2003;FR;METRO;NR11;92;Groupe d'indicateurs;020.09;Production de pailles (volume);0;OUI
SAANR_PAILLE_2;2003;FR;METRO;NR11;91;Groupe d'indicateurs;020.09;Production de pailles (volume);9900;OUI
SAANR_PAILLE_2;2003;FR;METRO;NR11;95;Groupe d'indicateurs;020.09;Production de pailles (volume);76500;OUI
SAANR_PAILLE_2;2003;FR;METRO;NR11;94;Groupe d'indicateurs;020.09;Production de pailles (volume);4750;OUI
SAANR_PAILLE_2;2003;FR;METRO;NR11;78;Groupe d'indicateurs;020.09;Production de pailles (volume);240710;OUI
SAANR_PAILLE_2;2003;FR;METRO;NR24;41;Groupe d'indicateurs;020.09;Production de pailles (volume);1381000;OUI
SAANR_PAILLE_2;2003;FR;METRO;NR24;37;Groupe d'indicateurs;020.09;Production de pailles (volume);1814350;OUI
SAANR_PAILLE_2;2003;FR;METRO;NR24;18;Groupe d'indicateurs;020.09;Production de pailles (volume);3151000;OUI
SAANR_PAILLE_2;2003;FR;METRO;NR24;28;Groupe d'indicateurs;020.09;Production de pailles (volume);1050000;OUI
SAANR_PAILLE_2;2003;FR;METRO;NR24;36;Groupe d'indicateurs;020.09;Production de pailles (volume);4033000;OUI
SAANR_PAILLE_2;2003;FR;METRO;NR24;45;Groupe d'indicateurs;020.09;Production de pailles (volume);1318000;OUI
SAANR_PAILLE_2;2003;FR;METRO;NR27;70;Groupe d'indicateurs;020.09;Production de pailles (volume);2200000;OUI
SAANR_PAILLE_2;2003;FR;METRO;NR27;90;Groupe d'indicateurs;020.09;Production de pailles (volume);130640;OUI
SAANR_PAILLE_2;2003;FR;METRO;NR27;58;Groupe d'indicateurs;020.09;Production de pailles (volume);2204600;OUI
SAANR_PAILLE_2;2003;FR;METRO;NR27;89;Groupe d'indicateurs;020.09;Production de pailles (volume);4217000;OUI
SAANR_PAILLE_2;2003;FR;METRO;NR27;71;Groupe d'indicateurs;020.09;Production de pailles (volume);1538274;OUI
SAANR_PAILLE_2;2003;FR;METRO;NR27;39;Groupe d'indicateurs;020.09;Production de pailles (volume);1056021;OUI
SAANR_PAILLE_2;2003;FR;METRO;NR27;25;Groupe d'indicateurs;020.09;Production de pailles (volume);503000;OUI
SAANR_PAILLE_2;2003;FR;METRO;NR27;21;Groupe d'indicateurs;020.09;Production de pailles (volume);1520000;OUI
SAANR_PAILLE_2;2003;FR;METRO;NR28;61;Groupe d'indicateurs;020.09;Production de pailles (volume);3755000;OUI
SAANR_PAILLE_2;2003;FR;METRO;NR28;76;Groupe d'indicateurs;020.09;Production de pailles (volume);4373520;OUI
SAANR_PAILLE_2;2003;FR;METRO;NR28;50;Groupe d'indicateurs;020.09;Production de pailles (volume);1951200;OUI
SAANR_PAILLE_2;2003;FR;METRO;NR28;14;Groupe d'indicateurs;020.09;Production de pailles (volume);3330400;OUI
SAANR_PAILLE_2;2003;FR;METRO;NR28;27;Groupe d'indicateurs;020.09;Production de pailles (volume);3136000;OUI
SAANR_PAILLE_2;2003;FR;METRO;NR32;59;Groupe d'indicateurs;020.09;Production de pailles (volume);3802200;OUI
SAANR_PAILLE_2;2003;FR;METRO;NR32;02;Groupe d'indicateurs;020.09;Production de pailles (volume);2041590;OUI
SAANR_PAILLE_2;2003;FR;METRO;NR32;60;Groupe d'indicateurs;020.09;Production de pailles (volume);2057100;OUI
SAANR_PAILLE_2;2003;FR;METRO;NR32;80;Groupe d'indicateurs;020.09;Production de pailles (volume);4948110;OUI
SAANR_PAILLE_2;2003;FR;METRO;NR32;62;Groupe d'indicateurs;020.09;Production de pailles (volume);6385000;OUI
