NOM;ANNREF;FRANCE;FRDOM;REGION;DEP;N027;N027_MOD;N027_LIB;VALEUR;QUALITE
SAANR_PAILLE_2;2017;FR;DOM;NR01;971;Groupe d'indicateurs;020.09;Production de pailles (volume);0;OUI
SAANR_PAILLE_2;2017;FR;DOM;NR02;972;Groupe d'indicateurs;020.09;Production de pailles (volume);0;OUI
SAANR_PAILLE_2;2017;FR;DOM;NR03;973;Groupe d'indicateurs;020.09;Production de pailles (volume);0;OUI
SAANR_PAILLE_2;2017;FR;DOM;NR04;974;Groupe d'indicateurs;020.09;Production de pailles (volume);0;OUI
SAANR_PAILLE_2;2017;FR;DOM;NR06;976;Groupe d'indicateurs;020.09;Production de pailles (volume);169;OUI
SAANR_PAILLE_2;2017;FR;METRO;NR11;77;Groupe d'indicateurs;020.09;Production de pailles (volume);578600;OUI
SAANR_PAILLE_2;2017;FR;METRO;NR11;78;Groupe d'indicateurs;020.09;Production de pailles (volume);150700;OUI
SAANR_PAILLE_2;2017;FR;METRO;NR11;91;Groupe d'indicateurs;020.09;Production de pailles (volume);105300;OUI
SAANR_PAILLE_2;2017;FR;METRO;NR11;92;Groupe d'indicateurs;020.09;Production de pailles (volume);0;OUI
SAANR_PAILLE_2;2017;FR;METRO;NR11;93;Groupe d'indicateurs;020.09;Production de pailles (volume);600;OUI
SAANR_PAILLE_2;2017;FR;METRO;NR11;94;Groupe d'indicateurs;020.09;Production de pailles (volume);1700;OUI
SAANR_PAILLE_2;2017;FR;METRO;NR11;95;Groupe d'indicateurs;020.09;Production de pailles (volume);84400;OUI
SAANR_PAILLE_2;2017;FR;METRO;NR24;18;Groupe d'indicateurs;020.09;Production de pailles (volume);2228800;OUI
SAANR_PAILLE_2;2017;FR;METRO;NR24;28;Groupe d'indicateurs;020.09;Production de pailles (volume);1016900;OUI
SAANR_PAILLE_2;2017;FR;METRO;NR24;36;Groupe d'indicateurs;020.09;Production de pailles (volume);2219500;OUI
SAANR_PAILLE_2;2017;FR;METRO;NR24;37;Groupe d'indicateurs;020.09;Production de pailles (volume);951700;OUI
SAANR_PAILLE_2;2017;FR;METRO;NR24;41;Groupe d'indicateurs;020.09;Production de pailles (volume);821400;OUI
SAANR_PAILLE_2;2017;FR;METRO;NR24;45;Groupe d'indicateurs;020.09;Production de pailles (volume);1023600;OUI
SAANR_PAILLE_2;2017;FR;METRO;NR27;21;Groupe d'indicateurs;020.09;Production de pailles (volume);3981000;OUI
SAANR_PAILLE_2;2017;FR;METRO;NR27;58;Groupe d'indicateurs;020.09;Production de pailles (volume);2043000;OUI
SAANR_PAILLE_2;2017;FR;METRO;NR27;71;Groupe d'indicateurs;020.09;Production de pailles (volume);1567000;OUI
SAANR_PAILLE_2;2017;FR;METRO;NR27;89;Groupe d'indicateurs;020.09;Production de pailles (volume);4806000;OUI
SAANR_PAILLE_2;2017;FR;METRO;NR27;25;Groupe d'indicateurs;020.09;Production de pailles (volume);653000;OUI
SAANR_PAILLE_2;2017;FR;METRO;NR27;39;Groupe d'indicateurs;020.09;Production de pailles (volume);991000;OUI
SAANR_PAILLE_2;2017;FR;METRO;NR27;70;Groupe d'indicateurs;020.09;Production de pailles (volume);2133000;OUI
SAANR_PAILLE_2;2017;FR;METRO;NR27;90;Groupe d'indicateurs;020.09;Production de pailles (volume);187000;OUI
SAANR_PAILLE_2;2017;FR;METRO;NR28;27;Groupe d'indicateurs;020.09;Production de pailles (volume);4125000;OUI
SAANR_PAILLE_2;2017;FR;METRO;NR28;76;Groupe d'indicateurs;020.09;Production de pailles (volume);4120000;OUI
SAANR_PAILLE_2;2017;FR;METRO;NR28;14;Groupe d'indicateurs;020.09;Production de pailles (volume);4400000;OUI
SAANR_PAILLE_2;2017;FR;METRO;NR28;50;Groupe d'indicateurs;020.09;Production de pailles (volume);2300000;OUI
SAANR_PAILLE_2;2017;FR;METRO;NR28;61;Groupe d'indicateurs;020.09;Production de pailles (volume);4600000;OUI
SAANR_PAILLE_2;2017;FR;METRO;NR32;02;Groupe d'indicateurs;020.09;Production de pailles (volume);2735650;OUI
SAANR_PAILLE_2;2017;FR;METRO;NR32;60;Groupe d'indicateurs;020.09;Production de pailles (volume);2278700;OUI
SAANR_PAILLE_2;2017;FR;METRO;NR32;80;Groupe d'indicateurs;020.09;Production de pailles (volume);4191770;OUI
SAANR_PAILLE_2;2017;FR;METRO;NR32;59;Groupe d'indicateurs;020.09;Production de pailles (volume);3707050;OUI
SAANR_PAILLE_2;2017;FR;METRO;NR32;62;Groupe d'indicateurs;020.09;Production de pailles (volume);5310670;OUI
SAANR_PAILLE_2;2017;FR;METRO;NR44;08;Groupe d'indicateurs;020.09;Production de pailles (volume);2522806;OUI
SAANR_PAILLE_2;2017;FR;METRO;NR44;10;Groupe d'indicateurs;020.09;Production de pailles (volume);1537299;OUI
SAANR_PAILLE_2;2017;FR;METRO;NR44;51;Groupe d'indicateurs;020.09;Production de pailles (volume);2175489;OUI
SAANR_PAILLE_2;2017;FR;METRO;NR44;52;Groupe d'indicateurs;020.09;Production de pailles (volume);2923772;OUI
