NOM;ANNREF;FRANCE;FRDOM;REGION;DEP;N027;N027_MOD;N027_LIB;VALEUR;QUALITE
SAANR_PAILLE_2;2009;FR;METRO;NR11;77;Groupe d'indicateurs;020.09;Production de pailles (volume);567000;OUI
SAANR_PAILLE_2;2009;FR;METRO;NR11;78;Groupe d'indicateurs;020.09;Production de pailles (volume);151000;OUI
SAANR_PAILLE_2;2009;FR;METRO;NR11;91;Groupe d'indicateurs;020.09;Production de pailles (volume);107000;OUI
SAANR_PAILLE_2;2009;FR;METRO;NR11;92;Groupe d'indicateurs;020.09;Production de pailles (volume);0;OUI
SAANR_PAILLE_2;2009;FR;METRO;NR11;93;Groupe d'indicateurs;020.09;Production de pailles (volume);700;OUI
SAANR_PAILLE_2;2009;FR;METRO;NR11;94;Groupe d'indicateurs;020.09;Production de pailles (volume);1800;OUI
SAANR_PAILLE_2;2009;FR;METRO;NR11;95;Groupe d'indicateurs;020.09;Production de pailles (volume);86000;OUI
SAANR_PAILLE_2;2009;FR;METRO;NR24;18;Groupe d'indicateurs;020.09;Production de pailles (volume);2082800;OUI
SAANR_PAILLE_2;2009;FR;METRO;NR24;28;Groupe d'indicateurs;020.09;Production de pailles (volume);1066600;OUI
SAANR_PAILLE_2;2009;FR;METRO;NR24;36;Groupe d'indicateurs;020.09;Production de pailles (volume);2251600;OUI
SAANR_PAILLE_2;2009;FR;METRO;NR24;37;Groupe d'indicateurs;020.09;Production de pailles (volume);988100;OUI
SAANR_PAILLE_2;2009;FR;METRO;NR24;41;Groupe d'indicateurs;020.09;Production de pailles (volume);882900;OUI
SAANR_PAILLE_2;2009;FR;METRO;NR24;45;Groupe d'indicateurs;020.09;Production de pailles (volume);1063700;OUI
SAANR_PAILLE_2;2009;FR;METRO;NR27;21;Groupe d'indicateurs;020.09;Production de pailles (volume);4361000;OUI
SAANR_PAILLE_2;2009;FR;METRO;NR27;58;Groupe d'indicateurs;020.09;Production de pailles (volume);2010000;OUI
SAANR_PAILLE_2;2009;FR;METRO;NR27;71;Groupe d'indicateurs;020.09;Production de pailles (volume);1332000;OUI
SAANR_PAILLE_2;2009;FR;METRO;NR27;89;Groupe d'indicateurs;020.09;Production de pailles (volume);5119000;OUI
SAANR_PAILLE_2;2009;FR;METRO;NR27;25;Groupe d'indicateurs;020.09;Production de pailles (volume);715000;OUI
SAANR_PAILLE_2;2009;FR;METRO;NR27;39;Groupe d'indicateurs;020.09;Production de pailles (volume);1070000;OUI
SAANR_PAILLE_2;2009;FR;METRO;NR27;70;Groupe d'indicateurs;020.09;Production de pailles (volume);2145000;OUI
SAANR_PAILLE_2;2009;FR;METRO;NR27;90;Groupe d'indicateurs;020.09;Production de pailles (volume);160000;OUI
SAANR_PAILLE_2;2009;FR;METRO;NR28;61;Groupe d'indicateurs;020.09;Production de pailles (volume);4768300;OUI
SAANR_PAILLE_2;2009;FR;METRO;NR28;27;Groupe d'indicateurs;020.09;Production de pailles (volume);4216849;OUI
SAANR_PAILLE_2;2009;FR;METRO;NR28;76;Groupe d'indicateurs;020.09;Production de pailles (volume);4433783;OUI
SAANR_PAILLE_2;2009;FR;METRO;NR28;14;Groupe d'indicateurs;020.09;Production de pailles (volume);4456500;OUI
SAANR_PAILLE_2;2009;FR;METRO;NR28;50;Groupe d'indicateurs;020.09;Production de pailles (volume);2106200;OUI
SAANR_PAILLE_2;2009;FR;METRO;NR32;02;Groupe d'indicateurs;020.09;Production de pailles (volume);2987212;OUI
SAANR_PAILLE_2;2009;FR;METRO;NR32;60;Groupe d'indicateurs;020.09;Production de pailles (volume);2571947;OUI
SAANR_PAILLE_2;2009;FR;METRO;NR32;80;Groupe d'indicateurs;020.09;Production de pailles (volume);4580046;OUI
SAANR_PAILLE_2;2009;FR;METRO;NR32;59;Groupe d'indicateurs;020.09;Production de pailles (volume);3305000;OUI
SAANR_PAILLE_2;2009;FR;METRO;NR32;62;Groupe d'indicateurs;020.09;Production de pailles (volume);5215000;OUI
SAANR_PAILLE_2;2009;FR;METRO;NR44;08;Groupe d'indicateurs;020.09;Production de pailles (volume);2490150;OUI
SAANR_PAILLE_2;2009;FR;METRO;NR44;10;Groupe d'indicateurs;020.09;Production de pailles (volume);1730570;OUI
SAANR_PAILLE_2;2009;FR;METRO;NR44;51;Groupe d'indicateurs;020.09;Production de pailles (volume);2389020;OUI
SAANR_PAILLE_2;2009;FR;METRO;NR44;52;Groupe d'indicateurs;020.09;Production de pailles (volume);3451860;OUI
SAANR_PAILLE_2;2009;FR;METRO;NR44;54;Groupe d'indicateurs;020.09;Production de pailles (volume);2560000;OUI
SAANR_PAILLE_2;2009;FR;METRO;NR44;55;Groupe d'indicateurs;020.09;Production de pailles (volume);2686000;OUI
SAANR_PAILLE_2;2009;FR;METRO;NR44;57;Groupe d'indicateurs;020.09;Production de pailles (volume);2372000;OUI
SAANR_PAILLE_2;2009;FR;METRO;NR44;88;Groupe d'indicateurs;020.09;Production de pailles (volume);1545000;OUI
SAANR_PAILLE_2;2009;FR;METRO;NR44;67;Groupe d'indicateurs;020.09;Production de pailles (volume);776800;OUI
SAANR_PAILLE_2;2009;FR;METRO;NR44;68;Groupe d'indicateurs;020.09;Production de pailles (volume);331880;OUI
SAANR_PAILLE_2;2009;FR;METRO;NR52;44;Groupe d'indicateurs;020.09;Production de pailles (volume);3107719;OUI
SAANR_PAILLE_2;2009;FR;METRO;NR52;49;Groupe d'indicateurs;020.09;Production de pailles (volume);4415983;OUI
SAANR_PAILLE_2;2009;FR;METRO;NR52;53;Groupe d'indicateurs;020.09;Production de pailles (volume);4310714;OUI
SAANR_PAILLE_2;2009;FR;METRO;NR52;72;Groupe d'indicateurs;020.09;Production de pailles (volume);4620330;OUI
SAANR_PAILLE_2;2009;FR;METRO;NR52;85;Groupe d'indicateurs;020.09;Production de pailles (volume);3940477;OUI
SAANR_PAILLE_2;2009;FR;METRO;NR53;29;Groupe d'indicateurs;020.09;Production de pailles (volume);4900000;OUI
SAANR_PAILLE_2;2009;FR;METRO;NR53;35;Groupe d'indicateurs;020.09;Production de pailles (volume);7200000;OUI
SAANR_PAILLE_2;2009;FR;METRO;NR53;56;Groupe d'indicateurs;020.09;Production de pailles (volume);4700000;OUI
SAANR_PAILLE_2;2009;FR;METRO;NR53;22;Groupe d'indicateurs;020.09;Production de pailles (volume);7400000;OUI
SAANR_PAILLE_2;2009;FR;METRO;NR75;16;Groupe d'indicateurs;020.09;Production de pailles (volume);2102000;OUI
SAANR_PAILLE_2;2009;FR;METRO;NR75;17;Groupe d'indicateurs;020.09;Production de pailles (volume);3784000;OUI
SAANR_PAILLE_2;2009;FR;METRO;NR75;86;Groupe d'indicateurs;020.09;Production de pailles (volume);5290000;OUI
SAANR_PAILLE_2;2009;FR;METRO;NR75;24;Groupe d'indicateurs;020.09;Production de pailles (volume);1608250;OUI
SAANR_PAILLE_2;2009;FR;METRO;NR75;40;Groupe d'indicateurs;020.09;Production de pailles (volume);113750;OUI
SAANR_PAILLE_2;2009;FR;METRO;NR75;47;Groupe d'indicateurs;020.09;Production de pailles (volume);2208500;OUI
SAANR_PAILLE_2;2009;FR;METRO;NR75;64;Groupe d'indicateurs;020.09;Production de pailles (volume);184600;OUI
SAANR_PAILLE_2;2009;FR;METRO;NR75;19;Groupe d'indicateurs;020.09;Production de pailles (volume);488800;OUI
SAANR_PAILLE_2;2009;FR;METRO;NR75;23;Groupe d'indicateurs;020.09;Production de pailles (volume);1587000;OUI
SAANR_PAILLE_2;2009;FR;METRO;NR75;79;Groupe d'indicateurs;020.09;Production de pailles (volume);2590000;OUI
SAANR_PAILLE_2;2009;FR;METRO;NR75;33;Groupe d'indicateurs;020.09;Production de pailles (volume);245000;OUI
SAANR_PAILLE_2;2009;FR;METRO;NR75;87;Groupe d'indicateurs;020.09;Production de pailles (volume);1533000;OUI
SAANR_PAILLE_2;2009;FR;METRO;NR76;09;Groupe d'indicateurs;020.09;Production de pailles (volume);304890;OUI
SAANR_PAILLE_2;2009;FR;METRO;NR76;12;Groupe d'indicateurs;020.09;Production de pailles (volume);3070257;OUI
SAANR_PAILLE_2;2009;FR;METRO;NR76;31;Groupe d'indicateurs;020.09;Production de pailles (volume);143980;OUI
SAANR_PAILLE_2;2009;FR;METRO;NR76;32;Groupe d'indicateurs;020.09;Production de pailles (volume);1241019;OUI
SAANR_PAILLE_2;2009;FR;METRO;NR76;46;Groupe d'indicateurs;020.09;Production de pailles (volume);623643;OUI
SAANR_PAILLE_2;2009;FR;METRO;NR76;65;Groupe d'indicateurs;020.09;Production de pailles (volume);214389;OUI
SAANR_PAILLE_2;2009;FR;METRO;NR76;81;Groupe d'indicateurs;020.09;Production de pailles (volume);1117886;OUI
SAANR_PAILLE_2;2009;FR;METRO;NR76;11;Groupe d'indicateurs;020.09;Production de pailles (volume);865000;OUI
SAANR_PAILLE_2;2009;FR;METRO;NR76;30;Groupe d'indicateurs;020.09;Production de pailles (volume);42000;OUI
SAANR_PAILLE_2;2009;FR;METRO;NR76;34;Groupe d'indicateurs;020.09;Production de pailles (volume);355000;OUI
SAANR_PAILLE_2;2009;FR;METRO;NR76;48;Groupe d'indicateurs;020.09;Production de pailles (volume);242000;OUI
SAANR_PAILLE_2;2009;FR;METRO;NR76;66;Groupe d'indicateurs;020.09;Production de pailles (volume);32600;OUI
