NOM;ANNREF;FRANCE;FRDOM;REGION;DEP;N027;N027_MOD;N027_LIB;VALEUR;QUALITE
SAANR_PAILLE_2;2019;FR;METRO;NR84;01;Groupe d'indicateurs;020.09;Production de pailles (volume);2241280;OUI
SAANR_PAILLE_2;2019;FR;METRO;NR32;02;Groupe d'indicateurs;020.09;Production de pailles (volume);2837600;OUI
SAANR_PAILLE_2;2019;FR;METRO;NR84;03;Groupe d'indicateurs;020.09;Production de pailles (volume);2932751;OUI
SAANR_PAILLE_2;2019;FR;METRO;NR93;04;Groupe d'indicateurs;020.09;Production de pailles (volume);141894;OUI
SAANR_PAILLE_2;2019;FR;METRO;NR93;05;Groupe d'indicateurs;020.09;Production de pailles (volume);240181;OUI
SAANR_PAILLE_2;2019;FR;METRO;NR93;06;Groupe d'indicateurs;020.09;Production de pailles (volume);214;OUI
SAANR_PAILLE_2;2019;FR;METRO;NR84;07;Groupe d'indicateurs;020.09;Production de pailles (volume);146749;OUI
SAANR_PAILLE_2;2019;FR;METRO;NR44;08;Groupe d'indicateurs;020.09;Production de pailles (volume);2785408;OUI
SAANR_PAILLE_2;2019;FR;METRO;NR76;09;Groupe d'indicateurs;020.09;Production de pailles (volume);341000;OUI
SAANR_PAILLE_2;2019;FR;METRO;NR44;10;Groupe d'indicateurs;020.09;Production de pailles (volume);1753217;OUI
SAANR_PAILLE_2;2019;FR;METRO;NR76;11;Groupe d'indicateurs;020.09;Production de pailles (volume);742000;OUI
SAANR_PAILLE_2;2019;FR;METRO;NR76;12;Groupe d'indicateurs;020.09;Production de pailles (volume);1596000;OUI
SAANR_PAILLE_2;2019;FR;METRO;NR93;13;Groupe d'indicateurs;020.09;Production de pailles (volume);89171;OUI
SAANR_PAILLE_2;2019;FR;METRO;NR28;14;Groupe d'indicateurs;020.09;Production de pailles (volume);4360000;OUI
SAANR_PAILLE_2;2019;FR;METRO;NR84;15;Groupe d'indicateurs;020.09;Production de pailles (volume);359119;OUI
SAANR_PAILLE_2;2019;FR;METRO;NR75;16;Groupe d'indicateurs;020.09;Production de pailles (volume);2356593;OUI
SAANR_PAILLE_2;2019;FR;METRO;NR75;17;Groupe d'indicateurs;020.09;Production de pailles (volume);4036573;OUI
SAANR_PAILLE_2;2019;FR;METRO;NR24;18;Groupe d'indicateurs;020.09;Production de pailles (volume);2214000;OUI
SAANR_PAILLE_2;2019;FR;METRO;NR75;19;Groupe d'indicateurs;020.09;Production de pailles (volume);499919;OUI
SAANR_PAILLE_2;2019;FR;METRO;NR27;21;Groupe d'indicateurs;020.09;Production de pailles (volume);4159000;OUI
SAANR_PAILLE_2;2019;FR;METRO;NR53;22;Groupe d'indicateurs;020.09;Production de pailles (volume);6202600;OUI
SAANR_PAILLE_2;2019;FR;METRO;NR75;23;Groupe d'indicateurs;020.09;Production de pailles (volume);1678054;OUI
SAANR_PAILLE_2;2019;FR;METRO;NR75;24;Groupe d'indicateurs;020.09;Production de pailles (volume);999444;OUI
SAANR_PAILLE_2;2019;FR;METRO;NR27;25;Groupe d'indicateurs;020.09;Production de pailles (volume);627711;OUI
SAANR_PAILLE_2;2019;FR;METRO;NR84;26;Groupe d'indicateurs;020.09;Production de pailles (volume);999429;OUI
SAANR_PAILLE_2;2019;FR;METRO;NR28;27;Groupe d'indicateurs;020.09;Production de pailles (volume);4900000;OUI
SAANR_PAILLE_2;2019;FR;METRO;NR24;28;Groupe d'indicateurs;020.09;Production de pailles (volume);1037100;OUI
SAANR_PAILLE_2;2019;FR;METRO;NR53;29;Groupe d'indicateurs;020.09;Production de pailles (volume);4906500;OUI
SAANR_PAILLE_2;2019;FR;METRO;NR76;30;Groupe d'indicateurs;020.09;Production de pailles (volume);27000;OUI
SAANR_PAILLE_2;2019;FR;METRO;NR76;31;Groupe d'indicateurs;020.09;Production de pailles (volume);184000;OUI
SAANR_PAILLE_2;2019;FR;METRO;NR76;32;Groupe d'indicateurs;020.09;Production de pailles (volume);1200000;OUI
SAANR_PAILLE_2;2019;FR;METRO;NR75;33;Groupe d'indicateurs;020.09;Production de pailles (volume);238940;OUI
SAANR_PAILLE_2;2019;FR;METRO;NR76;34;Groupe d'indicateurs;020.09;Production de pailles (volume);226000;OUI
SAANR_PAILLE_2;2019;FR;METRO;NR53;35;Groupe d'indicateurs;020.09;Production de pailles (volume);6226400;OUI
SAANR_PAILLE_2;2019;FR;METRO;NR24;36;Groupe d'indicateurs;020.09;Production de pailles (volume);2301300;OUI
SAANR_PAILLE_2;2019;FR;METRO;NR24;37;Groupe d'indicateurs;020.09;Production de pailles (volume);942400;OUI
SAANR_PAILLE_2;2019;FR;METRO;NR84;38;Groupe d'indicateurs;020.09;Production de pailles (volume);1559225;OUI
SAANR_PAILLE_2;2019;FR;METRO;NR27;39;Groupe d'indicateurs;020.09;Production de pailles (volume);1002000;OUI
SAANR_PAILLE_2;2019;FR;METRO;NR75;40;Groupe d'indicateurs;020.09;Production de pailles (volume);157640;OUI
SAANR_PAILLE_2;2019;FR;METRO;NR24;41;Groupe d'indicateurs;020.09;Production de pailles (volume);827400;OUI
SAANR_PAILLE_2;2019;FR;METRO;NR84;42;Groupe d'indicateurs;020.09;Production de pailles (volume);612464;OUI
SAANR_PAILLE_2;2019;FR;METRO;NR84;43;Groupe d'indicateurs;020.09;Production de pailles (volume);972892;OUI
SAANR_PAILLE_2;2019;FR;METRO;NR52;44;Groupe d'indicateurs;020.09;Production de pailles (volume);3290472;OUI
SAANR_PAILLE_2;2019;FR;METRO;NR24;45;Groupe d'indicateurs;020.09;Production de pailles (volume);1059500;OUI
SAANR_PAILLE_2;2019;FR;METRO;NR76;46;Groupe d'indicateurs;020.09;Production de pailles (volume);434000;OUI
SAANR_PAILLE_2;2019;FR;METRO;NR75;47;Groupe d'indicateurs;020.09;Production de pailles (volume);1935000;OUI
SAANR_PAILLE_2;2019;FR;METRO;NR76;48;Groupe d'indicateurs;020.09;Production de pailles (volume);94000;OUI
SAANR_PAILLE_2;2019;FR;METRO;NR52;49;Groupe d'indicateurs;020.09;Production de pailles (volume);4636571;OUI
SAANR_PAILLE_2;2019;FR;METRO;NR28;50;Groupe d'indicateurs;020.09;Production de pailles (volume);2260000;OUI
SAANR_PAILLE_2;2019;FR;METRO;NR44;51;Groupe d'indicateurs;020.09;Production de pailles (volume);2533291;OUI
SAANR_PAILLE_2;2019;FR;METRO;NR44;52;Groupe d'indicateurs;020.09;Production de pailles (volume);3203625;OUI
SAANR_PAILLE_2;2019;FR;METRO;NR52;53;Groupe d'indicateurs;020.09;Production de pailles (volume);4361141;OUI
SAANR_PAILLE_2;2019;FR;METRO;NR44;54;Groupe d'indicateurs;020.09;Production de pailles (volume);2547584;OUI
SAANR_PAILLE_2;2019;FR;METRO;NR44;55;Groupe d'indicateurs;020.09;Production de pailles (volume);3434724;OUI
SAANR_PAILLE_2;2019;FR;METRO;NR53;56;Groupe d'indicateurs;020.09;Production de pailles (volume);4902600;OUI
SAANR_PAILLE_2;2019;FR;METRO;NR44;57;Groupe d'indicateurs;020.09;Production de pailles (volume);2786437;OUI
SAANR_PAILLE_2;2019;FR;METRO;NR27;58;Groupe d'indicateurs;020.09;Production de pailles (volume);2073000;OUI
SAANR_PAILLE_2;2019;FR;METRO;NR32;59;Groupe d'indicateurs;020.09;Production de pailles (volume);3512200;OUI
SAANR_PAILLE_2;2019;FR;METRO;NR32;60;Groupe d'indicateurs;020.09;Production de pailles (volume);2278800;OUI
SAANR_PAILLE_2;2019;FR;METRO;NR28;61;Groupe d'indicateurs;020.09;Production de pailles (volume);4560000;OUI
SAANR_PAILLE_2;2019;FR;METRO;NR32;62;Groupe d'indicateurs;020.09;Production de pailles (volume);5351600;OUI
