NOM;ANNREF;FRANCE;FRDOM;REGION;DEP;N027;N027_MOD;N027_LIB;VALEUR;QUALITE
SAANR_PAILLE_2;2002;FR;METRO;NR11;93;Groupe d'indicateurs;020.09;Production de pailles (volume);0;OUI
SAANR_PAILLE_2;2002;FR;METRO;NR11;91;Groupe d'indicateurs;020.09;Production de pailles (volume);105500;OUI
SAANR_PAILLE_2;2002;FR;METRO;NR11;95;Groupe d'indicateurs;020.09;Production de pailles (volume);76500;OUI
SAANR_PAILLE_2;2002;FR;METRO;NR11;94;Groupe d'indicateurs;020.09;Production de pailles (volume);4850;OUI
SAANR_PAILLE_2;2002;FR;METRO;NR11;92;Groupe d'indicateurs;020.09;Production de pailles (volume);0;OUI
SAANR_PAILLE_2;2002;FR;METRO;NR11;77;Groupe d'indicateurs;020.09;Production de pailles (volume);240000;OUI
SAANR_PAILLE_2;2002;FR;METRO;NR11;78;Groupe d'indicateurs;020.09;Production de pailles (volume);159815;OUI
SAANR_PAILLE_2;2002;FR;METRO;NR24;18;Groupe d'indicateurs;020.09;Production de pailles (volume);3388000;OUI
SAANR_PAILLE_2;2002;FR;METRO;NR24;41;Groupe d'indicateurs;020.09;Production de pailles (volume);2040000;OUI
SAANR_PAILLE_2;2002;FR;METRO;NR24;37;Groupe d'indicateurs;020.09;Production de pailles (volume);1961200;OUI
SAANR_PAILLE_2;2002;FR;METRO;NR24;36;Groupe d'indicateurs;020.09;Production de pailles (volume);4770600;OUI
SAANR_PAILLE_2;2002;FR;METRO;NR24;28;Groupe d'indicateurs;020.09;Production de pailles (volume);1600000;OUI
SAANR_PAILLE_2;2002;FR;METRO;NR24;45;Groupe d'indicateurs;020.09;Production de pailles (volume);1218000;OUI
SAANR_PAILLE_2;2002;FR;METRO;NR27;89;Groupe d'indicateurs;020.09;Production de pailles (volume);2707100;OUI
SAANR_PAILLE_2;2002;FR;METRO;NR27;25;Groupe d'indicateurs;020.09;Production de pailles (volume);645000;OUI
SAANR_PAILLE_2;2002;FR;METRO;NR27;39;Groupe d'indicateurs;020.09;Production de pailles (volume);1350650;OUI
SAANR_PAILLE_2;2002;FR;METRO;NR27;58;Groupe d'indicateurs;020.09;Production de pailles (volume);960000;OUI
SAANR_PAILLE_2;2002;FR;METRO;NR27;71;Groupe d'indicateurs;020.09;Production de pailles (volume);2025029;OUI
SAANR_PAILLE_2;2002;FR;METRO;NR27;21;Groupe d'indicateurs;020.09;Production de pailles (volume);4571400;OUI
SAANR_PAILLE_2;2002;FR;METRO;NR27;70;Groupe d'indicateurs;020.09;Production de pailles (volume);2577000;OUI
SAANR_PAILLE_2;2002;FR;METRO;NR27;90;Groupe d'indicateurs;020.09;Production de pailles (volume);164650;OUI
SAANR_PAILLE_2;2002;FR;METRO;NR28;14;Groupe d'indicateurs;020.09;Production de pailles (volume);3686400;OUI
SAANR_PAILLE_2;2002;FR;METRO;NR28;76;Groupe d'indicateurs;020.09;Production de pailles (volume);4609800;OUI
SAANR_PAILLE_2;2002;FR;METRO;NR28;27;Groupe d'indicateurs;020.09;Production de pailles (volume);3665000;OUI
SAANR_PAILLE_2;2002;FR;METRO;NR28;50;Groupe d'indicateurs;020.09;Production de pailles (volume);2037600;OUI
SAANR_PAILLE_2;2002;FR;METRO;NR28;61;Groupe d'indicateurs;020.09;Production de pailles (volume);4290000;OUI
SAANR_PAILLE_2;2002;FR;METRO;NR32;80;Groupe d'indicateurs;020.09;Production de pailles (volume);4781500;OUI
SAANR_PAILLE_2;2002;FR;METRO;NR32;60;Groupe d'indicateurs;020.09;Production de pailles (volume);2057100;OUI
SAANR_PAILLE_2;2002;FR;METRO;NR32;62;Groupe d'indicateurs;020.09;Production de pailles (volume);6429400;OUI
SAANR_PAILLE_2;2002;FR;METRO;NR32;02;Groupe d'indicateurs;020.09;Production de pailles (volume);2025260;OUI
SAANR_PAILLE_2;2002;FR;METRO;NR32;59;Groupe d'indicateurs;020.09;Production de pailles (volume);3404000;OUI
SAANR_PAILLE_2;2002;FR;METRO;NR44;51;Groupe d'indicateurs;020.09;Production de pailles (volume);1752000;OUI
SAANR_PAILLE_2;2002;FR;METRO;NR44;57;Groupe d'indicateurs;020.09;Production de pailles (volume);2197200;OUI
SAANR_PAILLE_2;2002;FR;METRO;NR44;52;Groupe d'indicateurs;020.09;Production de pailles (volume);2159750;OUI
SAANR_PAILLE_2;2002;FR;METRO;NR44;54;Groupe d'indicateurs;020.09;Production de pailles (volume);1482200;OUI
SAANR_PAILLE_2;2002;FR;METRO;NR44;10;Groupe d'indicateurs;020.09;Production de pailles (volume);1700000;OUI
SAANR_PAILLE_2;2002;FR;METRO;NR44;55;Groupe d'indicateurs;020.09;Production de pailles (volume);1396800;OUI
SAANR_PAILLE_2;2002;FR;METRO;NR44;08;Groupe d'indicateurs;020.09;Production de pailles (volume);2087760;OUI
SAANR_PAILLE_2;2002;FR;METRO;NR44;88;Groupe d'indicateurs;020.09;Production de pailles (volume);859215;OUI
SAANR_PAILLE_2;2002;FR;METRO;NR44;67;Groupe d'indicateurs;020.09;Production de pailles (volume);814250;OUI
SAANR_PAILLE_2;2002;FR;METRO;NR44;68;Groupe d'indicateurs;020.09;Production de pailles (volume);488850;OUI
SAANR_PAILLE_2;2002;FR;METRO;NR52;53;Groupe d'indicateurs;020.09;Production de pailles (volume);4504900;OUI
SAANR_PAILLE_2;2002;FR;METRO;NR52;85;Groupe d'indicateurs;020.09;Production de pailles (volume);4527000;OUI
SAANR_PAILLE_2;2002;FR;METRO;NR52;72;Groupe d'indicateurs;020.09;Production de pailles (volume);4460520;OUI
