NOM;ANNREF;FRANCE;FRDOM;REGION;DEP;N027;N027_MOD;N027_LIB;VALEUR;QUALITE
SAANR_PAILLE_2;2012;FR;METRO;NR11;94;Groupe d'indicateurs;020.09;Production de pailles (volume);1700;OUI
SAANR_PAILLE_2;2012;FR;METRO;NR11;95;Groupe d'indicateurs;020.09;Production de pailles (volume);82800;OUI
SAANR_PAILLE_2;2012;FR;METRO;NR11;77;Groupe d'indicateurs;020.09;Production de pailles (volume);553600;OUI
SAANR_PAILLE_2;2012;FR;METRO;NR11;92;Groupe d'indicateurs;020.09;Production de pailles (volume);0;OUI
SAANR_PAILLE_2;2012;FR;METRO;NR11;93;Groupe d'indicateurs;020.09;Production de pailles (volume);600;OUI
SAANR_PAILLE_2;2012;FR;METRO;NR11;78;Groupe d'indicateurs;020.09;Production de pailles (volume);147700;OUI
SAANR_PAILLE_2;2012;FR;METRO;NR11;91;Groupe d'indicateurs;020.09;Production de pailles (volume);104000;OUI
SAANR_PAILLE_2;2012;FR;METRO;NR24;45;Groupe d'indicateurs;020.09;Production de pailles (volume);1006800;OUI
SAANR_PAILLE_2;2012;FR;METRO;NR24;36;Groupe d'indicateurs;020.09;Production de pailles (volume);2159800;OUI
SAANR_PAILLE_2;2012;FR;METRO;NR24;18;Groupe d'indicateurs;020.09;Production de pailles (volume);2019600;OUI
SAANR_PAILLE_2;2012;FR;METRO;NR24;28;Groupe d'indicateurs;020.09;Production de pailles (volume);1011200;OUI
SAANR_PAILLE_2;2012;FR;METRO;NR24;37;Groupe d'indicateurs;020.09;Production de pailles (volume);946800;OUI
SAANR_PAILLE_2;2012;FR;METRO;NR24;41;Groupe d'indicateurs;020.09;Production de pailles (volume);816300;OUI
SAANR_PAILLE_2;2012;FR;METRO;NR27;21;Groupe d'indicateurs;020.09;Production de pailles (volume);3795000;OUI
SAANR_PAILLE_2;2012;FR;METRO;NR27;71;Groupe d'indicateurs;020.09;Production de pailles (volume);1307000;OUI
SAANR_PAILLE_2;2012;FR;METRO;NR27;90;Groupe d'indicateurs;020.09;Production de pailles (volume);132000;OUI
SAANR_PAILLE_2;2012;FR;METRO;NR27;58;Groupe d'indicateurs;020.09;Production de pailles (volume);1798000;OUI
SAANR_PAILLE_2;2012;FR;METRO;NR27;89;Groupe d'indicateurs;020.09;Production de pailles (volume);4640000;OUI
SAANR_PAILLE_2;2012;FR;METRO;NR27;70;Groupe d'indicateurs;020.09;Production de pailles (volume);2077300;OUI
