Insee - Statistiques locales; ; ; ; ; 
Référentiel géographique : France par intercommunalité; ; ; ; ; 
Code;Libellé;Évol. annuelle moy. de la pop. due au solde apparent entrées/sorties 2013-2018;Évol. annuelle moy. de la population 2013 - 2019 (en %) 2019;Évol. annuelle moy. de la population 2013-2018;Évol. annuelle moy. de la pop. due au solde naturel 2013-2018
200067197;CC Monts d'Arrée Communauté;0.08;-0.7;-0.85;-0.93
200067205;CA du Cotentin;-0.25;-0.3;-0.27;-0.01
200067213;CU du Grand Reims;-0.18;0.2;0.27;0.45
200067239;CC des Luys en Béarn;0.73;0.8;0.78;0.05
200067247;CC Pleyben-Châteaulin-Porzay;0.4;-0.1;-0.01;-0.41
200067254;CA Pau Béarn Pyrénées;-0.01;0;0.03;0.05
200067262;CC du Haut-Béarn;0.3;-0.1;-0.12;-0.42
200067288;CC du Béarn des Gaves;0.46;-0.3;-0.3;-0.77
200067296;CC du Nord Est Béarn;0.48;0.6;0.59;0.11
200067304;CC Serein et Armance;-0.56;-0.6;-0.6;-0.05
200067320;CC Serre-Ponçon Val d'Avance;0.74;0.9;0.93;0.18
200067346;CA Pornic Agglo Pays de Retz;1.68;1.6;1.68;0
200067361;CC Grand-Figeac;0.68;0.2;0.15;-0.53
200067379;CC Côtes de Champagne et Val de Saulx;-1.02;-1;-0.98;0.04
200067429;CC Haut Nivernais-Val d'Yonne;-0.56;-1.6;-1.51;-0.95
200067437;CA Provence-Alpes-Agglomération;0.15;0;-0.03;-0.18
200067445;CC Buëch-Dévoluy;0.55;0.3;0.31;-0.24
200067452;CC du Guillestrois et du Queyras;-0.43;-0.4;-0.38;0.05
200067460;CC Loudéac Communauté - Bretagne Centre;-0.04;-0.2;-0.25;-0.21
200067478;CC Comtal Lot et Truyère;0.87;0.4;0.33;-0.54
200067486;CC Bouzonvillois-Trois Frontières;0.16;0.2;0.21;0.05
200067502;CA Saint-Avold Synergie;-0.66;-0.5;-0.57;0.09
200067544;CC Creuse Confluence;0.26;-0.8;-0.79;-1.05
200067551;CA Thonon Agglomération;0.73;1.4;1.22;0.49
200067593;CC Marche et Combraille en Aquitaine;0.23;-0.8;-0.73;-0.96
200067627;CC Billom Communauté;0.38;0.5;0.45;0.07
200067635;CA Clisson Sèvre et Maine Agglo;0.76;1.2;1.23;0.47
200067643;CC Meurthe Mortagne Moselle;0.02;-0.2;-0.11;-0.13
200067650;CC Houve-Pays Boulageois;-0.21;-0.1;-0.04;0.17
200067668;CC de la Cléry, du Betz et de l'Ouanne;-0.4;-0.6;-0.61;-0.21
200067676;CC Canaux et Forêts en Gâtinais;-0.29;-0.5;-0.49;-0.2
200067684;CA Épernay, Coteaux et Plaine de Champagne;-0.6;-0.5;-0.68;-0.08
200067692;CC Tannay-Brinon-Corbigny;0.34;-0.8;-0.77;-1.11
200067700;CC Sud Nivernais;-0.52;-1.2;-1.22;-0.7
200067742;CC Serre-Ponçon;1.35;1.1;1.12;-0.22
200067759;CC Vallées et Plateau d'Ardenne;-0.73;-0.7;-0.72;0.01
200067767;CC du Royans-Vercors;0.07;-0.2;-0.21;-0.28
200067783;CC de Hanau-La Petite Pierre;-0.29;-0.5;-0.44;-0.15
200067791;CA Pays Foix-Varilhes;0.16;0.2;0.14;-0.02
200067817;CC Saône-Beaujolais;0.42;0.7;0.77;0.35
200067825;CA Gap-Tallard-Durance;0.35;0.4;0.44;0.09
200067841;CC de l'Alsace Bossue;-0.32;-0.5;-0.52;-0.2
200067866;CC Sèvre et Loire;0.22;1;0.89;0.67
200067874;CA de Haguenau;0.03;0.3;0.24;0.21
200067882;CC Bazois Loire Morvan;0.09;-0.9;-1.07;-1.16
200067890;CC Morvan Sommets et Grands Lacs;-0.08;-1;-1.07;-0.98
200067908;CC Amognes Cœur du Nivernais;-0.28;-0.7;-0.77;-0.49
200067916;CC Cœur de Loire;-0.46;-1;-1.09;-0.64
200067924;CC du Canton d'Erstein;0.08;0.4;0.35;0.28
200067932;CA Golfe du Morbihan - Vannes Agglomération;0.77;0.9;0.8;0.02
200067940;CC Couserans-Pyrénées;0.94;0.2;0.19;-0.75
200067957;CC Haut Chemin-Pays de Pange;0.27;0.6;0.61;0.34
200067965;CA de la Région de Compiègne et de la Basse Automne;-0.1;0.3;0.3;0.4
200067973;CC Thelloise;0.13;0.6;0.66;0.53
200067981;CA Guingamp-Paimpol Agglomération de l'Armor à l'Argoat;0.29;-0.2;-0.22;-0.52
200067999;CA du Beauvaisis;-0.04;0.6;0.51;0.55
200068005;CC de l'Oise Picarde;-0.79;-0.3;-0.4;0.39
200068047;CA Creil Sud Oise;-0.4;0.9;0.84;1.24
200068070;CC Loue-Lison;0.23;0.4;0.41;0.18
200068088;CC Les Bertranges;0.1;-0.6;-0.58;-0.68
200068096;CC Champsaur-Valgaudemar;0.42;0.3;0.2;-0.22
200068104;CA de la Provence Verte;1.02;1;1.11;0.09
200068112;CC du Pays de Saverne;-0.28;-0.1;-0.11;0.16
200068120;CA Quimper Bretagne Occidentale;0.13;0.2;0.16;0.03
200068146;CC Sarrebourg Moselle Sud;-0.22;-0.3;-0.37;-0.15
200068229;CC des Baronnies en Drôme Provençale;0.92;0.2;0.25;-0.67
200068278;CC Berry Loire Puisaye;-0.44;-0.8;-0.88;-0.44
200068294;CC des Deux Vallées Vertes;-0.38;-0.7;-0.64;-0.26
200068369;CC de Mirecourt Dompaire;-0.21;-0.6;-0.5;-0.29
200068377;CC de la Porte des Vosges Méridionales;-0.09;-0.3;-0.34;-0.25
200068435;CC Cœur du Perche;-0.58;-0.7;-0.6;-0.02
200068443;CC Andaine - Passais;0.4;-0.3;-0.35;-0.75
200068450;CC Argentan Intercom;-0.17;-0.4;-0.32;-0.15
200068468;CC des Pays de L'Aigle;-0.07;-0.3;-0.25;-0.18
200068484;CC des Causses à l'Aubrac;0.65;0;0.03;-0.62
200068500;CA de Cambrai;-0.14;-0.2;-0.1;0.04
200068534;CC Terroir de Caux;-0.02;0.2;0.26;0.28
200068542;CC Les Balcons du Dauphiné;0.58;1;0.98;0.4
200068559;CC de l'Ouest Vosgien;-0.07;-0.4;-0.39;-0.33
200068567;CC Les Vals du Dauphiné;0.37;0.7;0.76;0.39
200068625;CC Alpes-Provence-Verdon - Sources de Lumière;1.07;0.5;0.59;-0.48
200068641;CA Le Muretain Agglo;0.67;1.1;1.16;0.49
200068658;CA de Chaumont;-0.4;-0.5;-0.52;-0.12
200068666;CA de Saint-Dizier Der et Blaise;-0.99;-1.1;-1.04;-0.05
200068674;CA Grand Lac;0.69;0.9;0.9;0.2
200068682;CC Terre d'Eau;-0.37;-0.7;-0.6;-0.23
200068757;CA d'Épinal;-0.26;-0.2;-0.21;0.05
200068765;CC du Sisteronais-Buëch;0.85;0.4;0.48;-0.37
200068773;CC des Vosges côté Sud Ouest;-0.31;-0.8;-0.89;-0.59
200068781;CA Valence Romans Agglo;0.37;0.6;0.7;0.33
200068799;CC Intercom de la Vire au Noireau;-0.59;-0.8;-0.78;-0.19
200068807;CC du Bassin Auterivain Haut-Garonnais;1.22;1.6;1.59;0.38
200068815;CC Cœur de Garonne;0.47;0.5;0.55;0.08
200068831;CC Pays Ségali Communauté;0.47;0.2;0.2;-0.27
200068856;CC des Hauts du Perche;-0.22;-0.8;-0.83;-0.61
200068864;CC de la Mossig et du Vignoble;0.28;0.4;0.38;0.1
200068872;CC Éguzon - Argenton - Vallée de la Creuse;0.54;-0.4;-0.33;-0.88
200068880;CC Champagne Boischauts;-0.5;-0.8;-0.83;-0.34
200068914;CC La Rochefoucauld porte du Périgord;0.35;-0.1;-0.12;-0.47
200068922;CC du Confluent et des Coteaux de Prayssas;0.3;0.1;0.15;-0.15
200068930;CC Fumel Vallée du Lot;0.23;-0.3;-0.29;-0.53
200068948;CC Albret Communauté;0.31;-0.2;-0.16;-0.47
200068955;CC Anjou Loir et Sarthe;0.1;0.4;0.49;0.4
200068963;CC Maine Cœur de Sarthe;-0.2;0.3;0.27;0.47
200068989;CA Dinan Agglomération;0.78;0.6;0.54;-0.24
200068997;CA Arlysère;0.16;0.4;0.36;0.2
200069003;CC du Barséquanais en Champagne;-0.41;-0.6;-0.63;-0.22
200069029;CA des Deux Baies en Montreuillois;-0.18;-0.3;-0.33;-0.16
200069037;CA du Pays de Saint-Omer;-0.11;0.1;0.18;0.29
200069052;CA Grand Belfort;-0.81;-0.4;-0.44;0.37
200069060;CC des Vosges du Sud;0.17;-0.2;-0.13;-0.31
200069086;CC Leff Armor Communauté;0.32;0.3;0.27;-0.05
200069094;CC Isle et Crempse en Périgord;0.57;0;-0.03;-0.61
200069102;CC Randon - Margeride;0.7;0;0.03;-0.66
200069110;CA du Grand Chambéry;0.36;0.8;0.74;0.39
200069128;CC Mont Lozère;0.38;0;-0.01;-0.39
200069136;CC des Cévennes au Mont Lozère;0.39;-0.5;-0.5;-0.89
200069144;CC des Hautes Terres de l'Aubrac;0.5;-0.5;-0.58;-1.09
200069151;CC Gorges Causses Cévennes;0.3;-0.3;-0.26;-0.56
200069169;CC Dômes Sancy Artense;0.59;0.3;0.28;-0.31
200069177;CC Mond'Arverne Communauté;0.35;0.6;0.62;0.28
200069185;CC des Terres d'Apcher-Margeride-Aubrac;0.39;-0.1;-0.15;-0.54
200069193;CC de la Dombes;0.72;0.9;0.93;0.21
200069227;CC Pays Fort Sancerrois Val de Loire;0.06;-0.5;-0.5;-0.56
200069235;CC du Haut Pays du Montreuillois;-0.22;-0.1;-0.08;0.14
200069250;CA Troyes Champagne Métropole;0.4;0.6;0.69;0.3
200069268;CC Aubrac Lot Causses Tarn;0.7;0.3;0.44;-0.26
200069300;CA Tarbes-Lourdes-Pyrénées;0.4;0.3;0.29;-0.11
200069383;CC Ouest Aveyron Communauté;0.41;-0.1;0.04;-0.38
200069391;CA Lamballe Terre et Mer;0.45;0.4;0.39;-0.06
200069409;CA Saint-Brieuc Armor Agglomération;0.11;0.1;0.09;-0.02
200069417;CC Pays d'Orthe et Arrigans;0.56;0.4;0.44;-0.12
200069425;CA Mont-Saint-Michel-Normandie;0.14;-0.2;-0.17;-0.3
200069433;CC de Vezouze en Piémont;0.01;-0.4;-0.34;-0.35
200069441;CC du Pays de Bitche;-0.18;-0.4;-0.36;-0.18
200069458;CC des Vallées d'Auge et du Merlerault;-0.64;-1.4;-1.41;-0.77
200069482;CC des Campagnes de l'Artois;-0.31;-0.1;-0.1;0.21
200069516;CC Seulles Terre et Mer;0.27;0.6;0.61;0.34
200069524;CC Pré-Bocage Intercom;-0.23;0;-0.03;0.2
200069532;CA Lisieux Normandie;-0.58;-0.7;-0.68;-0.11
200069540;CC Norge et Tille;0.2;0.7;0.62;0.43
200069565;CC des Lacs et Montagnes du Haut-Doubs;0.89;1.7;1.95;1.06
200069581;CC Convergence Garonne;0.4;0.5;0.58;0.18
200069599;CC Rurales de l'Entre-deux-Mers;0.33;0.2;0.23;-0.1
200069615;CC Bresse Haute Seille;0.42;0.3;0.29;-0.13
200069623;CC Champagnole Nozeroy Jura;0.29;0.1;0.14;-0.15
200069631;CC Terres de Chalosse;0.23;0.1;0.2;-0.04
200069649;CC Chalosse Tursan;0.48;0.1;0.23;-0.25
200069656;CC Cœur Haute Lande;1.06;0.5;0.6;-0.45
200069664;CC Meuse Rognon;-0.49;-0.9;-0.9;-0.42
200069672;CC du Ternois;-0.02;-0.2;-0.15;-0.13
200069698;CC Mâconnais - Tournugeois;-0.08;-0.3;-0.26;-0.18
200069722;CC Interrégionale Aumale - Blangy-sur-Bresle;-0.48;-0.6;-0.63;-0.15
200069730;CC des 4 Rivières;-0.21;-0.4;-0.42;-0.21
200069748;CC Val de Gâtine;0.08;0;-0.08;-0.16
200069755;CC Mellois en Poitou;0.21;-0.4;-0.35;-0.56
200069763;CC du Haut-Poitou;0.06;0.4;0.4;0.35
200069821;CA Fécamp Caux Littoral Agglomération;-0.48;-0.6;-0.56;-0.07
200069839;CC de la Côte d'Albâtre;-0.06;0;0.01;0.07
200069847;CC Plateau de Caux-Doudeville-Yerville;-0.22;0.4;0.31;0.53
200069854;CU du Grand Poitiers;0.19;0.5;0.52;0.33
200069912;CC des Forêts du Perche;0.03;-0.5;-0.37;-0.4
200069953;CC des Portes Euréliennes d'Île-de-France;-0.27;0.2;0.22;0.49
200069961;CC du Grand Châteaudun;-0.23;-0.5;-0.52;-0.29
200069995;CC Médoc Cœur de Presqu'île;0.71;0.6;0.63;-0.08
200070035;CC du Civraisien en Poitou;0.34;-0.1;-0.11;-0.45
200070043;CC Vienne et Gartempe;0.44;-0.2;-0.24;-0.67
200070068;CC Communauté Bray-Eawy;-0.33;-0.3;-0.33;0.01
200070092;CA du Libournais;0.42;0.6;0.63;0.21
200070100;CC du Val de Sully;-0.02;-0.1;0.03;0.05
200070118;CC Val de Saône Centre;0.33;0.6;0.63;0.3
200070126;CC Seine et Aube;-0.05;-0.1;-0.05;0.01
200070142;CC Lyons Andelle;-0.43;-0.2;-0.24;0.19
200070159;CC Cœur de Beauce;-0.55;-0.3;-0.34;0.21
200070167;CC Terres de Perche;-0.38;-0.5;-0.52;-0.14
200070183;CC des Terres du Val de Loire;0.39;0.5;0.45;0.06
200070233;CA Terres de Montaigu;0.43;1;0.94;0.51
200070282;CC Lavalette Tude Dronne;0.24;-0.4;-0.41;-0.65
200070290;CC Coeur du Pays Haut;-0.12;-0.1;-0.09;0.02
200070308;CA Mâconnais Beaujolais Agglomération;0.25;0.5;0.53;0.28
200070316;CC Entre Arroux, Loire et Somme;-0.33;-1.2;-1.14;-0.8
200070324;CC du Territoire de Lunéville à Baccarat;-0.77;-0.7;-0.73;0.04
200070332;CC des Savoir-Faire;-0.17;-0.9;-0.85;-0.69
200070340;CC Haute Maurienne Vanoise;-0.55;-0.4;-0.48;0.07
200070365;CC Corbières Salanque Méditerranée;1.49;1.8;1.42;-0.08
200070373;CC Loir-Lucé-Bercé;0.26;-0.5;-0.51;-0.76
200070407;CA Agglo Pays d'Issoire;0.71;0.6;0.69;-0.02
200070431;CC Saint-Marcellin Vercors Isère Communauté;0.15;0.2;0.22;0.07
200070449;CC Inter-Caux-Vexin;0.31;0.7;0.65;0.34
200070464;CC Cœur de Maurienne Arvan;-0.62;-0.7;-0.72;-0.1
200070506;CC Pays de Nexon Monts de Chalus;0.62;-0.1;-0.06;-0.67
200070514;CA du Grand Cognac;0.04;-0.2;-0.19;-0.23
200070530;CC du Grand Autunois Morvan;-0.16;-0.7;-0.72;-0.55
200070548;CC Brionnais Sud Bourgogne;0.33;-0.4;-0.37;-0.7
200070555;CC de la Veyle;0.66;1;0.99;0.33
200070563;CC Terres Touloises;-0.69;-0.2;-0.32;0.37
200070571;CC Cœur de Berry;-0.39;-0.3;-0.26;0.13
200070589;CC de Seille et Grand Couronné;0.02;0.4;0.48;0.46
200070647;CA Bergeracoise;0;-0.2;-0.27;-0.27
200070662;CC Bretagne porte de Loire Communauté;0.09;0.4;0.41;0.32
200070670;CC du Pays de Dol et de la Baie du Mont Saint-Michel;0.41;0.3;0.29;-0.12
200070688;CC Couesnon Marches de Bretagne;0.14;0.1;0.15;0.02
200070712;CC Thiers Dore et Montagne;0.2;-0.1;-0.06;-0.26
200070720;CC Médoc Atlantique;1.92;1.2;1.26;-0.66
200070738;CC Mad et Moselle;-0.15;-0.5;-0.57;-0.41
200070746;CA Sarreguemines Confluences;-0.27;-0.4;-0.36;-0.1
200070753;CA Riom Limagne et Volcans;0.47;0.7;0.68;0.21
200070761;CC Ambert Livradois Forez;0.52;-0.2;-0.19;-0.7
200070779;CC Brie des Rivières et Châteaux;0.43;0.9;1.06;0.63
200070787;CC du Plateau de Lannemezan;0.43;-0.1;-0.13;-0.56
200070795;CC du Pays de Trie et du Magnoac;0.93;-0.2;-0.12;-1.05
200070803;CC des Coteaux du Val d'Arros;-0.35;-0.2;-0.18;0.16
200070811;CC Pyrénées Vallées des Gaves;0.18;-0.3;-0.37;-0.55
200070829;CC Neste Barousse;1.38;0.2;0.16;-1.21
200070845;CC Orne Lorraine Confluences;-0.12;-0.1;-0.09;0.03
200070852;CC Usses et Rhône;1.35;1.6;1.77;0.43
200070894;CC de Gevrey-Chambertin et de Nuits-Saint-Georges;-0.19;0;-0.01;0.19
200070902;CC Auxonne Pontailler Val de Saône;-0.14;0.1;0.13;0.27
200070910;CC Tille et Venelle;-0.3;-0.2;-0.26;0.04
200070928;CC Terre de Picardie;-0.27;0.1;0.13;0.41
200070936;CC Ponthieu-Marquenterre;0.13;-0.2;-0.12;-0.25
200070944;CC du Vimeu;-0.45;-0.5;-0.45;0
200070951;CC du Territoire Nord Picardie;-0.43;-0.3;-0.29;0.14
200070969;CC Avre Luce Noye;-0.28;0.2;0.2;0.48
200070977;CC du Grand Roye;-0.15;-0.2;-0.19;-0.04
200070985;CC de l'Est de la Somme;-0.06;-0.4;-0.35;-0.3
200070993;CA de la Baie de Somme;-0.44;-0.5;-0.66;-0.22
200071017;CC des Terres d'Auxois;0.3;-0.2;-0.12;-0.41
200071025;CC Haute-Provence-Pays de Banon;0.57;0.4;0.47;-0.09
200071033;CC Jabron-Lure-Vançon-Durance;0.18;-0.1;-0.02;-0.21
200071041;CC du Chaourçois et du Val d'Armance;0.2;-0.4;-0.37;-0.57
200071058;CC Les Avant-Monts;1.31;1.1;1.14;-0.16
200071066;CA de Saint-Dié-des-Vosges;-0.45;-0.7;-0.68;-0.22
200071074;CC Les Portes de l'Ile de France;-0.15;0.3;0.36;0.51
200071082;CA Montluçon Communauté;-0.66;-0.9;-0.95;-0.28
200071116;CA ECLA  (Espace Communautaire Lons Agglomération);0.31;0;0.11;-0.2
200071140;CA Moulins Communauté;0.1;-0.2;-0.03;-0.13
200071165;CA Les Sables d'Olonne Agglomération;1.83;1.2;1.13;-0.71
200071173;CC du Pays Arnay Liernais;-0.22;-0.8;-0.88;-0.66
200071181;CC Somme Sud-Ouest;0.17;0.1;0.19;0.02
200071199;CC Plaine Limagne;0.67;0.6;0.71;0.03
200071207;CC de Pouilly-en-Auxois/Bligny-sur-Ouche;-0.28;-0.2;-0.34;-0.06
200071215;CC Chavanon Combrailles et Volcans;0.29;-0.4;-0.44;-0.73
200071223;CC Nièvre et Somme;-0.34;-0.3;-0.22;0.12
200071298;CC des Terres du Lauragais;1.13;1.4;1.39;0.26
200071314;CC des Hauts Tolosans;0.84;1.4;1.48;0.63
200071363;CA Vichy Communauté;0.11;-0.2;-0.3;-0.42
200071371;CC Bresse et Saône;0.25;0.5;0.48;0.23
200071389;CC Saint-Pourçain Sioule Limagne;0.65;0.2;0.19;-0.46
200071405;CC Ardèche Rhône Coiron;0.38;0.7;0.71;0.33
200071413;CA Privas Centre Ardèche;0.32;0.2;0.2;-0.12
200071454;CA Evreux Portes de Normandie;-0.6;-0.1;-0.11;0.49
200071470;CC Entr'Allier Besbre et Loire;0;-0.5;-0.58;-0.58
200071496;CC du Bocage Bourbonnais;0.23;-0.3;-0.38;-0.61
200071504;CC des Collines du Perche Normand;-0.62;-1.2;-1.2;-0.58
200071512;CC Commentry Montmarault Néris Communauté;-0.11;-0.5;-0.53;-0.42
200071520;CC Domfront Tinchebray Interco;-0.47;-0.8;-0.86;-0.39
200071538;CC Terres de Bresse;0.36;0.2;0.23;-0.13
200071546;CC Sud Retz Atlantique;0.56;0.8;0.84;0.28
200071553;CC Loire Layon Aubance;-0.05;0.3;0.3;0.35
200071579;CC Bresse Louhannaise Intercom';0.38;-0.1;-0.1;-0.48
200071587;CC Loches Sud Touraine;-0.03;-0.5;-0.46;-0.43
200071595;CC Arbois, Poligny, Salins, Cœur du Jura;-0.07;-0.5;-0.5;-0.43
200071629;CC Challans-Gois Communauté;1.24;1.2;1.22;-0.02
200071645;CC Saint Cyr Mère Boitier entre Charolais et Mâconnais;0.52;0.4;0.45;-0.07
200071652;CC du Pays Fertois et du Bocage Carrougien;-0.19;-0.4;-0.32;-0.12
200071678;CA Agglomération du Choletais;0.01;0.3;0.32;0.31
200071751;CA du Bassin de Bourg-en-Bresse;0.36;0.5;0.58;0.22
200071769;CC Picardie des Châteaux;-0.33;-0.1;-0.12;0.2
200071777;CC d'Arcis, Mailly, Ramerupt;-0.09;-0.1;-0.17;-0.07
200071785;CA Chauny-Tergnier-La Fère;-0.35;-0.3;-0.33;0.02
200071819;CC du Périgord Nontronnais;0.19;-0.7;-0.8;-0.98
200071827;CA du Grand Angoulême;0.04;0.2;0.13;0.1
200071843;CC du Vexin Normand;0.28;0.5;0.53;0.25
200071850;CC du Pithiverais-Gâtinais;0.38;0.1;0.24;-0.15
200071868;CC des Vallées du Haut-Anjou;0;0.6;0.71;0.71
200071876;CA Saumur Val de Loire;-0.28;-0.3;-0.24;0.04
200071884;CC Le Grand Charolais;0.26;-0.1;-0.13;-0.39
200071892;CA du Saint-Quentinois;-0.65;-0.5;-0.52;0.13
200071900;CC Vendée Grand Littoral;1.4;1;0.98;-0.43
200071918;CC du Pays de Saint-Fulgent - Les Essarts;0.36;0.9;0.88;0.53
200071926;CC du Limouxin;0.47;-0.1;-0.03;-0.5
200071934;CC Pays de Fontenay-Vendée;0.08;-0.1;-0.17;-0.25
200071942;CC Haut Limousin en Marche;-0.08;-1.1;-1.14;-1.07
200071967;CC Pays d'Évian Vallée d'Abondance;1.13;1.5;1.54;0.41
200071983;CC Thiérache Sambre et Oise;-0.6;-0.8;-0.79;-0.19
200071991;CC Retz-en-Valois;-0.7;-0.6;-0.48;0.22
200072007;CC de la Montagne d'Ardèche;-0.05;-0.9;-1.04;-0.99
200072015;CA Annonay Rhône Agglo;0.57;0.7;0.74;0.17
200072023;CC Cœur de Charente;0.37;-0.1;-0.15;-0.52
200072031;CA de la Région de Château-Thierry;0.32;0.4;0.5;0.18
200072049;CC de Charente Limousine;0.17;-0.4;-0.43;-0.6
200072056;CC Porte du Jura;0.42;0.1;0.03;-0.39
200072064;CC Val-de-Cher-Controis;0.34;-0.1;-0.09;-0.43
200072072;CA Territoires Vendômois;-0.32;-0.7;-0.67;-0.34
200072080;CC du Pays de Saint-Éloy;0.62;-0.5;-0.37;-1
200072098;CC Combrailles Sioule et Morge;0.79;0.9;0.91;0.12
200072106;CC Adour Madiran;0.43;-0.3;-0.23;-0.67
200072130;CA du Pays de Meaux;0.03;1;1.03;0.99
200072304;CC Vallée de l'Ubaye - Serre-Ponçon;-0.11;-0.6;-0.63;-0.53
200072312;CA Seine Normandie Agglomération;-0.34;-0.1;-0.07;0.27
200072320;CC Val de Gers;0.56;0;0.08;-0.48
200072346;CA du Pays de Fontainebleau;0.05;0.1;0.08;0.03
200072452;CA Fougères Agglomération;0.19;0.2;0.22;0.04
200072460;CA de Béthune-Bruay, Artois-Lys Romane;-0.24;-0.1;-0.08;0.16
200072478;CC Pays d'Opale;0.11;0.2;0.2;0.09
200072544;CC des Deux Morin;-0.09;0.2;0.17;0.25
200072635;CC Pyrénées Haut Garonnaises;0.34;-0.4;-0.56;-0.9
200072643;CC Cœur et Coteaux du Comminges;0.55;0.1;0.01;-0.54
200072650;CC Touraine Vallée de l'Indre;0.82;1.2;1.27;0.46
200072668;CC Touraine Val de Vienne;-0.02;-0.4;-0.38;-0.36
200072676;CC Maine Saosnois;-0.09;-0.4;-0.33;-0.24
200072684;CC Le Gesnois Bilurien;-0.23;0.3;0.22;0.45
200072692;CC des Vallées de la Braye et de l'Anille;-0.03;-0.8;-0.71;-0.68
200072700;CC Haute Sarthe Alpes Mancelles;-0.35;-0.4;-0.31;0.04
200072718;CC de la Champagne Conlinoise et du Pays de Sillé;-0.57;-0.5;-0.5;0.06
200072726;CC Châteaubriant-Derval;0.11;0.2;0.21;0.11
200072734;CC Estuaire et Sillon;0.75;1.4;1.37;0.63
200072825;CC Mirebellois et Fontenois;0.29;0.3;0.38;0.09
200072874;CC Val Briard;0.33;0.7;0.76;0.43
200072882;CC de Vie et Boulogne;0.71;1.2;1.23;0.53
200072981;CC Touraine Ouest Val de Loire;-0.01;0;0.04;0.05
200072999;CC du Grand Langres;-0.51;-0.6;-0.61;-0.1
200073013;CC Carnelle Pays-de-France;0.11;0.5;0.47;0.35
200073096;CA Arche Agglo;0.39;0.6;0.66;0.27
200073104;CC de l'Île-Rousse - Balagne;-0.6;-0.5;-0.87;-0.26
200073112;CC Sud Sarthe;-0.3;-0.7;-0.69;-0.4
200073120;CC Nebbiu - Conca d'Oro;1.81;1.5;1.56;-0.25
200073138;CC Pasquale Paoli;0.2;-0.3;-0.36;-0.56
200073146;CC Cagire Garonne Salat;0.64;0.1;0.11;-0.53
200073161;CC Touraine-Est Vallées;0.4;0.7;0.71;0.31
200073237;CC de Gâtine et Choisilles - Pays de Racan;0.29;0.7;0.69;0.41
200073245;CC du Bassin d'Aubenas;0.94;0.8;0.69;-0.25
200073252;CC de la Castagniccia-Casinca;0.73;0.7;0.8;0.07
200073260;CC Sud Vendée Littoral;0.51;0.2;0.23;-0.28
200073344;CA Rambouillet Territoires;-0.03;0.3;0.32;0.35
200073393;CC des Rives du Haut-Allier;-0.09;-0.9;-0.9;-0.81
200073401;CC Mézenc-Loire-Meygal;0.77;0.3;0.27;-0.51
200073419;CA du Puy-en-Velay;0.34;0.2;0.17;-0.17
200073427;CC Marches du Velay-Rochebaron;0.28;0.5;0.48;0.2
200077014;CA Vienne Condrieu;0.26;0.9;0.76;0.5
200083392;CA Laval Agglomération;-0.18;0.3;0.25;0.43
200084952;CU Le Havre Seine Métropole;-0.4;-0.2;-0.12;0.28
200085728;CC Brioude Sud Auvergne;0.45;-0.1;0.05;-0.4
200085751;CC Entre Bièvre et Rhône;0.04;0.4;0.41;0.37
200089456;CA Seine-Eure;-0.16;0.3;0.34;0.49
200090504;CA Coulommiers Pays de Brie;0.16;0.6;0.61;0.45
200090561;CC Vierzon-Sologne-Berry;-0.5;-0.8;-0.82;-0.32
200090579;CC Terre d'Émeraude Communauté;-0.26;-0.5;-0.49;-0.23
200090751;CA Grand Calais Terres et Mers;-0.21;0.1;0.2;0.4
200093201;Métropole Européenne de Lille;-0.45;0.3;0.26;0.72
200096634;CC des Hautes Vosges;-0.32;-0.7;-0.72;-0.4
200096642;CC Gérardmer Hautes Vosges;-0.43;-0.7;-0.86;-0.43
200096675;CC Baud Communauté;0.51;0.4;0.44;-0.07
200096683;CC Centre Morbihan Communauté;0.19;0.2;0.25;0.06
200096956;CA Agglomération d'Agen;-0.22;-0.1;-0.06;0.16
240100610;CC de la Côtière à Montluel;-0.24;0.5;0.55;0.8
240100750;CA du Pays de Gex;1.76;2.3;2.44;0.68
240100800;CC de Miribel et du Plateau;0.53;1;1;0.48
240100883;CC de la Plaine de l'Ain;0.25;0.7;0.75;0.5
240100891;CC du Pays Bellegardien (CCPB);0.29;0.6;0.79;0.5
240200444;CC de la Thiérache du Centre;-0.47;-0.5;-0.57;-0.1
240200469;CC du Pays de la Serre;-0.39;-0.4;-0.42;-0.03
240200477;CA GrandSoissons Agglomération;0.02;0.2;0.12;0.1
240200493;CC du Pays du Vermandois;-0.32;-0.3;-0.32;0
240200501;CC du Val de l'Aisne;-0.37;-0.1;-0.08;0.29
240200519;CC du Canton d'Oulchy-le-Château;-0.59;-0.3;-0.25;0.34
240200576;CC de la Champagne Picarde;-0.4;-0.1;-0.07;0.33
240200584;CC du Canton de Charly-sur-Marne;0.18;0.1;0.25;0.07
240200592;CC du Chemin des Dames;0.42;0.2;0.23;-0.19
240200600;CC des Trois Rivières;-0.82;-0.8;-0.83;-0.01
240200634;CC des Portes de la Thiérache;-0.81;-0.9;-1.02;-0.21
240300491;CC du Pays de Lapalisse;0.51;-0.2;-0.19;-0.71
240300558;CC du Pays de Tronçais;1.1;-0.2;-0.27;-1.37
240300566;CC du Val de Cher;-0.01;-0.4;-0.49;-0.48
