Insee - Statistiques locales; ; ; ; ; 
Référentiel géographique : France par intercommunalité; ; ; ; ; 
Code;Libellé;Évol. annuelle moy. de la pop. due au solde apparent entrées/sorties 2013-2018;Évol. annuelle moy. de la population 2013 - 2019 (en %) 2019;Évol. annuelle moy. de la population 2013-2018;Évol. annuelle moy. de la pop. due au solde naturel 2013-2018
240300657;CC du Pays d'Huriel;-0.46;-0.6;-0.57;-0.12
240400440;CC Pays Forcalquier et Montagne de Lure;1.45;0.9;0.98;-0.47
240500439;CC du Briançonnais;-1.39;-0.8;-1.16;0.24
240500462;CC du Pays des Ecrins;-0.32;-0.1;-0.04;0.28
240600551;CA de la Riviera Française;1.44;0.7;0.81;-0.63
240600585;CA de Sophia Antipolis;-0.07;0.2;0.04;0.11
240600593;CC du Pays des Paillons;0.78;0.3;0.37;-0.41
240700302;CC du Pays Beaume-Drobie;1.21;0.7;0.62;-0.59
240700617;CC Val de Ligne;0.35;-0.2;-0.3;-0.64
240700716;CC du Val d'Ay;0.7;0.4;0.44;-0.26
240700815;CC Berg et Coiron;1.42;1.2;1.22;-0.19
240700864;CC du Rhône aux Gorges de l'Ardèche;0.02;-0.1;-0.16;-0.18
240800821;CC Ardenne, Rives de Meuse;-0.54;-1;-0.94;-0.4
240800847;CC des Portes du Luxembourg;-0.33;-0.5;-0.39;-0.06
240800862;CC des Crêtes Préardennaises;-0.13;0;0.04;0.17
240800920;CC de l'Argonne Ardennaise;-0.28;-0.5;-0.5;-0.21
240900431;CC du Pays de Tarascon;-0.27;-0.7;-0.87;-0.6
240900464;CC du Pays d'Olmes;-0.02;-0.7;-0.68;-0.66
241000223;CC Forêts, Lacs, Terres en Champagne;-0.53;-0.2;-0.33;0.2
241000405;CC de la Région de Bar-sur-Aube;-0.56;-1.2;-1.11;-0.55
241000447;CC du Pays d'Othe;0.02;-0.4;-0.35;-0.37
241000488;CC de l'Orvin et de l'Ardusson;-0.17;-0.1;-0.04;0.12
241100593;CA Le Grand Narbonne;1.02;0.8;0.85;-0.18
241200187;CA Rodez Agglomération;0.47;0.6;0.6;0.13
241200542;CC du Réquistanais;0.2;-0.7;-0.71;-0.92
241200567;CC de Millau Grands Causses;0.18;-0.1;-0.07;-0.26
241200625;CC du Pays Rignacois;0.61;0.6;0.51;-0.09
241200641;CC Conques-Marcillac;0.49;0.2;0.21;-0.27
241200658;CC du Pays de Salars;0.46;0.4;0.38;-0.08
241200674;CC du Plateau de Montbazens;0.47;0;-0.05;-0.52
241200765;CC de Lévézou Pareloup;-0.11;-0.3;-0.4;-0.29
241200807;CC Aveyron Bas Ségala Viaur;0.39;-0.6;-0.54;-0.94
241200906;CC Larzac et Vallées;3.45;3.1;2.89;-0.57
241200914;CC de la Muse et des Raspes du Tarn;1.26;0.4;0.56;-0.7
241300375;CC Vallée des Baux-Alpilles (CC VBA);0.54;0.2;0.24;-0.31
241300417;CA d'Arles-Crau-Camargue-Montagnette;-0.21;0;0.03;0.24
241400415;CC Cœur Côte Fleurie;0.02;-0.7;-0.84;-0.86
241400514;CC du Pays de Falaise;-0.28;-0.2;-0.13;0.15
241400555;CC de Bayeux Intercom;0.04;-0.2;-0.13;-0.17
241400860;CC Cœur de Nacre;0.29;-0.1;-0.06;-0.35
241400878;CC Terre d'Auge;-0.13;-0.1;-0.2;-0.07
241500230;CA du Bassin d'Aurillac;0.19;0;-0.11;-0.31
241500255;CC du Pays Gentiane;0.27;-0.8;-0.88;-1.15
241500271;CC du Pays de Mauriac;0.43;-0.6;-0.48;-0.91
241501055;CC Sumène - Artense;0.85;-0.3;-0.27;-1.12
241501089;CC Cère et Goul en Carladès;-0.02;-0.5;-0.61;-0.59
241501139;CC du Pays de Salers;0.35;-0.7;-0.79;-1.14
241600303;CC du Rouillacais;0.1;-0.1;-0.08;-0.18
241700434;CA de La Rochelle;0.99;1;0.89;-0.09
241700459;CC de l'Île de Ré;0.31;-0.3;-0.44;-0.74
241700517;CC Cœur de Saintonge;0.48;0.6;0.64;0.15
241700624;CC de l'Île d'Oléron;1.11;0.1;0.17;-0.94
241700632;CC de Gémozac et de la Saintonge Viticole;0.99;1;0.94;-0.04
241700640;CA Royan Atlantique;1.44;0.5;0.52;-0.91
241700699;CC du Bassin de Marennes;0.82;0.3;0.25;-0.57
241800374;CC La Septaine;-0.54;-0.1;-0.18;0.36
241800424;CC Le Dunois;-0.71;-1.3;-1.21;-0.51
241800432;CC Les Trois Provinces;-0.29;-1;-1.02;-0.73
241800457;CC FerCher;-0.14;-0.3;-0.35;-0.21
241800507;CA Bourges Plus;-0.4;-0.3;-0.38;0.01
241900133;CC de Ventadour - Egletons - Monédières;0.13;-0.3;-0.35;-0.48
241927201;CA Tulle Agglo;0.74;0.2;0.23;-0.51
241927243;CC du Pays d'Uzerche;0.98;0.3;0.21;-0.77
242000354;CA de Bastia;1.87;1.6;1.79;-0.07
242000495;CC de l'Alta Rocca;0.45;0.3;0.26;-0.18
242000503;CC Celavu-Prunelli;1.6;1.6;1.63;0.03
242010056;CA du Pays Ajaccien;1.33;1.2;1.28;-0.05
242010130;CC du Sartenais Valinco Taravo;0.48;0.2;0.18;-0.3
242020071;CC du Centre Corse;0.44;0.2;0.2;-0.24
242020105;CC de Calvi Balagne;0.53;1;0.83;0.3
242100154;CC des Vallées de la Tille et de l'Ignon;-0.05;0.3;0.31;0.36
242100410;Dijon Métropole;0.15;0.5;0.47;0.32
242101434;CC du Pays Châtillonnais;-0.41;-0.9;-0.89;-0.47
242101442;CC de Saulieu;-0.26;-1;-1.18;-0.92
242101459;CC du Pays d'Alésia et de la Seine;-0.32;-0.6;-0.59;-0.28
242101491;CC du Montbardois;-0.54;-1.1;-0.95;-0.41
242101509;CC Rives de Saône;-0.21;-0.3;-0.24;-0.03
242200715;CC du Kreiz-Breizh (CCKB);0.24;-0.7;-0.67;-0.9
242300135;CC du Pays Sostranien;-0.2;-1.1;-0.99;-0.79
242320000;CC de Bénévent Grand Bourg;0.9;-0.6;-0.62;-1.52
242320109;CC du Pays Dunois;0.27;-0.9;-0.94;-1.22
242400752;CC Périgord-Limousin;0.64;-0.4;-0.35;-0.99
242400935;CC du Pays de Saint-Aulaye;1.1;0;-0.08;-1.19
242401024;CC Isle-Loue-Auvézère en Périgord;0.61;-0.4;-0.38;-0.99
242500320;CC de Montbenoît;0.85;1.8;1.71;0.86
242500338;CC du Grand Pontarlier;0.38;0.8;0.78;0.4
242500361;CU Grand Besançon Métropole;-0.2;0.3;0.24;0.44
242504116;CC du Val de Morteau;0.38;0.9;0.91;0.54
242504181;CC des Portes du Haut-Doubs;0.42;1.1;1.08;0.66
242504355;CC du Plateau de Russey;0.62;1.3;1.37;0.75
242504371;CC du Pays de Sancey-Belleherbe;0.67;0.6;0.83;0.16
242504447;CC du Doubs Baumois;-0.35;-0.1;-0.17;0.18
242504488;CC Altitude 800;0.37;0.9;0.85;0.48
242504496;CC du Plateau de Frasne et du Val de Drugeon (CFD);0.33;1.1;0.95;0.62
242600252;CC du Val de Drôme en Biovallée;0.57;0.8;0.91;0.35
242600492;CC Dieulefit-Bourdeaux;0.88;0.6;0.56;-0.32
242600534;CC du Diois;1.35;0.9;1.04;-0.31
242700276;CC du Pays de Conches;-0.43;-0.2;-0.17;0.25
242700607;CC du Pays du Neubourg;0.18;0.5;0.5;0.32
242852465;CC du Bonnevalais;0.15;-0.1;0.03;-0.12
242900074;CC du Pays d'Iroise;0.55;0.6;0.62;0.07
242900314;Brest Métropole;0.07;0.3;0.27;0.2
242900553;CC du Pays des Abers;0.38;0.6;0.59;0.21
242900561;CC de Haute Cornouaille;0.43;-0.2;-0.23;-0.67
242900629;CC Cap Sizun - Pointe du Raz;0.85;-0.5;-0.49;-1.35
242900645;CC Douarnenez Communauté;-0.01;-0.8;-0.89;-0.88
242900660;CC du Pays Fouesnantais;1.04;0.8;0.74;-0.3
242900694;CA Quimperlé Communauté;0.59;0.3;0.31;-0.28
242900702;CC du Pays Bigouden Sud;0.75;0.1;-0.01;-0.76
242900710;CC du Haut Pays Bigouden;0.75;0.5;0.46;-0.28
242900744;CC Poher communauté;-0.01;-0.6;-0.61;-0.6
242900751;CC du Pays de Landivisiau;-0.21;0.1;0.08;0.29
242900769;CA Concarneau Cornouaille Agglomération;0.9;0.5;0.42;-0.48
242900793;CC Communauté Lesneven Côte des Légendes;0.08;0;-0.02;-0.1
242900801;CA du Pays de Landerneau-Daoulas;0.29;0.6;0.59;0.31
242900835;CA Morlaix Communauté;0.29;0;-0.1;-0.39
243000270;CC du Pays Viganais;0.13;-0.3;-0.36;-0.48
243000296;CC du Pays de Sommières;1.3;1.4;1.52;0.22
243000569;CC Rhony, Vistre, Vidourle;0.68;1;1.01;0.33
243000585;CC Beaucaire Terre d'Argence;-0.09;0.5;0.4;0.49
243000593;CC de Petite Camargue;0.68;1;1.14;0.46
243000643;CA de Nîmes Métropole;-0.18;0.1;0.2;0.38
243000650;CC Terre de Camargue;0.47;0.2;0.17;-0.3
243000684;CC du Pont du Gard;0.33;0.5;0.67;0.34
243100518;Toulouse Métropole;0.55;1.3;1.28;0.74
243100567;CC Lauragais Revel Sorezois;0.77;0.4;0.48;-0.29
243100633;CA du Sicoval;1.35;1.7;1.8;0.44
243100732;CC des Coteaux du Girou;0.35;1;0.83;0.48
243100773;CC Val'Aïgo;1.4;1.6;1.57;0.18
243100781;CC de la Save au Touch;1.16;1.9;1.97;0.81
243100815;CC des Coteaux Bellevue;1.23;1.5;1.46;0.23
243200391;CC de la Lomagne Gersoise;0.29;-0.3;-0.37;-0.66
243200409;CC du Bas Armagnac;0.82;0.3;0.32;-0.5
243200417;CC de la Tenarèze;-0.13;-0.7;-0.75;-0.62
243200425;CC Cœur d'Astarac en Gascogne;0.06;-0.6;-0.67;-0.73
243200458;CC du Grand Armagnac;0.7;0.1;0.09;-0.61
243200508;CC Bastides et Vallons du Gers;0.38;-0.7;-0.66;-1.04
243200599;CC du Saves;0.56;0.3;0.21;-0.35
243200607;CC Artagnan de Fezensac;0.62;-0.4;-0.44;-1.05
243300316;Bordeaux Métropole;0.87;1.4;1.34;0.47
243300563;CA Bassin d'Arcachon Sud (COBAS);1.8;1.2;1.24;-0.55
243300811;CC de l'Estuaire;0.4;0.3;0.41;0.01
243301165;CC Jalle-Eau-Bourde;1.61;1.7;1.68;0.07
243301181;CC Latitude Nord Gironde;0.83;1.4;1.35;0.53
243301215;CC du Créonnais;1.15;1.7;1.67;0.52
243301223;CC du Grand Cubzaguais;1.18;1.6;1.62;0.44
243301249;CC Les Rives de la Laurence;0.88;1.6;1.41;0.52
243301264;CC de Montesquieu;1.45;2;2.01;0.56
243301355;CC Les Coteaux Bordelais;1.82;2.2;2;0.18
243301371;CC du Pays Foyen;0.99;0.3;0.41;-0.58
243301389;CC Médullienne;1.76;2.3;2.51;0.75
243301397;CC du Fronsadais;0.39;0.8;0.73;0.34
243301405;CC du Val de l'Eyre;1.66;2.1;2.12;0.46
243301439;CC des Portes de l'Entre-deux-Mers;1.27;1.5;1.44;0.18
243301447;CC Médoc Estuaire;1.03;1.8;1.74;0.71
243301454;CC Castillon/Pujols;0.33;0.1;0.15;-0.19
243301504;CA du Bassin d'Arcachon Nord;2.24;2.1;2.09;-0.15
243400017;Montpellier Méditerranée Métropole;1.1;1.8;1.72;0.63
243400355;CC du Clermontais;1;1;1.03;0.04
243400470;CA du Pays de l'Or;0.43;0.5;0.47;0.04
243400488;CC La Domitienne;0.93;1;0.91;-0.02
243400520;CC du Pays de Lunel;0.67;1;1.07;0.4
243400694;CC Vallée de l'Hérault;1.75;2.1;2.12;0.37
243400736;CC des Cévennes Gangeoises et Suménoises;0.66;0.2;0.28;-0.38
243400769;CA de Béziers-Méditerranée;0.78;0.9;0.89;0.11
243400819;CA Hérault-Méditerranée;1.86;1.5;1.62;-0.24
243500139;Rennes Métropole;0.57;1.2;1.16;0.59
243500550;CC Montfort Communauté;0.37;0.9;0.86;0.49
243500618;CC Brocéliande Communauté;0.83;1.4;1.46;0.63
243500634;CC Roche aux Fées Communauté;0.29;0.6;0.58;0.29
243500659;CC Pays de Châteaugiron Communauté;1.29;2;2.11;0.81
243500667;CC Val d'Ille-Aubigné;0.83;1.7;1.68;0.84
243500725;CC Côte d'Émeraude;1.54;1.1;0.99;-0.56
243500733;CC Bretagne Romantique;0.47;0.8;0.9;0.43
243500741;CA Redon Agglomération;0.35;0.2;0.22;-0.13
243500774;CC Liffré-Cormier Communauté;0.9;1.5;1.43;0.53
243500782;CA du Pays de Saint Malo Agglomération;1.16;0.9;0.89;-0.27
243600202;CC Chabris - Pays de Bazelle;0.11;-0.6;-0.57;-0.68
243600236;CC du Pays d'Issoudun;-0.45;-1.1;-1.06;-0.61
243600293;CC de la Région de Levroux;-0.06;-0.5;-0.53;-0.47
243600301;CC Val de l'Indre - Brenne;0.12;-0.3;-0.23;-0.35
243600319;CC Brenne - Val de Creuse;0.1;-0.7;-0.66;-0.76
243600327;CA Châteauroux Métropole;-0.43;-0.4;-0.47;-0.04
243600343;CC Cœur de Brenne;-0.27;-1.1;-1.24;-0.97
243600350;CC de la Châtre et Sainte-Sévère;0.05;-0.8;-0.81;-0.87
243700499;CC du Castelrenaudais;-0.32;-0.1;-0.07;0.25
243700754;Tours Métropole Val de Loire;0;0.3;0.28;0.29
243700820;CC de Bléré Val de Cher;0;0.2;0.13;0.13
243800604;CA Porte de l'Isère (C.A.P.I);0.04;1;0.94;0.89
243800745;CC de l'Oisans;-0.33;-0.2;-0.21;0.12
243800935;CC Lyon Saint Exupéry en Dauphiné;1.26;2.1;2.27;1.01
243800984;CA du Pays Voironnais;0.06;0.4;0.39;0.34
243801024;CC du Massif du Vercors;0.02;0.3;0.31;0.29
243801073;CC de Bièvre Est;0.21;0.7;0.64;0.43
243801255;CC des Collines du Nord Dauphiné;0.48;0.9;0.9;0.42
243900354;CC de la Station des Rousses-Haut Jura;1.04;1.5;1.79;0.75
243900420;CC du Val d'Amour;-0.4;-0.5;-0.5;-0.09
243900479;CC Haut-Jura Arcade Communauté;-0.86;-0.6;-0.59;0.27
243900560;CC Jura Nord;0.15;0.4;0.48;0.33
243900610;CC La Grandvallière;-0.04;0.1;0.08;0.12
243901089;CC de la Plaine Jurassienne;-0.39;-0.3;-0.33;0.06
244000543;CC de Mimizan;1.15;0.8;0.68;-0.47
244000659;CC du Seignanx;1.32;1.5;1.4;0.08
244000675;CA du Grand Dax;0.62;0.4;0.32;-0.3
244000691;CC du Pays Morcenais;0.87;0;0;-0.87
244000766;CC du Pays Tarusate;0.96;0.6;0.72;-0.24
244000774;CC du Pays de Villeneuve en Armagnac Landais;0.61;0.3;0.39;-0.22
244000808;CA Mont-de-Marsan Agglomération;-0.36;-0.1;-0.24;0.12
244000824;CC du Pays Grenadois;0.02;-0.1;-0.17;-0.19
244000857;CC Côte Landes Nature;2.09;1.5;1.6;-0.49
244000865;CC Maremne Adour Côte Sud;1.9;1.9;1.86;-0.04
244000873;CC des Grands Lacs;1.38;1.3;1.3;-0.08
244000881;CC Coteaux et Vallées des Luys;0.36;0;-0.06;-0.42
244100293;CC des Collines du Perche;-0.31;-0.8;-0.94;-0.63
244100780;CC de la Sologne des Étangs;0.37;-0.1;-0.13;-0.5
244100798;CC du Grand Chambord;0.25;0.2;0.28;0.03
244100806;CC de la Sologne des Rivières;-0.37;-1.1;-1.1;-0.73
244200614;CC des Vals d'Aix et Isable;-0.14;-0.3;-0.21;-0.08
244200622;CC des Monts du Pilat;0.22;0.1;-0.06;-0.28
244200630;CC du Pays entre Loire et Rhône;0.41;0.3;0.31;-0.1
244200770;Saint-Etienne Métropole;-0.21;0.1;0.09;0.29
244200820;CC du Pays d'Urfé;0.84;0.2;0.32;-0.52
244200895;CC du Pilat Rhodanien;0.13;0.4;0.41;0.28
244300307;CC du Pays de Montfaucon;-0.4;-0.7;-0.58;-0.18
244301016;CC des Sucs;0.85;0.7;0.72;-0.13
244301099;CC Auzon Communauté;0.45;0.3;0.41;-0.03
244301107;CC du Haut-Lignon;0;-0.5;-0.51;-0.5
244301123;CC des Pays de Cayres et de Pradelles;0.29;-0.5;-0.53;-0.82
244301131;CC Loire et Semène;0.07;0.2;0.26;0.19
244400404;Nantes Métropole;0.92;1.5;1.5;0.58
244400438;CC Grand Lieu Communauté;0.55;1.3;1.19;0.64
244400453;CC de la Région de Blain;0.36;0.6;0.67;0.3
244400503;CC d'Erdre et Gesvres;1.16;1.9;1.84;0.68
244400537;CC de Nozay;0.26;0.9;0.96;0.71
244400552;CC du Pays d'Ancenis;0.34;0.8;0.8;0.45
244400586;CC du Sud Estuaire;1.07;0.9;0.92;-0.15
244400610;CA de la Presqu'île de Guérande Atlantique (Cap Atlantique);1.16;0.6;0.61;-0.55
244400644;CA de la Région Nazairienne et de l'Estuaire (CARENE);0.77;0.9;0.87;0.11
244500203;CA Montargoise et Rives du Loing (A.M.E.);0.29;0.5;0.46;0.17
244500211;CC Giennoises;-0.85;-0.9;-0.9;-0.05
244500419;CC des Quatre Vallées;0.18;0.1;0.14;-0.04
244500427;CC des Loges;0.22;0.6;0.6;0.38
244500468;Orléans Métropole;0.09;0.7;0.74;0.65
244500484;CC de la Forêt;0.77;1.2;1.16;0.39
244500542;CC de la Plaine du Nord Loiret;0.22;0.1;0.16;-0.06
244600433;CC de la Vallée du Lot et du Vignoble;0.51;-0.2;-0.21;-0.72
244600482;CC Quercy - Bouriane;0.18;-0.6;-0.69;-0.87
244600532;CC du Pays de Lalbenque-Limogne;1.02;0.8;0.74;-0.29
244600573;CC du Causse de Labastide-Murat;1.26;0.3;0.41;-0.84
244700449;CC du Pays de Duras;1.08;0.5;0.56;-0.52
244700464;CC du Pays de Lauzun;0.31;-0.4;-0.43;-0.74
244701355;CC des Coteaux et Landes de Gascogne;0.53;-0.1;-0.08;-0.61
244701405;CC Lot et Tolzac;0.78;0.2;0.09;-0.69
244800405;CC Cœur de Lozère;0.59;0.8;0.77;0.17
244800470;CC du Gévaudan;-0.11;-0.4;-0.48;-0.36
244900015;CU Angers Loire Métropole;0.38;0.8;0.81;0.43
244900809;CC Anjou Bleu Communauté;-0.05;0;-0.03;0.01
244900882;CC Baugeois Vallée;-0.05;0;-0.01;0.05
245100615;CC de la Grande Vallée de la Marne;-0.22;-0.6;-0.5;-0.28
245100888;CC de la Brie Champenoise;0.07;-0.1;-0.09;-0.17
245100979;CC du Sud Marnais;-1.18;-1;-1.09;0.09
245200597;CC des Trois Forêts;-0.63;-1;-1.13;-0.5
245300223;CC du Pays de Meslay-Grez;-0.4;-0.1;-0.06;0.34
245300355;CC de l'Ernée;-0.09;-0.1;-0.03;0.06
245300389;CC du Bocage Mayennais;-0.06;-0.7;-0.73;-0.66
245300447;CC du Pays de Château-Gontier;0.08;0.2;0.24;0.15
245400171;CC Moselle et Madon;-0.47;-0.4;-0.35;0.13
245400189;CC des Pays du Sel et du Vermois;-0.41;-0.4;-0.39;0.03
245400262;CA Grand Longwy Agglomération;0.69;0.8;0.83;0.15
245400510;CC du Pays de Colombey et du Sud Toulois;-0.2;0.1;0.18;0.39
245400601;CC du Bassin de Pompey;-0.14;-0.2;-0.1;0.04
245400676;Métropole du Grand Nancy;-0.06;0.3;0.26;0.32
245400759;CC du Pays du Sanon;-0.56;-0.3;-0.3;0.25
245500327;CC du Sammiellois;-0.31;-0.6;-0.54;-0.23
245501176;CC du Territoire de Fresnes-en-Woëvre;-0.99;-1;-1.01;-0.03
245501184;CC du Pays de Revigny-sur-Ornain;-0.81;-0.6;-0.55;0.26
245501242;CC du Pays d'Étain;-0.75;-0.7;-0.64;0.11
245501259;CC du Pays de Montmédy;-0.76;-0.7;-0.77;-0.01
245600440;CC de Blavet Bellevue Océan;0.15;0.6;0.52;0.37
245600465;CC de Belle-Île-en-Mer;1.2;0.6;0.56;-0.64
245614383;CC Questembert Communauté;0.84;0.9;0.92;0.08
245614417;CC Roi Morvan Communauté;0.04;-0.8;-0.83;-0.86
245614433;CC Pontivy Communauté;0.73;0.5;0.5;-0.23
245700133;CC du District Urbain de Faulquemont (DUF);-0.51;-0.4;-0.42;0.09
245700372;CA de Forbach Porte de France;-0.57;-0.6;-0.59;-0.02
245700398;CC de Freyming-Merlebach;-0.79;-0.7;-0.74;0.05
245700695;CC de Cattenom et Environs;0.5;0.8;0.75;0.24
245700950;CC du Pays de Phalsbourg;-0.34;-0.2;-0.2;0.13
245701164;CC du Warndt;-0.16;-0.3;-0.34;-0.18
245701206;CC du Saulnois;-0.41;-0.7;-0.61;-0.21
245701222;CA du Val de Fensch;-0.07;0.2;0.17;0.24
245701271;CC du Pays Orne Moselle;-0.04;0.1;0.11;0.14
245701354;CC de l'Arc Mosellan;0.48;0.9;0.83;0.35
245701362;CA Portes de France-Thionville;-0.02;0.3;0.14;0.16
245701404;CC du Pays Haut Val d'Alzette;1.23;1;0.98;-0.25
245801063;CC Loire et Allier;-0.32;-0.2;-0.33;-0.01
245804406;CA de Nevers;-0.53;-0.7;-0.73;-0.2
245804497;CC du Nivernais Bourbonnais;-0.33;-1.1;-1.1;-0.77
245900428;CU de Dunkerque;-0.66;-0.4;-0.39;0.27
245900758;CC Flandre Lys;-0.09;0.2;0.12;0.22
245901038;CC du Pays Solesmois;-0.24;-0.2;-0.13;0.11
245901152;CC Cœur d'Ostrevent;-0.5;-0.3;-0.25;0.25
245901160;CA Valenciennes Métropole;-0.16;0.2;0.24;0.4
246000129;CC du Liancourtois;-0.1;0.3;0.29;0.38
246000376;CC du Clermontois;-0.18;0.2;0.15;0.32
246000566;CC du Plateau Picard;-0.39;0;0.03;0.42
246000582;CC des Sablons;0.17;0.6;0.74;0.57
246000707;CC du Vexin-Thelle;0.19;0.4;0.35;0.16
246000749;CC des Lisières de l'Oise;-0.03;-0.2;-0.13;-0.1
246000756;CC du Pays Noyonnais;-0.76;-0.4;-0.39;0.37
246000764;CC de l'Aire Cantilienne;-0.16;-0.1;-0.04;0.13
246000772;CC des Deux Vallées;-0.23;-0.1;0;0.23
246000848;CC de la Picardie Verte;-0.33;-0.2;-0.1;0.23
246000855;CC du Pays des Sources;-0.16;0.3;0.34;0.5
246000871;CC du Pays de Valois;0.02;0.4;0.45;0.43
246000897;CC de la Plaine d'Estrées;0.3;0.8;0.79;0.49
246000913;CC du Pays de Bray;-0.61;-0.2;-0.21;0.4
246000921;CC des Pays d'Oise et d'Halatte;-0.39;0.1;0.07;0.46
246100390;CC du Val d'Orne;-0.34;-0.4;-0.36;-0.01
246100663;CU d'Alençon;-0.36;-0.2;-0.25;0.11
246200299;CA d'Hénin-Carvin;-0.11;0.4;0.35;0.46
246200364;CA de Lens - Liévin;-0.31;0;0;0.32
246200380;CC de la Terre des Deux Caps;-0.11;0.2;0.13;0.24
246200729;CA du Boulonnais;-0.88;-0.7;-0.76;0.13
246200844;CC de la Région d'Audruicq;0.04;0.6;0.58;0.54
246201016;CC du Pays de Lumbres;-0.21;0.2;0.22;0.42
246300701;Clermont Auvergne Métropole;0.46;0.7;0.73;0.27
246300966;CC du Massif du Sancy;0.41;-0.2;-0.21;-0.62
246301097;CC Entre Dore et Allier;1.12;1;1.02;-0.1
246400337;CC de la Vallée d'Ossau;-0.26;-0.6;-0.64;-0.38
246401756;CC Pays de Nay;0.4;0.4;0.39;-0.01
246500482;CC de la Haute-Bigorre;0.23;-0.5;-0.53;-0.75
246500573;CC Aure Louron;-0.28;-0.4;-0.53;-0.25
246600282;CC Sud-Roussillon;1.84;1.5;1.43;-0.41
246600373;CC du Vallespir;0.6;-0.1;0.01;-0.6
246600399;CC Pyrénées Cerdagne;0.32;-0.1;-0.21;-0.53
246600415;CC Roussillon-Conflent;0.63;0.5;0.46;-0.17
246600423;CC Agly Fenouillèdes;0.11;-0.9;-0.96;-1.08
246600449;CC des Aspres;1.81;1.8;1.85;0.04
246600464;CC Pyrénées catalanes;0.19;0;0.11;-0.08
246600548;CC du Haut Vallespir;1.08;-0.3;-0.42;-1.5
246700306;CC de la Vallée de la Bruche;-0.31;-0.6;-0.55;-0.24
246700488;Eurométropole de Strasbourg;0.16;0.8;0.74;0.58
246700744;CC des Portes de Rosheim;0.11;0.2;0.24;0.14
246700777;CC de la Vallée de Villé;-0.09;-0.3;-0.19;-0.1
246700843;CC de la Basse-Zorn;0.31;0.6;0.54;0.23
246700926;CC du Pays de Wissembourg;-0.64;-0.8;-0.76;-0.12
246700959;CC du Pays de la Zorn;0.24;0.4;0.48;0.23
246700967;CC de Sélestat;-0.17;0.2;0.23;0.4
246701064;CC de la Région de Molsheim-Mutzig;0.24;0.5;0.51;0.28
246701080;CC du Pays de Sainte-Odile;0.3;0.9;0.62;0.32
246701098;CC du Pays de Niederbronn-les-Bains;0.14;0.1;0.07;-0.07
246800205;CC de la Vallée de Saint-Amarin;-0.29;-0.6;-0.63;-0.34
246800395;CC du Val d'Argent;-0.38;-0.6;-0.68;-0.29
246800445;CC du Centre du Haut-Rhin;0.57;1.1;0.98;0.42
246800494;CC du Pays de Rouffach, Vignobles et Châteaux;-0.23;-0.4;-0.18;0.04
246800551;CC de la Vallée de Kaysersberg;-0.28;-0.7;-0.61;-0.33
246800569;CC de la Région de Guebwiller;-0.42;-0.3;-0.36;0.07
246800577;CC du Pays de Ribeauvillé;0.35;0.3;0.31;-0.04
246800585;CC de la Vallée de Munster;-0.03;-0.2;-0.21;-0.18
246800676;CC de la Vallée de la Doller et du Soultzbach;-0.33;-0.3;-0.24;0.09
246800726;CA Colmar Agglomération;0.16;0.5;0.47;0.31
246900575;CC de l'Est Lyonnais (CCEL);0.6;1;0.96;0.37
246900625;CC du Pays de l'Arbresle (CCPA);0.29;0.7;0.67;0.38
246900724;CC des Vallons du Lyonnais (CCVL);1.35;1.9;1.76;0.41
246900740;CC du Pays Mornantais (COPAMO);0.58;1.2;1.19;0.61
246900757;CC de la Vallée du Garon (CCVG);0.72;1.3;1.28;0.56
246900765;CC du Pays de l'Ozon;0.71;1.1;1.13;0.42
247000011;CA de Vesoul;-0.44;-0.4;-0.35;0.1
247000367;CC des Combes;0.24;0.2;0.26;0.02
247000623;CC des Quatre Rivières;-0.34;-0.8;-0.84;-0.5
247000664;CC du Pays de Lure;-0.25;-0.1;-0.1;0.14
247000698;CC des Monts de Gy;0.06;0.1;0.09;0.03
247000706;CC du Pays Riolais;0.67;1.3;1.37;0.7
247000714;CC du Pays de Villersexel;0.13;-0.2;-0.25;-0.38
247000722;CC du Pays d'Héricourt;0.05;0.2;0.19;0.14
247000755;CC du Pays de Luxeuil;-0.82;-0.9;-0.98;-0.15
247000821;CC Rahin et Chérimont;-0.45;-0.5;-0.42;0.03
247000854;CC des 1000 étangs;-0.37;-0.7;-0.75;-0.38
247100290;CU Le Creusot Montceau-les-Mines;-0.42;-0.8;-0.77;-0.34
247100589;CA Le Grand Chalon;-0.05;0.1;0.11;0.15
247100639;CC de Marcigny;-0.1;-0.6;-0.51;-0.41
247100647;CC Bresse Nord Intercom';0.68;0;0;-0.68
247103765;CC Entre Saône et Grosne;0.04;-0.3;-0.16;-0.2
247103864;CC de Semur-en-Brionnais;0.25;0.1;0.03;-0.22
247104094;CC Sud Côte Chalonnaise;0.31;0;-0.01;-0.31
247200090;CC Communauté de communes du Pays Sabolien;-0.59;-0.5;-0.54;0.05
247200132;CU Le Mans Métropole;-0.26;0.1;0.04;0.3
247200348;CC du Pays Fléchois;-0.15;-0.1;-0.04;0.11
247200421;CC du Sud Est Manceau;0.42;0.6;0.62;0.2
247200447;CC Orée de Bercé - Belinois;-0.22;0.1;0.09;0.31
247200629;CC du Val de Sarthe;-0.3;0.1;0.14;0.44
247200686;CC du Pays de l'Huisne Sarthoise;-0.34;-0.3;-0.31;0.02
