"ANNEE","C_REGION","L_REGION","C_DEPT","N_DEPT","C_TYP_REG_DECHET","L_TYP_REG_DECHET","C_TYP_REG_SERVICE","L_TYP_REG_SERVICE","TONNAGE_OMA_T"
2011,44,"Grand-Est","57","Moselle","01A","Ordures ménagères résiduelles","01Z","Non précisé",12148.93537
2011,44,"Grand-Est","57","Moselle","01B","Encombrants","01A","Valorisation matière",184.36
2011,44,"Grand-Est","57","Moselle","01B","Encombrants","01B","Incinération avec récupération d'énergie",1513.84
2011,44,"Grand-Est","57","Moselle","01B","Encombrants","01D","Stockage",2884.26925
2011,44,"Grand-Est","57","Moselle","01B","Encombrants","01Z","Non précisé",10.89
2011,44,"Grand-Est","57","Moselle","01C","Déchets dangereux (y.c. DEEE)","01B","Incinération avec récupération d'énergie",0.524
2011,44,"Grand-Est","57","Moselle","01D","Emballages et papier","01A","Valorisation matière",54976.83839
2011,44,"Grand-Est","57","Moselle","01D","Emballages et papier","01B","Incinération avec récupération d'énergie",572.83
2011,44,"Grand-Est","57","Moselle","01D","Emballages et papier","01D","Stockage",1433.70531
2011,44,"Grand-Est","57","Moselle","01D","Emballages et papier","01Z","Non précisé",2810.92797
2011,44,"Grand-Est","57","Moselle","01E","Biodéchets","01E","Valorisation organique",12923.99605
2011,44,"Grand-Est","57","Moselle","01F","Verre","01A","Valorisation matière",30036.70172
2011,44,"Grand-Est","57","Moselle","01F","Verre","01Z","Non précisé",1606.99353
2011,44,"Grand-Est","57","Moselle","01ZHG","Collectes séparées hors gravats","01A","Valorisation matière",82
2011,44,"Grand-Est","57","Moselle","01ZHG","Collectes séparées hors gravats","01Z","Non précisé",165.51561
2011,44,"Grand-Est","67","Bas-Rhin","01A","Ordures ménagères résiduelles","01B","Incinération avec récupération d'énergie",231817.0422
2011,44,"Grand-Est","67","Bas-Rhin","01A","Ordures ménagères résiduelles","01D","Stockage",23232.83592
2011,44,"Grand-Est","67","Bas-Rhin","01A","Ordures ménagères résiduelles","01E","Valorisation organique",21604.10855
2011,44,"Grand-Est","67","Bas-Rhin","01B","Encombrants","01B","Incinération avec récupération d'énergie",6389.1
2011,44,"Grand-Est","67","Bas-Rhin","01B","Encombrants","01D","Stockage",37.85698
2011,44,"Grand-Est","67","Bas-Rhin","01C","Déchets dangereux (y.c. DEEE)","01A","Valorisation matière",14.5
2011,44,"Grand-Est","67","Bas-Rhin","01C","Déchets dangereux (y.c. DEEE)","01B","Incinération avec récupération d'énergie",9.754
2011,44,"Grand-Est","67","Bas-Rhin","01D","Emballages et papier","01A","Valorisation matière",57204.94588
2011,44,"Grand-Est","67","Bas-Rhin","01D","Emballages et papier","01D","Stockage",10.32069
2011,44,"Grand-Est","67","Bas-Rhin","01E","Biodéchets","01A","Valorisation matière",559
2011,44,"Grand-Est","67","Bas-Rhin","01E","Biodéchets","01E","Valorisation organique",708.87395
2011,44,"Grand-Est","67","Bas-Rhin","01F","Verre","01A","Valorisation matière",32104.12582
2011,44,"Grand-Est","67","Bas-Rhin","01ZHG","Collectes séparées hors gravats","01A","Valorisation matière",24.9
2011,44,"Grand-Est","67","Bas-Rhin","01ZHG","Collectes séparées hors gravats","01Z","Non précisé",1.16739
2011,44,"Grand-Est","68","Haut-Rhin","01A","Ordures ménagères résiduelles","01B","Incinération avec récupération d'énergie",171175.7398
2011,44,"Grand-Est","68","Haut-Rhin","01A","Ordures ménagères résiduelles","01D","Stockage",20.29584
2011,44,"Grand-Est","68","Haut-Rhin","01A","Ordures ménagères résiduelles","01E","Valorisation organique",5691.89145
2011,44,"Grand-Est","68","Haut-Rhin","01B","Encombrants","01B","Incinération avec récupération d'énergie",3479
2011,44,"Grand-Est","68","Haut-Rhin","01B","Encombrants","01D","Stockage",2167.01777
2011,44,"Grand-Est","68","Haut-Rhin","01C","Déchets dangereux (y.c. DEEE)","01A","Valorisation matière",276.173
2011,44,"Grand-Est","68","Haut-Rhin","01C","Déchets dangereux (y.c. DEEE)","01B","Incinération avec récupération d'énergie",16.58
2011,44,"Grand-Est","68","Haut-Rhin","01C","Déchets dangereux (y.c. DEEE)","01C","Incinération sans récupération d'énergie",12.43
2011,44,"Grand-Est","68","Haut-Rhin","01D","Emballages et papier","01A","Valorisation matière",35812.41003
2011,44,"Grand-Est","68","Haut-Rhin","01D","Emballages et papier","01Z","Non précisé",2465.78858
2011,44,"Grand-Est","68","Haut-Rhin","01E","Biodéchets","01A","Valorisation matière",1899.82
2011,44,"Grand-Est","68","Haut-Rhin","01E","Biodéchets","01E","Valorisation organique",30883.74823
2011,44,"Grand-Est","68","Haut-Rhin","01F","Verre","01A","Valorisation matière",26015.19482
2011,44,"Grand-Est","68","Haut-Rhin","01ZG","Collectes séparées de gravats","01D","Stockage",585
2011,44,"Grand-Est","68","Haut-Rhin","01ZHG","Collectes séparées hors gravats","01A","Valorisation matière",0.7
2011,44,"Grand-Est","88","Vosges","01A","Ordures ménagères résiduelles","01B","Incinération avec récupération d'énergie",57347.91849
2011,44,"Grand-Est","88","Vosges","01A","Ordures ménagères résiduelles","01D","Stockage",42157.70921
2011,44,"Grand-Est","88","Vosges","01A","Ordures ménagères résiduelles","01Z","Non précisé",60.84742
2011,44,"Grand-Est","88","Vosges","01D","Emballages et papier","01A","Valorisation matière",14413.6556
2011,44,"Grand-Est","88","Vosges","01D","Emballages et papier","01B","Incinération avec récupération d'énergie",1664.91154
2011,44,"Grand-Est","88","Vosges","01D","Emballages et papier","01D","Stockage",15.4728
2011,44,"Grand-Est","88","Vosges","01D","Emballages et papier","01Z","Non précisé",232.70577
2011,44,"Grand-Est","88","Vosges","01E","Biodéchets","01E","Valorisation organique",8.44725
2011,44,"Grand-Est","88","Vosges","01F","Verre","01A","Valorisation matière",15426.60239
2011,44,"Grand-Est","88","Vosges","01F","Verre","01Z","Non précisé",168.1023
2011,44,"Grand-Est","88","Vosges","01ZHG","Collectes séparées hors gravats","01A","Valorisation matière",0.21118
2011,32,"Hauts-de-France","02","Aisne","01A","Ordures ménagères résiduelles","01D","Stockage",134945.738
2011,32,"Hauts-de-France","02","Aisne","01A","Ordures ménagères résiduelles","01Z","Non précisé",1495.61222
2011,32,"Hauts-de-France","02","Aisne","01B","Encombrants","01D","Stockage",3685.33
2011,32,"Hauts-de-France","02","Aisne","01C","Déchets dangereux (y.c. DEEE)","01A","Valorisation matière",87.22
2011,32,"Hauts-de-France","02","Aisne","01D","Emballages et papier","01A","Valorisation matière",29464.89505
2011,32,"Hauts-de-France","02","Aisne","01D","Emballages et papier","01Z","Non précisé",572.44589
2011,32,"Hauts-de-France","02","Aisne","01E","Biodéchets","01B","Incinération avec récupération d'énergie",1370.24
2011,32,"Hauts-de-France","02","Aisne","01E","Biodéchets","01E","Valorisation organique",10449.78892
2011,32,"Hauts-de-France","02","Aisne","01F","Verre","01A","Valorisation matière",19723.56558
2011,32,"Hauts-de-France","02","Aisne","01F","Verre","01Z","Non précisé",621.87336
2011,32,"Hauts-de-France","59","Nord","01A","Ordures ménagères résiduelles","01B","Incinération avec récupération d'énergie",584661.3612
2011,32,"Hauts-de-France","59","Nord","01A","Ordures ménagères résiduelles","01C","Incinération sans récupération d'énergie",14580.33
2011,32,"Hauts-de-France","59","Nord","01A","Ordures ménagères résiduelles","01D","Stockage",82897.5727
2011,32,"Hauts-de-France","59","Nord","01A","Ordures ménagères résiduelles","01Z","Non précisé",5631.59898
2011,32,"Hauts-de-France","59","Nord","01B","Encombrants","01A","Valorisation matière",24651.84
2011,32,"Hauts-de-France","59","Nord","01B","Encombrants","01D","Stockage",3492.89521
2011,32,"Hauts-de-France","59","Nord","01C","Déchets dangereux (y.c. DEEE)","01A","Valorisation matière",0.042
2011,32,"Hauts-de-France","59","Nord","01C","Déchets dangereux (y.c. DEEE)","01C","Incinération sans récupération d'énergie",0.433
2011,32,"Hauts-de-France","59","Nord","01D","Emballages et papier","01A","Valorisation matière",180376.0058
2011,32,"Hauts-de-France","59","Nord","01D","Emballages et papier","01Z","Non précisé",4559.9444
2011,32,"Hauts-de-France","59","Nord","01E","Biodéchets","01A","Valorisation matière",577.54
2011,32,"Hauts-de-France","59","Nord","01E","Biodéchets","01E","Valorisation organique",127337.8746
2011,32,"Hauts-de-France","59","Nord","01F","Verre","01A","Valorisation matière",59281.16202
2011,32,"Hauts-de-France","59","Nord","01F","Verre","01Z","Non précisé",32091.89685
2011,32,"Hauts-de-France","59","Nord","01ZHG","Collectes séparées hors gravats","01A","Valorisation matière",5.578
2011,32,"Hauts-de-France","59","Nord","01ZHG","Collectes séparées hors gravats","01Z","Non précisé",33.31
2011,32,"Hauts-de-France","60","Oise","01A","Ordures ménagères résiduelles","01B","Incinération avec récupération d'énergie",121462.36
2011,32,"Hauts-de-France","60","Oise","01A","Ordures ménagères résiduelles","01D","Stockage",118877.08
2011,32,"Hauts-de-France","60","Oise","01A","Ordures ménagères résiduelles","01Z","Non précisé",2054.9
2011,32,"Hauts-de-France","60","Oise","01B","Encombrants","01A","Valorisation matière",1057.74
2011,32,"Hauts-de-France","60","Oise","01B","Encombrants","01B","Incinération avec récupération d'énergie",35
2011,32,"Hauts-de-France","60","Oise","01B","Encombrants","01D","Stockage",4689.49
2011,32,"Hauts-de-France","60","Oise","01C","Déchets dangereux (y.c. DEEE)","01A","Valorisation matière",121.26
2011,32,"Hauts-de-France","60","Oise","01D","Emballages et papier","01A","Valorisation matière",36987.03
2011,32,"Hauts-de-France","60","Oise","01E","Biodéchets","01A","Valorisation matière",402
2011,32,"Hauts-de-France","60","Oise","01E","Biodéchets","01B","Incinération avec récupération d'énergie",68
2011,32,"Hauts-de-France","60","Oise","01E","Biodéchets","01D","Stockage",316
2011,32,"Hauts-de-France","60","Oise","01E","Biodéchets","01E","Valorisation organique",41730.18
2011,32,"Hauts-de-France","60","Oise","01F","Verre","01A","Valorisation matière",22186.45
2011,32,"Hauts-de-France","60","Oise","01F","Verre","01Z","Non précisé",211
2011,32,"Hauts-de-France","62","Pas-de-Calais","01A","Ordures ménagères résiduelles","01B","Incinération avec récupération d'énergie",155815.5288
2011,32,"Hauts-de-France","62","Pas-de-Calais","01A","Ordures ménagères résiduelles","01C","Incinération sans récupération d'énergie",36953
2011,32,"Hauts-de-France","62","Pas-de-Calais","01A","Ordures ménagères résiduelles","01D","Stockage",232333.4588
2011,32,"Hauts-de-France","62","Pas-de-Calais","01A","Ordures ménagères résiduelles","01Z","Non précisé",15083.88065
2011,32,"Hauts-de-France","62","Pas-de-Calais","01B","Encombrants","01A","Valorisation matière",10322.98
2011,32,"Hauts-de-France","62","Pas-de-Calais","01B","Encombrants","01B","Incinération avec récupération d'énergie",1641
2011,32,"Hauts-de-France","62","Pas-de-Calais","01B","Encombrants","01D","Stockage",5923.4127
2011,32,"Hauts-de-France","62","Pas-de-Calais","01B","Encombrants","01Z","Non précisé",10.44
2011,32,"Hauts-de-France","62","Pas-de-Calais","01C","Déchets dangereux (y.c. DEEE)","01A","Valorisation matière",574.46
2011,32,"Hauts-de-France","62","Pas-de-Calais","01C","Déchets dangereux (y.c. DEEE)","01C","Incinération sans récupération d'énergie",0.11
2011,32,"Hauts-de-France","62","Pas-de-Calais","01D","Emballages et papier","01A","Valorisation matière",92746.93964
2011,32,"Hauts-de-France","62","Pas-de-Calais","01D","Emballages et papier","01Z","Non précisé",3877.4282
2011,32,"Hauts-de-France","62","Pas-de-Calais","01E","Biodéchets","01E","Valorisation organique",101976.087
2011,32,"Hauts-de-France","62","Pas-de-Calais","01F","Verre","01A","Valorisation matière",58751.80276
2011,32,"Hauts-de-France","62","Pas-de-Calais","01F","Verre","01Z","Non précisé",3822.67294
2011,32,"Hauts-de-France","62","Pas-de-Calais","01ZHG","Collectes séparées hors gravats","01A","Valorisation matière",174.794
2011,32,"Hauts-de-France","62","Pas-de-Calais","01ZHG","Collectes séparées hors gravats","01Z","Non précisé",90
2011,32,"Hauts-de-France","80","Somme","01A","Ordures ménagères résiduelles","01D","Stockage",103448.1749
2011,32,"Hauts-de-France","80","Somme","01A","Ordures ménagères résiduelles","01E","Valorisation organique",53802.41
2011,32,"Hauts-de-France","80","Somme","01A","Ordures ménagères résiduelles","01Z","Non précisé",8789.6812
2011,32,"Hauts-de-France","80","Somme","01B","Encombrants","01D","Stockage",2205.09532
2011,32,"Hauts-de-France","80","Somme","01B","Encombrants","01Z","Non précisé",1713.89
2011,32,"Hauts-de-France","80","Somme","01C","Déchets dangereux (y.c. DEEE)","01A","Valorisation matière",16.85714
2011,32,"Hauts-de-France","80","Somme","01C","Déchets dangereux (y.c. DEEE)","01Z","Non précisé",22.13
2011,32,"Hauts-de-France","80","Somme","01D","Emballages et papier","01A","Valorisation matière",25505.59929
2011,32,"Hauts-de-France","80","Somme","01D","Emballages et papier","01Z","Non précisé",180.13922
2011,32,"Hauts-de-France","80","Somme","01E","Biodéchets","01E","Valorisation organique",14100.71059
2011,32,"Hauts-de-France","80","Somme","01E","Biodéchets","01Z","Non précisé",1353
2011,32,"Hauts-de-France","80","Somme","01F","Verre","01A","Valorisation matière",20805.55319
2011,32,"Hauts-de-France","80","Somme","01F","Verre","01Z","Non précisé",1970.54501
2011,11,"Ile-de-France","75","Paris","01A","Ordures ménagères résiduelles","01B","Incinération avec récupération d'énergie",833399
2011,11,"Ile-de-France","75","Paris","01B","Encombrants","01A","Valorisation matière",99917.37
2011,11,"Ile-de-France","75","Paris","01C","Déchets dangereux (y.c. DEEE)","01Z","Non précisé",249
2011,11,"Ile-de-France","75","Paris","01D","Emballages et papier","01A","Valorisation matière",82246.82
2011,11,"Ile-de-France","75","Paris","01F","Verre","01A","Valorisation matière",65366.4
2011,11,"Ile-de-France","75","Paris","01ZHG","Collectes séparées hors gravats","01A","Valorisation matière",1220
2011,11,"Ile-de-France","77","Seine-et-Marne","01A","Ordures ménagères résiduelles","01B","Incinération avec récupération d'énergie",319670.9264
2011,11,"Ile-de-France","77","Seine-et-Marne","01A","Ordures ménagères résiduelles","01C","Incinération sans récupération d'énergie",37592
2011,11,"Ile-de-France","77","Seine-et-Marne","01A","Ordures ménagères résiduelles","01D","Stockage",17390
2011,11,"Ile-de-France","77","Seine-et-Marne","01A","Ordures ménagères résiduelles","01E","Valorisation organique",26941.25009
2011,11,"Ile-de-France","77","Seine-et-Marne","01A","Ordures ménagères résiduelles","01Z","Non précisé",10.20194
2011,11,"Ile-de-France","77","Seine-et-Marne","01B","Encombrants","01A","Valorisation matière",17954.35696
2011,11,"Ile-de-France","77","Seine-et-Marne","01B","Encombrants","01B","Incinération avec récupération d'énergie",1679.36994
2011,11,"Ile-de-France","77","Seine-et-Marne","01B","Encombrants","01D","Stockage",5206.72317
2011,11,"Ile-de-France","77","Seine-et-Marne","01B","Encombrants","01Z","Non précisé",108.3
2011,11,"Ile-de-France","77","Seine-et-Marne","01C","Déchets dangereux (y.c. DEEE)","01A","Valorisation matière",2.625
2011,11,"Ile-de-France","77","Seine-et-Marne","01C","Déchets dangereux (y.c. DEEE)","01B","Incinération avec récupération d'énergie",1.045
2011,11,"Ile-de-France","77","Seine-et-Marne","01C","Déchets dangereux (y.c. DEEE)","01Z","Non précisé",12.4537
2011,11,"Ile-de-France","77","Seine-et-Marne","01D","Emballages et papier","01A","Valorisation matière",53288.60236
2011,11,"Ile-de-France","77","Seine-et-Marne","01D","Emballages et papier","01Z","Non précisé",0.75848
2011,11,"Ile-de-France","77","Seine-et-Marne","01E","Biodéchets","01E","Valorisation organique",44057.44634
2011,11,"Ile-de-France","77","Seine-et-Marne","01F","Verre","01A","Valorisation matière",30661.66207
2011,11,"Ile-de-France","77","Seine-et-Marne","01F","Verre","01Z","Non précisé",0.57841
2011,11,"Ile-de-France","77","Seine-et-Marne","01ZHG","Collectes séparées hors gravats","01A","Valorisation matière",1413.9773
2011,11,"Ile-de-France","77","Seine-et-Marne","01ZHG","Collectes séparées hors gravats","01B","Incinération avec récupération d'énergie",1171.3
2011,11,"Ile-de-France","77","Seine-et-Marne","01ZHG","Collectes séparées hors gravats","01Z","Non précisé",1.59141
2011,11,"Ile-de-France","78","Yvelines","01A","Ordures ménagères résiduelles","01B","Incinération avec récupération d'énergie",378630.2654
