"ANNEE","C_REGION","L_REGION","C_DEPT","N_DEPT","TYP_COLLECTE","TONNAGE_DMA_T_HG","TONNAGE_DMA_T"
2015,27,"Bourgogne-Franche-Comté","25","Doubs","Collecte séparées",52366.45418,52366.45418
2015,27,"Bourgogne-Franche-Comté","25","Doubs","Déchèterie",96430.48218,119749.4311
2015,27,"Bourgogne-Franche-Comté","39","Jura","Collecte OMR",50215.18702,50215.18702
2015,27,"Bourgogne-Franche-Comté","39","Jura","Collecte séparées",34415.21912,34415.21912
2015,27,"Bourgogne-Franche-Comté","39","Jura","Déchèterie",39422.881,48242.81
2015,27,"Bourgogne-Franche-Comté","58","Nièvre","Collecte OMR",42042.46257,42042.46257
2015,27,"Bourgogne-Franche-Comté","58","Nièvre","Collecte séparées",21142.11056,21142.11056
2015,27,"Bourgogne-Franche-Comté","58","Nièvre","Déchèterie",40390.30505,47712.48312
2015,27,"Bourgogne-Franche-Comté","70","Haute-Saône","Collecte OMR",37186.69501,37186.69501
2015,27,"Bourgogne-Franche-Comté","70","Haute-Saône","Collecte séparées",38725.84352,38725.84352
2015,27,"Bourgogne-Franche-Comté","70","Haute-Saône","Déchèterie",47060.24943,57665.30406
2015,27,"Bourgogne-Franche-Comté","71","Saône-et-Loire","Collecte OMR",115707.6128,115707.6128
2015,27,"Bourgogne-Franche-Comté","71","Saône-et-Loire","Collecte séparées",50915.99065,50915.99065
2015,27,"Bourgogne-Franche-Comté","71","Saône-et-Loire","Déchèterie",110973.9354,137446.5072
2015,27,"Bourgogne-Franche-Comté","89","Yonne","Collecte OMR",75711.09123,75711.09123
2015,27,"Bourgogne-Franche-Comté","89","Yonne","Collecte séparées",34073.95473,34073.95473
2015,27,"Bourgogne-Franche-Comté","89","Yonne","Déchèterie",64201.97565,93322.9073
2015,27,"Bourgogne-Franche-Comté","90","Territoire-de-Belfort","Collecte OMR",31932.87148,31932.87148
2015,27,"Bourgogne-Franche-Comté","90","Territoire-de-Belfort","Collecte séparées",13409.35201,13409.35201
2015,27,"Bourgogne-Franche-Comté","90","Territoire-de-Belfort","Déchèterie",17921.12747,24351.18607
2015,53,"Bretagne","22","Cotes-d'Armor","Collecte OMR",135702.1851,135702.1851
2015,53,"Bretagne","22","Cotes-d'Armor","Collecte séparées",66757.09423,66757.09423
2015,53,"Bretagne","22","Cotes-d'Armor","Déchèterie",193622.3265,255196.8322
2015,53,"Bretagne","29","Finistère","Collecte OMR",214521.0873,214521.0873
2015,53,"Bretagne","29","Finistère","Collecte séparées",135022.6549,135022.6549
2015,53,"Bretagne","29","Finistère","Déchèterie",263106.9077,333144.4699
2015,53,"Bretagne","35","Ille-et-Vilaine","Collecte OMR",197804.4024,197804.4024
2015,53,"Bretagne","35","Ille-et-Vilaine","Collecte séparées",112230.7156,112230.7156
2015,53,"Bretagne","35","Ille-et-Vilaine","Déchèterie",180051.7535,237869.0017
2015,53,"Bretagne","56","Morbihan","Collecte OMR",153198.0791,153198.0791
2015,53,"Bretagne","56","Morbihan","Collecte séparées",93508.1008,93508.1008
2015,53,"Bretagne","56","Morbihan","Déchèterie",180228.8197,238947.2481
2015,24,"Centre-Val de Loire","18","Cher","Collecte OMR",63193.69035,63193.69035
2015,24,"Centre-Val de Loire","18","Cher","Collecte séparées",30929.92928,30929.92928
2015,24,"Centre-Val de Loire","18","Cher","Déchèterie",59151.19189,75953.29639
2015,24,"Centre-Val de Loire","28","Eure-et-Loir","Collecte OMR",104926.9753,104926.9753
2015,24,"Centre-Val de Loire","28","Eure-et-Loir","Collecte séparées",52284.13269,52284.13269
2015,24,"Centre-Val de Loire","28","Eure-et-Loir","Déchèterie",83273.99641,114480.7189
2015,24,"Centre-Val de Loire","36","Indre","Collecte OMR",42511.31073,42511.31073
2015,24,"Centre-Val de Loire","36","Indre","Collecte séparées",29235.68994,29235.68994
2015,24,"Centre-Val de Loire","36","Indre","Déchèterie",38236.06155,44608.65109
2015,24,"Centre-Val de Loire","37","Indre-et-Loire","Collecte OMR",128827.035,128827.035
2015,24,"Centre-Val de Loire","37","Indre-et-Loire","Collecte séparées",75275.05043,75275.05043
2015,24,"Centre-Val de Loire","37","Indre-et-Loire","Déchèterie",95996.32752,126216.514
2015,24,"Centre-Val de Loire","41","Loir-et-Cher","Collecte OMR",75424.6166,75424.6166
2015,24,"Centre-Val de Loire","41","Loir-et-Cher","Collecte séparées",26842.96167,26842.96167
2015,24,"Centre-Val de Loire","41","Loir-et-Cher","Déchèterie",68599.69135,89029.69161
2015,24,"Centre-Val de Loire","45","Loiret","Collecte OMR",149510.5782,149510.5782
2015,24,"Centre-Val de Loire","45","Loiret","Collecte séparées",51778.06875,51778.06875
2015,24,"Centre-Val de Loire","45","Loiret","Déchèterie",127979.1741,169678.6938
2015,94,"Corse","2A","Corse-du-Sud","Collecte OMR",73728.87439,73728.87439
2015,94,"Corse","2A","Corse-du-Sud","Collecte séparées",10280.01484,10280.01484
2015,94,"Corse","2A","Corse-du-Sud","Déchèterie",22156.64,24936.62
2015,94,"Corse","2B","Haute-Corse","Collecte OMR",76513.73983,76513.73983
2015,94,"Corse","2B","Haute-Corse","Collecte séparées",9475.29089,9475.29089
2015,94,"Corse","2B","Haute-Corse","Déchèterie",18578.40212,20877.40212
2015,97,"Dom-Com","971","Guadeloupe","Collecte OMR",128866.5963,128866.5963
2015,97,"Dom-Com","971","Guadeloupe","Collecte séparées",65402.5356,65666.9756
2015,97,"Dom-Com","971","Guadeloupe","Déchèterie",18156.582,19202.662
2015,97,"Dom-Com","972","Martinique","Collecte OMR",124980.58,124980.58
2015,97,"Dom-Com","972","Martinique","Collecte séparées",43582.122,43582.122
2015,97,"Dom-Com","972","Martinique","Déchèterie",21797.708,22961.858
2015,97,"Dom-Com","973","Guyane","Collecte OMR",62894.99,62894.99
2015,97,"Dom-Com","973","Guyane","Collecte séparées",42963.34135,42963.34135
2015,97,"Dom-Com","973","Guyane","Déchèterie",4357.22,5127.22
2015,97,"Dom-Com","974","Réunion","Collecte OMR",233630.98,233630.98
2015,97,"Dom-Com","974","Réunion","Collecte séparées",181481.141,181481.141
2015,97,"Dom-Com","974","Réunion","Déchèterie",58524.958,74162.008
2015,97,"Dom-Com","976","Mayotte","Collecte OMR",52639.42198,52639.42198
2015,97,"Dom-Com","976","Mayotte","Collecte séparées",110.74,110.74
2015,97,"Dom-Com","977","Saint-Barthélemy","Collecte OMR",5680,5680
2015,97,"Dom-Com","977","Saint-Barthélemy","Collecte séparées",990,990
2015,97,"Dom-Com","977","Saint-Barthélemy","Déchèterie",7910,7910
2015,97,"Dom-Com","978","Saint-Martin","Collecte OMR",16041,16041
2015,97,"Dom-Com","978","Saint-Martin","Collecte séparées",2321,2321
2015,97,"Dom-Com","978","Saint-Martin","Déchèterie",496.081,648.081
2015,97,"Dom-Com","987","Polynésie-française","Collecte OMR",77031.17621,77031.17621
2015,97,"Dom-Com","987","Polynésie-française","Collecte séparées",5322.826,5322.826
2015,97,"Dom-Com","987","Polynésie-française","Déchèterie",488.948,971.948
2015,44,"Grand-Est","08","Ardennes","Collecte OMR",67643.47,67643.47
2015,44,"Grand-Est","08","Ardennes","Collecte séparées",28737.092,28737.092
2015,44,"Grand-Est","08","Ardennes","Déchèterie",46591.41802,57396.13103
2015,44,"Grand-Est","10","Aube","Collecte OMR",77536.09593,77536.09593
2015,44,"Grand-Est","10","Aube","Collecte séparées",33106.39791,33106.39791
2015,44,"Grand-Est","10","Aube","Déchèterie",35233.76323,48964.11323
2015,44,"Grand-Est","51","Marne","Collecte OMR",136440.6053,136440.6053
2015,44,"Grand-Est","51","Marne","Collecte séparées",57822.78663,57822.78663
2015,44,"Grand-Est","51","Marne","Déchèterie",81977.7604,106374.9517
2015,44,"Grand-Est","52","Haute-Marne","Collecte OMR",43473.84732,43473.84732
2015,44,"Grand-Est","52","Haute-Marne","Collecte séparées",14892.80379,14892.80379
2015,44,"Grand-Est","52","Haute-Marne","Déchèterie",28332.24536,37910.84851
2015,44,"Grand-Est","54","Meurthe-et-Moselle","Collecte OMR",183285.5319,183285.5319
2015,44,"Grand-Est","54","Meurthe-et-Moselle","Collecte séparées",65208.08317,65208.08317
2015,44,"Grand-Est","54","Meurthe-et-Moselle","Déchèterie",70588.85836,97816.17708
2015,44,"Grand-Est","55","Meuse","Collecte OMR",43434.6533,43434.6533
2015,44,"Grand-Est","55","Meuse","Collecte séparées",16289.11683,16289.11683
2015,44,"Grand-Est","55","Meuse","Déchèterie",26288.2298,32440.3267
2015,44,"Grand-Est","57","Moselle","Collecte OMR",247206.7944,247206.7944
2015,44,"Grand-Est","57","Moselle","Collecte séparées",125163.4134,125163.4134
2015,44,"Grand-Est","57","Moselle","Déchèterie",164066.8022,233653.7105
2015,44,"Grand-Est","67","Bas-Rhin","Collecte OMR",230261.1207,230261.1207
2015,44,"Grand-Est","67","Bas-Rhin","Collecte séparées",109474.1885,109474.1885
2015,44,"Grand-Est","67","Bas-Rhin","Déchèterie",162541.8609,213391.7664
2015,44,"Grand-Est","68","Haut-Rhin","Collecte OMR",151330.1786,151330.1786
2015,44,"Grand-Est","68","Haut-Rhin","Collecte séparées",116150.1388,116150.1388
2015,44,"Grand-Est","68","Haut-Rhin","Déchèterie",100105.7308,140153.6313
2015,44,"Grand-Est","88","Vosges","Collecte OMR",85018.53033,85018.53033
2015,44,"Grand-Est","88","Vosges","Collecte séparées",34996.43234,34996.43234
2015,44,"Grand-Est","88","Vosges","Déchèterie",64604.35992,83081.87654
2015,32,"Hauts-de-France","02","Aisne","Collecte OMR",125994.5998,125994.5998
2015,32,"Hauts-de-France","02","Aisne","Collecte séparées",56441.19631,56441.19631
2015,32,"Hauts-de-France","02","Aisne","Déchèterie",84531.18268,107714.4087
2015,32,"Hauts-de-France","59","Nord","Collecte OMR",652472.6464,652472.6464
2015,32,"Hauts-de-France","59","Nord","Collecte séparées",386342.3599,386342.3599
2015,32,"Hauts-de-France","59","Nord","Déchèterie",327912.3114,522291.7636
2015,32,"Hauts-de-France","60","Oise","Collecte OMR",206567.308,206567.308
2015,32,"Hauts-de-France","60","Oise","Collecte séparées",109983.51,109983.51
2015,32,"Hauts-de-France","60","Oise","Déchèterie",134890.8209,182654.559
2015,32,"Hauts-de-France","62","Pas-de-Calais","Collecte OMR",394215.073,394215.073
2015,32,"Hauts-de-France","62","Pas-de-Calais","Collecte séparées",295317.014,295317.014
2015,32,"Hauts-de-France","62","Pas-de-Calais","Déchèterie",182389.5085,260951.1492
2015,32,"Hauts-de-France","80","Somme","Collecte OMR",159682.879,159682.879
2015,32,"Hauts-de-France","80","Somme","Collecte séparées",58164.37215,58164.37215
2015,32,"Hauts-de-France","80","Somme","Déchèterie",90451.12258,118934.2771
2015,11,"Ile-de-France","75","Paris","Collecte OMR",787400,787400
2015,11,"Ile-de-France","75","Paris","Collecte séparées",233881.1,233881.1
2015,11,"Ile-de-France","75","Paris","Déchèterie",4676.1556,8335.82125
2015,11,"Ile-de-France","77","Seine-et-Marne","Collecte OMR",391050.6005,391050.6005
2015,11,"Ile-de-France","77","Seine-et-Marne","Collecte séparées",151181.7679,151181.7679
2015,11,"Ile-de-France","77","Seine-et-Marne","Déchèterie",121552.7512,175885.1601
2015,11,"Ile-de-France","78","Yvelines","Collecte OMR",357445.2793,357445.2793
2015,11,"Ile-de-France","78","Yvelines","Collecte séparées",176906.9061,176906.9061
2015,11,"Ile-de-France","78","Yvelines","Déchèterie",99941.54458,147385.9593
2015,11,"Ile-de-France","91","Essonne","Collecte OMR",321402.5542,321402.5542
2015,11,"Ile-de-France","91","Essonne","Collecte séparées",162869.0523,162869.0523
2015,11,"Ile-de-France","91","Essonne","Déchèterie",89985.9853,127990.3662
2015,11,"Ile-de-France","92","Hauts-de-seine","Collecte OMR",426522.3398,426522.3398
2015,11,"Ile-de-France","92","Hauts-de-seine","Collecte séparées",131107.1258,131107.1258
2015,11,"Ile-de-France","92","Hauts-de-seine","Déchèterie",18626.87059,29421.26465
2015,11,"Ile-de-France","93","Seine-Saint-Denis","Collecte OMR",485653.4029,485653.4029
2015,11,"Ile-de-France","93","Seine-Saint-Denis","Collecte séparées",99747.66437,99747.66437
2015,11,"Ile-de-France","93","Seine-Saint-Denis","Déchèterie",81613.24669,125190.0294
2015,11,"Ile-de-France","94","Val-de-Marne","Collecte OMR",367559.1098,367559.1098
2015,11,"Ile-de-France","94","Val-de-Marne","Collecte séparées",118292.8296,118292.8296
2015,11,"Ile-de-France","94","Val-de-Marne","Déchèterie",47755.59267,67534.85505
2015,11,"Ile-de-France","95","Val-d'Oise","Collecte OMR",345183.8405,345183.8405
2015,11,"Ile-de-France","95","Val-d'Oise","Collecte séparées",118424.2474,118424.2474
2015,11,"Ile-de-France","95","Val-d'Oise","Déchèterie",88236.3259,132145.7474
2015,28,"Normandie","14","Calvados","Collecte OMR",187552.4305,187552.4305
2015,28,"Normandie","14","Calvados","Collecte séparées",89066.76041,89066.76041
2015,28,"Normandie","14","Calvados","Déchèterie",142863.2594,191405.8775
2015,28,"Normandie","27","Eure","Collecte OMR",154420.9879,154420.9879
2015,28,"Normandie","27","Eure","Collecte séparées",64090.8064,64090.8064
2015,28,"Normandie","27","Eure","Déchèterie",127873.0519,172098.3988
2015,28,"Normandie","50","Manche","Collecte OMR",131113.4855,131113.4855
2015,28,"Normandie","50","Manche","Collecte séparées",53180.48565,53180.48565
2015,28,"Normandie","50","Manche","Déchèterie",135304.398,168054.278
2015,28,"Normandie","61","Orne","Collecte OMR",65198.9843,65198.9843
2015,28,"Normandie","61","Orne","Collecte séparées",21893.96126,21893.96126
2015,28,"Normandie","61","Orne","Déchèterie",71012.76528,86665.59439
2015,28,"Normandie","76","Seine-Maritime","Collecte OMR",342378.0332,342378.0332
2015,28,"Normandie","76","Seine-Maritime","Collecte séparées",137903.8368,137903.8368
2015,28,"Normandie","76","Seine-Maritime","Déchèterie",240277.4103,317094.8823
2015,75,"Nouvelle-Aquitaine","16","Charente","Collecte OMR",73169.94,73169.94
2015,75,"Nouvelle-Aquitaine","16","Charente","Collecte séparées",34324.41,34324.41
2015,75,"Nouvelle-Aquitaine","16","Charente","Déchèterie",73453.11,100783.18
2015,75,"Nouvelle-Aquitaine","17","Charente-Maritime","Collecte OMR",175782.4,175782.4
2015,75,"Nouvelle-Aquitaine","17","Charente-Maritime","Collecte séparées",77905.47,77905.47
2015,75,"Nouvelle-Aquitaine","17","Charente-Maritime","Déchèterie",154998.32,201894.63
2015,75,"Nouvelle-Aquitaine","19","Corrèze","Collecte OMR",56804.52849,56804.52849
2015,75,"Nouvelle-Aquitaine","19","Corrèze","Collecte séparées",19818.68231,19818.68231
2015,75,"Nouvelle-Aquitaine","19","Corrèze","Déchèterie",42406.47476,50876.01308
2015,75,"Nouvelle-Aquitaine","23","Creuse","Collecte OMR",28005.01503,28005.01503
2015,75,"Nouvelle-Aquitaine","23","Creuse","Collecte séparées",11297.47921,11297.47921
2015,75,"Nouvelle-Aquitaine","23","Creuse","Déchèterie",17535.45483,22948.05979
2015,75,"Nouvelle-Aquitaine","24","Dordogne","Collecte OMR",97068.5602,97068.5602
2015,75,"Nouvelle-Aquitaine","24","Dordogne","Collecte séparées",43907.97318,43907.97318
2015,75,"Nouvelle-Aquitaine","24","Dordogne","Déchèterie",69283.09684,91040.04708
2015,75,"Nouvelle-Aquitaine","33","Gironde","Collecte OMR",377077.9658,377077.9658
2015,75,"Nouvelle-Aquitaine","33","Gironde","Collecte séparées",151631.8098,151631.8098
2015,75,"Nouvelle-Aquitaine","33","Gironde","Déchèterie",280471.793,356135.6787
2015,75,"Nouvelle-Aquitaine","40","Landes","Collecte OMR",130013.5186,130013.5186
2015,75,"Nouvelle-Aquitaine","40","Landes","Collecte séparées",33751.97651,33751.97651
2015,75,"Nouvelle-Aquitaine","40","Landes","Déchèterie",156834.8748,245042.9338
2015,75,"Nouvelle-Aquitaine","47","Lot-et-Garonne","Collecte OMR",87166.00544,87166.00544
2015,75,"Nouvelle-Aquitaine","47","Lot-et-Garonne","Collecte séparées",30911.2087,30911.2087
2015,75,"Nouvelle-Aquitaine","47","Lot-et-Garonne","Déchèterie",59359.97458,77855.70248
2015,75,"Nouvelle-Aquitaine","64","Pyrénées-Atlantiques","Collecte OMR",171100.3898,171100.3898
2015,75,"Nouvelle-Aquitaine","64","Pyrénées-Atlantiques","Collecte séparées",70680.41516,70813.41516
2015,75,"Nouvelle-Aquitaine","64","Pyrénées-Atlantiques","Déchèterie",122491.8984,157022.1057
2015,75,"Nouvelle-Aquitaine","79","Deux-Sèvres","Collecte OMR",72578.77551,72578.77551
2015,75,"Nouvelle-Aquitaine","79","Deux-Sèvres","Collecte séparées",38751.2119,38751.2119
2015,75,"Nouvelle-Aquitaine","79","Deux-Sèvres","Déchèterie",79883.44,107293.64
2015,75,"Nouvelle-Aquitaine","86","Vienne","Collecte OMR",91307.57,91307.57
2015,75,"Nouvelle-Aquitaine","86","Vienne","Collecte séparées",37632.86,37632.86
2015,75,"Nouvelle-Aquitaine","86","Vienne","Déchèterie",87581.6,111818.45
2015,75,"Nouvelle-Aquitaine","87","Haute-Vienne","Collecte OMR",84839.64173,84839.64173
2015,75,"Nouvelle-Aquitaine","87","Haute-Vienne","Collecte séparées",33220.46962,33220.46962
2015,75,"Nouvelle-Aquitaine","87","Haute-Vienne","Déchèterie",58673.72595,70810.33595
2015,76,"Occitanie","09","Ariège","Collecte OMR",45542.78669,45542.78669
2015,76,"Occitanie","09","Ariège","Collecte séparées",20766.70924,20766.70924
2015,76,"Occitanie","09","Ariège","Déchèterie",32551.1052,42236.81009
2015,76,"Occitanie","11","Aude","Collecte OMR",124541.7547,124541.7547
2015,76,"Occitanie","11","Aude","Collecte séparées",32788.52724,32788.52724
2015,76,"Occitanie","11","Aude","Déchèterie",65150.10541,90673.75767
2015,76,"Occitanie","12","Aveyron","Collecte OMR",63029.47155,63029.47155
2015,76,"Occitanie","12","Aveyron","Collecte séparées",25481.94555,25481.94555
2015,76,"Occitanie","12","Aveyron","Déchèterie",42946.82999,55583.69999
2015,76,"Occitanie","30","Gard","Collecte OMR",214672.9325,214672.9325
2015,76,"Occitanie","30","Gard","Collecte séparées",59075.57087,59075.57087
2015,76,"Occitanie","30","Gard","Déchèterie",155699.7304,242017.3309
2015,76,"Occitanie","31","Haute-Garonne","Collecte OMR",347505.4522,347505.4522
2015,76,"Occitanie","31","Haute-Garonne","Collecte séparées",143177.9927,143177.9927
2015,76,"Occitanie","31","Haute-Garonne","Déchèterie",145189.2205,196772.0756
2015,76,"Occitanie","32","Gers","Collecte OMR",46411.17615,46411.17615
2015,76,"Occitanie","32","Gers","Collecte séparées",16417.73863,16417.73863
2015,76,"Occitanie","32","Gers","Déchèterie",30719.37735,42210.47434
2015,76,"Occitanie","34","Hérault","Collecte OMR",347493.5799,347493.5799
2015,76,"Occitanie","34","Hérault","Collecte séparées",95719.39795,95719.39795
2015,76,"Occitanie","34","Hérault","Déchèterie",221857.0339,320716.5867
2015,76,"Occitanie","46","Lot","Collecte OMR",40294.34444,40294.34444
2015,76,"Occitanie","46","Lot","Collecte séparées",23439.71858,23439.71858
2015,76,"Occitanie","46","Lot","Déchèterie",34223.37557,47766.0951
2015,76,"Occitanie","48","Lozère","Collecte OMR",20786.37465,20786.37465
2015,76,"Occitanie","48","Lozère","Collecte séparées",6785.43129,6785.43129
2015,76,"Occitanie","48","Lozère","Déchèterie",12364.38486,12923.38498
2015,76,"Occitanie","65","Hautes-Pyrénées","Collecte OMR",65117.58661,65117.58661
2015,76,"Occitanie","65","Hautes-Pyrénées","Collecte séparées",19917.64424,19917.64424
2015,76,"Occitanie","65","Hautes-Pyrénées","Déchèterie",45592.951,59444.74885
2015,76,"Occitanie","66","Pyrénées-Orientales","Collecte OMR",156852.5612,156852.5612
2015,76,"Occitanie","66","Pyrénées-Orientales","Collecte séparées",47109.89256,47109.89256
2015,76,"Occitanie","66","Pyrénées-Orientales","Déchèterie",92810.436,123284.566
2015,76,"Occitanie","81","Tarn","Collecte OMR",94668.79431,94668.79431
2015,76,"Occitanie","81","Tarn","Collecte séparées",35600.84384,35600.84384
2015,76,"Occitanie","81","Tarn","Déchèterie",64380.05149,88935.99247
2015,76,"Occitanie","82","Tarn-et-Garonne","Collecte OMR",62831.01055,62831.01055
2015,76,"Occitanie","82","Tarn-et-Garonne","Collecte séparées",24088.79929,24088.79929
2015,76,"Occitanie","82","Tarn-et-Garonne","Déchèterie",42569.6821,63139.94579
2015,93,"PACA","04","Alpes-de-Haute-Provence","Collecte OMR",59452.2013,59452.2013
2015,93,"PACA","04","Alpes-de-Haute-Provence","Collecte séparées",10263.40476,10263.40476
2015,93,"PACA","04","Alpes-de-Haute-Provence","Déchèterie",33509.22681,59563.04638
2015,93,"PACA","05","Hautes-Alpes","Collecte OMR",46329.95683,46329.95683
2015,93,"PACA","05","Hautes-Alpes","Collecte séparées",13493.33929,13493.33929
2015,93,"PACA","05","Hautes-Alpes","Déchèterie",31020.06926,40037.24056
2015,93,"PACA","06","Alpes-Maritimes","Collecte OMR",452008.04,452008.04
2015,93,"PACA","06","Alpes-Maritimes","Collecte séparées",101590.783,102208.783
2015,93,"PACA","06","Alpes-Maritimes","Déchèterie",185568.92,260099.01
2015,93,"PACA","13","Bouches-du-Rhône","Collecte OMR",760504.6033,760504.6033
2015,93,"PACA","13","Bouches-du-Rhône","Collecte séparées",106037.5388,106037.5388
2015,93,"PACA","13","Bouches-du-Rhône","Déchèterie",254830.8444,415228.8562
2015,93,"PACA","83","Var","Collecte OMR",454035.1132,454035.1132
2015,93,"PACA","83","Var","Collecte séparées",90026.87,90026.87
2015,93,"PACA","83","Var","Déchèterie",208155.3502,273905.6199
2015,93,"PACA","84","Vaucluse","Collecte OMR",190281.8762,190281.8762
2015,93,"PACA","84","Vaucluse","Collecte séparées",39652.14,39652.14
2015,93,"PACA","84","Vaucluse","Déchèterie",95817.55649,137639.3905
2015,52,"Pays de la Loire","44","Loire-Atlantique","Collecte OMR",277004.5661,277004.5661
2015,52,"Pays de la Loire","44","Loire-Atlantique","Collecte séparées",131311.5674,131311.5674
2015,52,"Pays de la Loire","44","Loire-Atlantique","Déchèterie",281214.7977,390397.1792
2015,52,"Pays de la Loire","49","Maine-et-Loire","Collecte OMR",130293.3195,130293.3195
2015,52,"Pays de la Loire","49","Maine-et-Loire","Collecte séparées",76839.89222,76839.89222
2015,52,"Pays de la Loire","49","Maine-et-Loire","Déchèterie",152235.0554,215669.1486
2015,52,"Pays de la Loire","53","Mayenne","Collecte OMR",56134.77349,56134.77349
2015,52,"Pays de la Loire","53","Mayenne","Collecte séparées",30987.96327,30987.96327
2015,52,"Pays de la Loire","53","Mayenne","Déchèterie",65687.71248,90152.9362
2015,52,"Pays de la Loire","72","Sarthe","Collecte OMR",104836.8815,104836.8815
2015,52,"Pays de la Loire","72","Sarthe","Collecte séparées",56709.99845,56709.99845
2015,52,"Pays de la Loire","72","Sarthe","Déchèterie",91159.61209,116636.6929
2015,52,"Pays de la Loire","85","Vendée","Collecte OMR",128550.64,128550.64
2015,52,"Pays de la Loire","85","Vendée","Collecte séparées",77766.233,77766.233
2015,52,"Pays de la Loire","85","Vendée","Déchèterie",178500.6381,247409.0304
2017,84,"Auvergne-Rhône-Alpes","01","Ain","Collecte OMR",120762.536,120762.536
2017,84,"Auvergne-Rhône-Alpes","01","Ain","Collecte séparées",51588.38702,51588.38702
2017,84,"Auvergne-Rhône-Alpes","01","Ain","Déchèterie",124834.7894,163651.4592
2017,84,"Auvergne-Rhône-Alpes","03","Allier","Collecte OMR",87596.2617,87596.2617
2017,84,"Auvergne-Rhône-Alpes","03","Allier","Collecte séparées",31589.47009,31589.47009
2017,84,"Auvergne-Rhône-Alpes","03","Allier","Déchèterie",66080.95216,83059.93714
2017,84,"Auvergne-Rhône-Alpes","07","Ardèche","Collecte OMR",78693.92815,78693.92815
2017,84,"Auvergne-Rhône-Alpes","07","Ardèche","Collecte séparées",26103.53547,26103.53547
2017,84,"Auvergne-Rhône-Alpes","07","Ardèche","Déchèterie",65170.19561,87228.79592
2017,84,"Auvergne-Rhône-Alpes","15","Cantal","Collecte OMR",35744.36215,35744.36215
2017,84,"Auvergne-Rhône-Alpes","15","Cantal","Collecte séparées",14053.48462,14053.48462
2017,84,"Auvergne-Rhône-Alpes","15","Cantal","Déchèterie",25028.61262,32514.5674
2017,84,"Auvergne-Rhône-Alpes","26","Drôme","Collecte OMR",126174.1026,126174.1026
2017,84,"Auvergne-Rhône-Alpes","26","Drôme","Collecte séparées",36283.34536,36283.34536
2017,84,"Auvergne-Rhône-Alpes","26","Drôme","Déchèterie",100857.0824,141009.4927
2017,84,"Auvergne-Rhône-Alpes","38","Isère","Collecte OMR",270874.5361,270874.5361
2017,84,"Auvergne-Rhône-Alpes","38","Isère","Collecte séparées",96824.74929,96824.74929
2017,84,"Auvergne-Rhône-Alpes","38","Isère","Déchèterie",272221.6597,366304.831
2017,84,"Auvergne-Rhône-Alpes","42","Loire","Collecte OMR",171271.2757,171271.2757
2017,84,"Auvergne-Rhône-Alpes","42","Loire","Collecte séparées",61906.69978,61906.69978
2017,84,"Auvergne-Rhône-Alpes","42","Loire","Déchèterie",132619.9161,168840.3549
2017,84,"Auvergne-Rhône-Alpes","43","Haute-Loire","Collecte OMR",48463.40254,48463.40254
2017,84,"Auvergne-Rhône-Alpes","43","Haute-Loire","Collecte séparées",20011.08312,20011.08312
2017,84,"Auvergne-Rhône-Alpes","43","Haute-Loire","Déchèterie",38244.85021,51072.12687
2017,84,"Auvergne-Rhône-Alpes","63","Puy-de-Dôme","Collecte OMR",136681.5668,136681.5668
2017,84,"Auvergne-Rhône-Alpes","63","Puy-de-Dôme","Collecte séparées",72747.87903,72747.87903
2017,84,"Auvergne-Rhône-Alpes","63","Puy-de-Dôme","Déchèterie",98134.95266,133865.3198
2017,84,"Auvergne-Rhône-Alpes","69","Rhône","Collecte OMR",404280.0555,404280.0555
2017,84,"Auvergne-Rhône-Alpes","69","Rhône","Collecte séparées",128986.0448,128986.0448
2017,84,"Auvergne-Rhône-Alpes","69","Rhône","Déchèterie",177525.2271,234458.9726
2017,84,"Auvergne-Rhône-Alpes","73","Savoie","Collecte OMR",127977.1884,127977.1884
2017,84,"Auvergne-Rhône-Alpes","73","Savoie","Collecte séparées",48717.94085,48717.94085
2017,84,"Auvergne-Rhône-Alpes","73","Savoie","Déchèterie",90660.05604,122153.4207
2017,84,"Auvergne-Rhône-Alpes","74","Haute-Savoie","Collecte OMR",225440.3898,225440.3898
2017,84,"Auvergne-Rhône-Alpes","74","Haute-Savoie","Collecte séparées",70881.16566,70881.16566
2017,84,"Auvergne-Rhône-Alpes","74","Haute-Savoie","Déchèterie",173875.1393,217616.4726
2017,27,"Bourgogne-Franche-Comté","21","Cote-d'Or","Collecte OMR",116177.0912,116177.0912
2017,27,"Bourgogne-Franche-Comté","21","Cote-d'Or","Collecte séparées",62760.2429,62760.2429
2017,27,"Bourgogne-Franche-Comté","21","Cote-d'Or","Déchèterie",85287.95089,118660.014
2017,27,"Bourgogne-Franche-Comté","25","Doubs","Collecte OMR",94205.13281,94205.13281
2017,27,"Bourgogne-Franche-Comté","25","Doubs","Collecte séparées",52415.51984,52415.51984
2017,27,"Bourgogne-Franche-Comté","25","Doubs","Déchèterie",94830.87867,124216.1721
2017,27,"Bourgogne-Franche-Comté","39","Jura","Collecte OMR",49895.47489,49895.47489
2017,27,"Bourgogne-Franche-Comté","39","Jura","Collecte séparées",34545.32271,34545.32271
2017,27,"Bourgogne-Franche-Comté","39","Jura","Déchèterie",43425.519,55672.109
2017,27,"Bourgogne-Franche-Comté","58","Nièvre","Collecte OMR",40256.64182,40256.64182
